evidence_id,source_file,source_row,source_system,person_id,label,candidate_or_query,negative_signal,reason,review_status,reviewer,checked_at,note
NEG_00117,analytics_output/openalex_author_candidates.csv,61,OpenAlex,PERS_5ed752d9,Б. У. Китинов,https://openalex.org/A5031309041,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Б. У. Китинов; candidate=Б У Китинов; works=1
NEG_00118,analytics_output/openalex_author_candidates.csv,65,OpenAlex,PERS_260a598a,С. В. Пахомов,https://openalex.org/A5023387533,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=С. В. Пахомов; candidate=С В Пахомов; works=1
NEG_00119,analytics_output/openalex_author_candidates.csv,66,OpenAlex,PERS_260a598a,С. В. Пахомов,https://openalex.org/A5121197532,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=С. В. Пахомов; candidate=Пахомов А. С. Иванов А. В.; works=1
NEG_00120,analytics_output/openalex_author_candidates.csv,67,OpenAlex,PERS_3357f25b,Скороходова Татьяна Григорьевна,https://openalex.org/A5024118316,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Скороходова Татьяна Григорьевна; candidate=Татьяна Григорьевна СКОРОХОДОВА; works=2
NEG_00121,analytics_output/openalex_author_candidates.csv,70,OpenAlex,PERS_5d34c947,О. А. Волошина,https://openalex.org/A5084846163,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=О. А. Волошина; candidate=О А Волошина; works=1
NEG_00122,analytics_output/openalex_author_candidates.csv,71,OpenAlex,PERS_5d34c947,О. А. Волошина,https://openalex.org/A5043000172,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=О. А. Волошина; candidate=О. А. Волошина; works=1
NEG_00123,analytics_output/openalex_author_candidates.csv,72,OpenAlex,PERS_5d34c947,О. А. Волошина,https://openalex.org/A5006469212,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=О. А. Волошина; candidate=О А Волошина; works=1
NEG_00124,analytics_output/openalex_author_candidates.csv,73,OpenAlex,PERS_7542d270,М. Б. Демченко,https://openalex.org/A5120884636,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=М. Б. Демченко; candidate=Демченко М. Б.; works=1
NEG_00125,analytics_output/openalex_author_candidates.csv,74,OpenAlex,PERS_fb25c80f,Ермакова Татьяна Викторовна,https://openalex.org/A5120905207,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Ермакова Татьяна Викторовна; candidate=Татьяна Викторовна Ермакова; works=1
NEG_00126,analytics_output/openalex_author_candidates.csv,91,OpenAlex,PERS_db046be0,Р. Н. Сабирова,https://openalex.org/A5086397450,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Р. Н. Сабирова; candidate=Р. Н. Сабирова; works=1
NEG_00127,analytics_output/openalex_author_candidates.csv,92,OpenAlex,PERS_db046be0,Р. Н. Сабирова,https://openalex.org/A5020151779,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Р. Н. Сабирова; candidate=Р Н Сабирова; works=1
NEG_00128,analytics_output/openalex_author_candidates.csv,93,OpenAlex,PERS_db046be0,Р. Н. Сабирова,https://openalex.org/A5010598307,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Р. Н. Сабирова; candidate=Р Н Сабирова; works=1
NEG_00129,analytics_output/openalex_author_candidates.csv,107,OpenAlex,PERS_23215083,М. А. Русанов,https://openalex.org/A5030526905,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=М. А. Русанов; candidate=А. М. Русанов; works=1
NEG_00130,analytics_output/openalex_author_candidates.csv,108,OpenAlex,PERS_23215083,М. А. Русанов,https://openalex.org/A5037809403,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=М. А. Русанов; candidate=А. М. Русанов; works=1
NEG_00131,analytics_output/openalex_author_candidates.csv,109,OpenAlex,PERS_23215083,М. А. Русанов,https://openalex.org/A5069391088,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=М. А. Русанов; candidate=М. А. Русанов; works=1
NEG_00132,analytics_output/openalex_author_candidates.csv,110,OpenAlex,PERS_23215083,М. А. Русанов,https://openalex.org/A5011387204,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=М. А. Русанов; candidate=М А Русанов; works=1
NEG_00133,analytics_output/openalex_author_candidates.csv,111,OpenAlex,PERS_f8ab5755,Т. И. Оранская,https://openalex.org/A5123333194,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Т. И. Оранская; candidate=Оранская Т. И.; works=1
NEG_00134,analytics_output/openalex_author_candidates.csv,112,OpenAlex,PERS_c6bbcef3,Е. А. Битинайте,https://openalex.org/A5041383292,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Е. А. Битинайте; candidate=Е А Битинайте; works=1
NEG_00135,analytics_output/openalex_author_candidates.csv,119,OpenAlex,PERS_22d87263,Е. А. Костина,https://openalex.org/A5041275522,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Е. А. Костина; candidate=А. Е. Костина; works=2
NEG_00136,analytics_output/openalex_author_candidates.csv,120,OpenAlex,PERS_22d87263,Е. А. Костина,https://openalex.org/A5060410372,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Е. А. Костина; candidate=А. Е. Костина; works=1
NEG_00137,analytics_output/openalex_author_candidates.csv,121,OpenAlex,PERS_22d87263,Е. А. Костина,https://openalex.org/A5125226199,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Е. А. Костина; candidate=Е. А. Костина; works=1
NEG_00138,analytics_output/openalex_author_candidates.csv,122,OpenAlex,PERS_22d87263,Е. А. Костина,https://openalex.org/A5040764784,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Е. А. Костина; candidate=Е. А. Костина; works=1
NEG_00139,analytics_output/openalex_author_candidates.csv,123,OpenAlex,PERS_22d87263,Е. А. Костина,https://openalex.org/A5011302618,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Е. А. Костина; candidate=А. Е. Костина; works=1
NEG_00140,analytics_output/openalex_author_candidates.csv,124,OpenAlex,PERS_0c451d76,Лобанов Сергей Владимирович,https://openalex.org/A5051159463,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Лобанов Сергей Владимирович; candidate=Лобанов Сергей Владимирович; works=1
NEG_00141,analytics_output/openalex_author_candidates.csv,125,OpenAlex,PERS_92f293f8,П. В. Хрущева,https://openalex.org/A5121864296,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=П. В. Хрущева; candidate=П. В. Хрущева; works=1
NEG_00142,analytics_output/openalex_author_candidates.csv,126,OpenAlex,PERS_92f293f8,П. В. Хрущева,https://openalex.org/A5019924020,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=П. В. Хрущева; candidate=П. В. Хрущева; works=1
NEG_00143,analytics_output/openalex_author_candidates.csv,127,OpenAlex,PERS_92f293f8,П. В. Хрущева,https://openalex.org/A5080674053,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=П. В. Хрущева; candidate=П. В. Хрущева; works=2
NEG_00144,analytics_output/openalex_author_candidates.csv,128,OpenAlex,PERS_92f293f8,П. В. Хрущева,https://openalex.org/A5074748202,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=П. В. Хрущева; candidate=П. В. Хрущева; works=2
NEG_00145,analytics_output/openalex_author_candidates.csv,134,OpenAlex,PERS_0665f215,Шохин Владимир Кириллович,https://openalex.org/A5121443443,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Шохин Владимир Кириллович; candidate=Владимир Кириллович Шохин; works=1
NEG_00146,analytics_output/openalex_author_candidates.csv,140,OpenAlex,PERS_45a76880,Д. А. Кораблин,https://openalex.org/A5042450535,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Д. А. Кораблин; candidate=Д. А. Кораблин; works=1
NEG_00147,analytics_output/openalex_author_candidates.csv,143,OpenAlex,PERS_db0a826b,И. Н. Комарова,https://openalex.org/A5027802951,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=И. Н. Комарова; candidate=Н И Комарова; works=1
NEG_00148,analytics_output/openalex_author_candidates.csv,144,OpenAlex,PERS_db0a826b,И. Н. Комарова,https://openalex.org/A5012269669,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=И. Н. Комарова; candidate=Н И Комарова; works=1
NEG_00149,analytics_output/openalex_author_candidates.csv,146,OpenAlex,PERS_6e211759,Иванов Владимир Павлович,https://openalex.org/A5050269451,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Иванов Владимир Павлович; candidate=Владимир Павлович Иванов; works=2
NEG_00150,analytics_output/openalex_author_candidates.csv,147,OpenAlex,PERS_2a2e5602,Е. В. Коровина,https://openalex.org/A5083401611,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Е. В. Коровина; candidate=Е. В. Коровина; works=2
NEG_00151,analytics_output/openalex_author_candidates.csv,148,OpenAlex,PERS_2a2e5602,Е. В. Коровина,https://openalex.org/A5006773869,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Е. В. Коровина; candidate=Е. В. Коровина; works=1
NEG_00152,analytics_output/openalex_author_candidates.csv,149,OpenAlex,PERS_2a2e5602,Е. В. Коровина,https://openalex.org/A5074614759,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Е. В. Коровина; candidate=Е. В. Коровина; works=1
NEG_00153,analytics_output/openalex_author_candidates.csv,150,OpenAlex,PERS_2a2e5602,Е. В. Коровина,https://openalex.org/A5043987711,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Е. В. Коровина; candidate=Е. В. Коровина; works=1
NEG_00154,analytics_output/openalex_author_candidates.csv,152,OpenAlex,PERS_3c7d41ac,М. С. Фомин,https://openalex.org/A5072788584,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=М. С. Фомин; candidate=М. С. Фомин; works=1
NEG_00155,analytics_output/openalex_author_candidates.csv,153,OpenAlex,PERS_3c7d41ac,М. С. Фомин,https://openalex.org/A5008768363,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=М. С. Фомин; candidate=М С Фомин; works=2
NEG_00156,analytics_output/openalex_author_candidates.csv,154,OpenAlex,PERS_3c7d41ac,М. С. Фомин,https://openalex.org/A5075160971,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=М. С. Фомин; candidate=С. М. Фомин; works=1
NEG_00157,analytics_output/openalex_author_candidates.csv,155,OpenAlex,PERS_3c7d41ac,М. С. Фомин,https://openalex.org/A5121190914,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,"query=М. С. Фомин; candidate=Коломзаров О. В., Абрашкин В. Ю., Анисимов М. Ю., Болычев С. А., Юкина Д. Р., Анисимов В. М.; works=2"
NEG_00158,analytics_output/openalex_author_candidates.csv,158,OpenAlex,PERS_5e2a5a5c,Е. В. Столярова,https://openalex.org/A5098561932,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Е. В. Столярова; candidate=Е. В. Столярова; works=1
NEG_00159,analytics_output/openalex_author_candidates.csv,159,OpenAlex,PERS_5e2a5a5c,Е. В. Столярова,https://openalex.org/A5073271120,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Е. В. Столярова; candidate=Е В Столярова; works=1
NEG_00160,analytics_output/openalex_author_candidates.csv,160,OpenAlex,PERS_5e2a5a5c,Е. В. Столярова,https://openalex.org/A5051569369,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Е. В. Столярова; candidate=Е В Столярова; works=1
NEG_00161,analytics_output/openalex_author_candidates.csv,163,OpenAlex,PERS_aebd34a2,А. И. Коган,https://openalex.org/A5003042336,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=А. И. Коган; candidate=А. И. Коган; works=2
NEG_00162,analytics_output/openalex_author_candidates.csv,164,OpenAlex,PERS_aebd34a2,А. И. Коган,https://openalex.org/A5012762962,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=А. И. Коган; candidate=А. И. Коган; works=1
NEG_00163,analytics_output/openalex_author_candidates.csv,165,OpenAlex,PERS_aebd34a2,А. И. Коган,https://openalex.org/A5041786402,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=А. И. Коган; candidate=А. И. Коган; works=2
NEG_00164,analytics_output/openalex_author_candidates.csv,166,OpenAlex,PERS_aebd34a2,А. И. Коган,https://openalex.org/A5066999648,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=А. И. Коган; candidate=А. И. Коган; works=2
NEG_00165,analytics_output/openalex_author_candidates.csv,170,OpenAlex,PERS_40375fef,А. К. Васильев,https://openalex.org/A5007597361,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=А. К. Васильев; candidate=А К Васильев; works=1
NEG_00166,analytics_output/openalex_author_candidates.csv,171,OpenAlex,PERS_40375fef,А. К. Васильев,https://openalex.org/A5027629957,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=А. К. Васильев; candidate=А К Васильев; works=1
NEG_00167,analytics_output/openalex_author_candidates.csv,172,OpenAlex,PERS_d218805b,В. Ю. Крюкова,https://openalex.org/A5121187703,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,"query=В. Ю. Крюкова; candidate=Крюкова Е. С., Рузанова В. Д., Поваров Ю. С.; works=1"
NEG_00168,analytics_output/openalex_author_candidates.csv,175,OpenAlex,PERS_69750b7c,В. Н. Мазурина,https://openalex.org/A5031701031,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=В. Н. Мазурина; candidate=Н. В. Мазурина; works=1
NEG_00169,analytics_output/openalex_author_candidates.csv,176,OpenAlex,PERS_69750b7c,В. Н. Мазурина,https://openalex.org/A5053645374,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=В. Н. Мазурина; candidate=Н. В. Мазурина; works=2
NEG_00170,analytics_output/openalex_author_candidates.csv,177,OpenAlex,PERS_69750b7c,В. Н. Мазурина,https://openalex.org/A5074656507,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=В. Н. Мазурина; candidate=Н. В. Мазурина; works=1
NEG_00171,analytics_output/openalex_author_candidates.csv,178,OpenAlex,PERS_f940c5b3,Г. В. Стрелкова,https://openalex.org/A5033578514,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Г. В. Стрелкова; candidate=В Г Стрелкова; works=1
NEG_00172,analytics_output/openalex_author_candidates.csv,184,OpenAlex,PERS_bcaec2d8,В. Ю. Дружинин,https://openalex.org/A5091249273,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=В. Ю. Дружинин; candidate=В Ю Дружинин; works=2
NEG_00173,analytics_output/openalex_author_candidates.csv,185,OpenAlex,PERS_cb52ebc2,Лемешкина Ксения Вячеславовна,https://openalex.org/A5122639692,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Лемешкина Ксения Вячеславовна; candidate=Лемешкина Ксения Вячеславовна; works=1
NEG_00174,analytics_output/openalex_author_candidates.csv,186,OpenAlex,PERS_cb52ebc2,Лемешкина Ксения Вячеславовна,https://openalex.org/A5121939102,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Лемешкина Ксения Вячеславовна; candidate=Ксения Вячеславовна Лемешкина; works=1
NEG_00175,analytics_output/openalex_author_candidates.csv,188,OpenAlex,PERS_01aafd44,Н. А. Сафина,https://openalex.org/A5043705083,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Н. А. Сафина; candidate=Н. А. Сафина; works=1
NEG_00176,analytics_output/openalex_author_candidates.csv,189,OpenAlex,PERS_01aafd44,Н. А. Сафина,https://openalex.org/A5014482026,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Н. А. Сафина; candidate=Н. А. Сафина; works=2
NEG_00177,analytics_output/openalex_author_candidates.csv,190,OpenAlex,PERS_01aafd44,Н. А. Сафина,https://openalex.org/A5085566108,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Н. А. Сафина; candidate=Н. А. Сафина; works=1
NEG_00178,analytics_output/openalex_author_candidates.csv,191,OpenAlex,PERS_01aafd44,Н. А. Сафина,https://openalex.org/A5121713624,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Н. А. Сафина; candidate=Сафина Н. А.; works=1
NEG_00179,analytics_output/openalex_author_candidates.csv,192,OpenAlex,PERS_6441d568,Е. С. Соболева,https://openalex.org/A5036741164,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Е. С. Соболева; candidate=Е. С. Соболева; works=1
NEG_00180,analytics_output/openalex_author_candidates.csv,193,OpenAlex,PERS_6441d568,Е. С. Соболева,https://openalex.org/A5039656753,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Е. С. Соболева; candidate=Е. С. Соболева; works=2
NEG_00181,analytics_output/openalex_author_candidates.csv,194,OpenAlex,PERS_6441d568,Е. С. Соболева,https://openalex.org/A5009178388,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Е. С. Соболева; candidate=Е. С. Соболева; works=1
NEG_00182,analytics_output/openalex_author_candidates.csv,195,OpenAlex,PERS_6441d568,Е. С. Соболева,https://openalex.org/A5065156544,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Е. С. Соболева; candidate=Е С Соболева; works=1
NEG_00183,analytics_output/openalex_author_candidates.csv,196,OpenAlex,PERS_6441d568,Е. С. Соболева,https://openalex.org/A5029993392,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Е. С. Соболева; candidate=Е. С. Соболева; works=2
NEG_00184,analytics_output/openalex_author_candidates.csv,198,OpenAlex,PERS_cdbd7a15,Кулланда Сергей Всеволодович,https://openalex.org/A5010739527,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Кулланда Сергей Всеволодович; candidate=Кулланда Сергей Всеволодович; works=2
NEG_00185,analytics_output/openalex_author_candidates.csv,199,OpenAlex,PERS_cdbd7a15,Кулланда Сергей Всеволодович,https://openalex.org/A5071101656,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Кулланда Сергей Всеволодович; candidate=Сергей Всеволодович Кулланда; works=1
NEG_00186,analytics_output/openalex_author_candidates.csv,203,OpenAlex,PERS_37d557c2,Д. Д. Анисимова,https://openalex.org/A5130903657,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Д. Д. Анисимова; candidate=Е. Д. Анисимова; works=1
NEG_00187,analytics_output/openalex_author_candidates.csv,204,OpenAlex,PERS_37d557c2,Д. Д. Анисимова,https://openalex.org/A5080776497,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Д. Д. Анисимова; candidate=И Д Анисимова; works=1
NEG_00188,analytics_output/openalex_author_candidates.csv,205,OpenAlex,PERS_37d557c2,Д. Д. Анисимова,https://openalex.org/A5090944528,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Д. Д. Анисимова; candidate=И Д Анисимова; works=1
NEG_00189,analytics_output/openalex_author_candidates.csv,206,OpenAlex,PERS_37d557c2,Д. Д. Анисимова,https://openalex.org/A5001721698,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Д. Д. Анисимова; candidate=Д. С. Анисимова; works=1
NEG_00190,analytics_output/openalex_author_candidates.csv,209,OpenAlex,PERS_0a2e5f24,Тишин Владимир Владимирович,https://openalex.org/A5098573265,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Тишин Владимир Владимирович; candidate=Владимир Владимирович Тишин; works=1
NEG_00191,analytics_output/openalex_author_candidates.csv,210,OpenAlex,PERS_cca8f93d,Немчинов Виктор Михайлович,https://openalex.org/A5002277682,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Немчинов Виктор Михайлович; candidate=Немчинов Виктор Михайлович; works=1
NEG_00192,analytics_output/openalex_author_candidates.csv,215,OpenAlex,PERS_35c57654,М. А. Егорова,https://openalex.org/A5089651227,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=М. А. Егорова; candidate=М. А. Егорова; works=1
NEG_00193,analytics_output/openalex_author_candidates.csv,217,OpenAlex,PERS_587b08ec,Леонов Михаил Васильевич,https://openalex.org/A5016571769,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Леонов Михаил Васильевич; candidate=Леонов Михаил Васильевич; works=2
NEG_00194,analytics_output/openalex_author_candidates.csv,218,OpenAlex,PERS_587b08ec,Леонов Михаил Васильевич,https://openalex.org/A5122428373,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Леонов Михаил Васильевич; candidate=Михаил Васильевич Леонов; works=1
NEG_00195,analytics_output/openalex_author_candidates.csv,219,OpenAlex,PERS_50c46233,Маретина Ксения Александровна,https://openalex.org/A5073720961,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Маретина Ксения Александровна; candidate=Маретина Ксения Александровна; works=2
NEG_00196,analytics_output/openalex_author_candidates.csv,220,OpenAlex,PERS_50c46233,Маретина Ксения Александровна,https://openalex.org/A5125057625,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Маретина Ксения Александровна; candidate=Шишова-Маретина Ксения Александровна; works=1
NEG_00197,analytics_output/openalex_author_candidates.csv,221,OpenAlex,PERS_50c46233,Маретина Ксения Александровна,https://openalex.org/A5122814149,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Маретина Ксения Александровна; candidate=Ксения Александровна Маретина; works=1
NEG_00198,analytics_output/openalex_author_candidates.csv,222,OpenAlex,PERS_b76851a7,Митруев Бембя Леонидович,https://openalex.org/A5052631429,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Митруев Бембя Леонидович; candidate=Бембя Леонидович Митруев; works=1
NEG_00199,analytics_output/openalex_author_candidates.csv,229,OpenAlex,PERS_6ae5c779,Фивейская Анастасия Васильевна,https://openalex.org/A5128129983,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Фивейская Анастасия Васильевна; candidate=Фивейская Анастасия Васильевна; works=1
NEG_00200,analytics_output/openalex_author_candidates.csv,238,OpenAlex,PERS_3d22e8d4,А. М. Стрелков,https://openalex.org/A5025054867,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=А. М. Стрелков; candidate=А. М. Стрелков; works=1
NEG_00201,analytics_output/openalex_author_candidates.csv,239,OpenAlex,PERS_3d22e8d4,А. М. Стрелков,https://openalex.org/A5055817342,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=А. М. Стрелков; candidate=А. М. Стрелков; works=1
NEG_00202,analytics_output/openalex_author_candidates.csv,240,OpenAlex,PERS_3d22e8d4,А. М. Стрелков,https://openalex.org/A5009159925,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=А. М. Стрелков; candidate=А. М. Стрелков; works=1
NEG_00203,analytics_output/openalex_author_candidates.csv,241,OpenAlex,PERS_3d22e8d4,А. М. Стрелков,https://openalex.org/A5055494235,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=А. М. Стрелков; candidate=М. А. Стрелков; works=2
NEG_00204,analytics_output/openalex_author_candidates.csv,242,OpenAlex,PERS_3d22e8d4,А. М. Стрелков,https://openalex.org/A5085646174,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=А. М. Стрелков; candidate=М А Стрелков; works=2
NEG_00205,analytics_output/openalex_author_candidates.csv,243,OpenAlex,PERS_180c5e5c,А. В. Арапов,https://openalex.org/A5081208633,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=А. В. Арапов; candidate=А. В. Арапов; works=1
NEG_00206,analytics_output/openalex_author_candidates.csv,244,OpenAlex,PERS_180c5e5c,А. В. Арапов,https://openalex.org/A5053250808,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=А. В. Арапов; candidate=А В Арапов; works=1
NEG_00207,analytics_output/openalex_author_candidates.csv,245,OpenAlex,PERS_180c5e5c,А. В. Арапов,https://openalex.org/A5028729900,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=А. В. Арапов; candidate=А В Арапов; works=1
NEG_00208,analytics_output/openalex_author_candidates.csv,253,OpenAlex,PERS_61de659d,В. Н. Белов,https://openalex.org/A5112148102,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=В. Н. Белов; candidate=В. Н. Белов; works=2
NEG_00209,analytics_output/openalex_author_candidates.csv,254,OpenAlex,PERS_61de659d,В. Н. Белов,https://openalex.org/A5012597644,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=В. Н. Белов; candidate=Н В Белов; works=2
NEG_00210,analytics_output/openalex_author_candidates.csv,255,OpenAlex,PERS_61de659d,В. Н. Белов,https://openalex.org/A5086850980,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=В. Н. Белов; candidate=В. Н. Белов; works=2
NEG_00211,analytics_output/openalex_author_candidates.csv,256,OpenAlex,PERS_9bf51055,В. М. Шелкович,https://openalex.org/A5011817684,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=В. М. Шелкович; candidate=В. М. Шелкович; works=1
NEG_00212,analytics_output/openalex_author_candidates.csv,257,OpenAlex,PERS_ee3448c3,В. В. Деменова,https://openalex.org/A5129818456,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=В. В. Деменова; candidate=В. В. Деменова; works=1
NEG_00213,analytics_output/openalex_author_candidates.csv,258,OpenAlex,PERS_ee3448c3,В. В. Деменова,https://openalex.org/A5128415860,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=В. В. Деменова; candidate=В. В. Деменова; works=2
NEG_00214,analytics_output/openalex_author_candidates.csv,259,OpenAlex,PERS_ee3448c3,В. В. Деменова,https://openalex.org/A5031371090,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=В. В. Деменова; candidate=В. В. Деменова; works=2
NEG_00215,analytics_output/openalex_author_candidates.csv,260,OpenAlex,PERS_e4aab278,Д. В. Возчиков,https://openalex.org/A5129848639,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Д. В. Возчиков; candidate=Д. В. Возчиков; works=1
NEG_00216,analytics_output/openalex_author_candidates.csv,261,OpenAlex,PERS_e4aab278,Д. В. Возчиков,https://openalex.org/A5021693723,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Д. В. Возчиков; candidate=Д. В. Возчиков; works=1
NEG_00217,analytics_output/openalex_author_candidates.csv,262,OpenAlex,PERS_e4aab278,Д. В. Возчиков,https://openalex.org/A5004369969,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Д. В. Возчиков; candidate=Д. В. Возчиков; works=2
NEG_00218,analytics_output/openalex_author_candidates.csv,263,OpenAlex,PERS_142b5c2b,Д. Н. Парамонов,https://openalex.org/A5130050001,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Д. Н. Парамонов; candidate=Д. Н. Парамонов; works=2
NEG_00219,analytics_output/openalex_author_candidates.csv,264,OpenAlex,PERS_142b5c2b,Д. Н. Парамонов,https://openalex.org/A5128535432,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Д. Н. Парамонов; candidate=Д. Н. Парамонов; works=1
