microseries,label,presentation_id,year,series,l1,l2,title,matched_terms
dravidology_south_india,Дравидология / южноиндийский контур,PRES_512debece5,2025,Zograf Readings,ethnography,contemporary,"Павакутху Кералы: артисты и основные сюжеты, мифо-ритуальные истоки исполнительских традиций",керала|re:керал
dravidology_south_india,Дравидология / южноиндийский контур,PRES_5eff45b043,2025,Zograf Readings,linguistics,classical,О семантических переходах с участием терминов родства в старотамильском языке,тамильский|re:тамил
dravidology_south_india,Дравидология / южноиндийский контур,PRES_7dd0a5eda6,2025,Zograf Readings,ethnography,unspecified,Миф о Потопе и тыкве у дравидийских племен: к вопросу об истории контактов дравидов и мунда,дравидология|re:дравид
dravidology_south_india,Дравидология / южноиндийский контур,PRES_866ba06e54,2025,Zograf Readings,art_archaeology,medieval,Рождение концепции иконографии Шивы Натараджи в скульптуре пещерных храмов Южной Индии,южная_индия|re:южн[а-я]+ инд
dravidology_south_india,Дравидология / южноиндийский контур,PRES_acd4becabb,2025,Zograf Readings,ethnography,contemporary,Скрытое / явное: представления о знании у племенных народов Южной Карнатаки,карнатака|re:карнатак
ethnography_performance,"Этнография, ритуал и перформанс",PRES_8a6d651579,2004,Zograf Readings,literature,classical,О жанре вьяйога в санскритской теории драмы,драма
ethnography_performance,"Этнография, ритуал и перформанс",PRES_933f4317bd,2006,Zograf Readings,ethnography,contemporary,Об особенностях самосознания представителей «низких каст» в современных условиях,каста|re:каст
ethnography_performance,"Этнография, ритуал и перформанс",PRES_fcd64d09ac,2006,Zograf Readings,literature,classical,Отряхивающийся ныряльщик: о специфическом фольклорном мотиве в эпических и пуранических версиях «Сказания о Вепре» (Varāha-kathā),re:фольклор
ethnography_performance,"Этнография, ритуал и перформанс",PRES_1be5fd6c7a,2007,Zograf Readings,ethnography,modern,«Мадхан-кам» – народная драма Северной Бенгалии (с демонстрацией видеоматериалов),драма
ethnography_performance,"Этнография, ритуал и перформанс",PRES_649f8342d7,2007,Zograf Readings,literature,classical,Сезонный и суточный циклы в санскритской драме (структура санскритской драмы),драма
ethnography_performance,"Этнография, ритуал и перформанс",PRES_c2c6d7f2b6,2007,Zograf Readings,history,unspecified,К вопросу об эндогамии касты,каста|re:каст
ethnography_performance,"Этнография, ритуал и перформанс",PRES_448f6392bc,2008,Roerich Readings,religion,classical,Строительный ритуал и его роль в текстах вастувидьи (по материалам пуран),ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_7a09ad99d1,2008,Zograf Readings,religion,classical,Атхарваведа-паришишта XIXb: к вопросу о происхождении ритуалов Натьяшастры,ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_7af57f160f,2008,Zograf Readings,ethnography,contemporary,Образ птицы в масочном театре сингалов (Шри Ланка),театр|re:театр
ethnography_performance,"Этнография, ритуал и перформанс",PRES_93c2e24013,2008,Zograf Readings,religion,medieval,"«О Неодолимая Богиня, поклонение да будет тебе!» (О ритуальной части Калика-пураны)",re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_d5a74ed7f6,2008,Zograf Readings,literature,colonial,Народный театр «джатра» и его роль в формировании новой бенгальской литературы,театр|re:театр
ethnography_performance,"Этнография, ритуал и перформанс",PRES_9cec165a1d,2009,Roerich Readings,religion,classical,О ритуале помазания царя на царство в «Яджнявалкья-смрити»,ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_7efa09f3b2,2009,Zograf Readings,ethnography,colonial,"Сказители, музыканты и танцоры. К вопросу о происхождении и кастовой дхарме так называемых катхаков Раджастхана",re:каст
ethnography_performance,"Этнография, ритуал и перформанс",PRES_4f8af0d986,2010,Roerich Readings,art_archaeology,modern,«Саттрия: опыт создания классического танца в современном Ассаме»,танец
ethnography_performance,"Этнография, ритуал и перформанс",PRES_0139c59bb9,2010,Zograf Readings,religion,modern,Концепция совершенного человека в творчестве народных певцов – баулов,баул
ethnography_performance,"Этнография, ритуал и перформанс",PRES_3bd08e341f,2010,Zograf Readings,religion,medieval,Сюжет о воплощении Вишну в фольклорном тексте телугу (Матсьяватарам),re:фольклор
ethnography_performance,"Этнография, ритуал и перформанс",PRES_a80b13caa7,2010,Zograf Readings,art_archaeology,classical,Mārgī/deśī: о двух способах интерпретации индийского танца. В программе возможны изменения,танец
ethnography_performance,"Этнография, ритуал и перформанс",PRES_d01c9d783a,2010,Zograf Readings,ethnography,contemporary,Значение и функции ритуала Пангху у племени ратхва,племя|ритуал|re:ритуал|re:плем
ethnography_performance,"Этнография, ритуал и перформанс",PRES_5291787a3f,2011,Zograf Readings,religion,classical,Прием почетного гостя-атитхи по материалам древнеиндийских ритуальных текстов,re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_6b5321239f,2011,Zograf Readings,philosophy,classical,Концепт svadharma в кастовой идеологии,re:каст
ethnography_performance,"Этнография, ритуал и перформанс",PRES_ef02ed3c8e,2011,Zograf Readings,art_archaeology,modern,Саттрия: рождение нового индийского классического танца в Ассаме Лаборатория «Театрика» (Москва – С.-Петербург). Видеоматериал по традиции чхоу,танец|re:театр
ethnography_performance,"Этнография, ритуал и перформанс",PRES_5d4f4cf4a8,2012,Roerich Readings,literature,classical,Смех в традиции древнеиндийского театра (по материалам Натьяшастры),театр|re:театр
ethnography_performance,"Этнография, ритуал и перформанс",PRES_5e071eae59,2012,Roerich Readings,religion,classical,Снатака в древнеиндийском ритуале и тексте,ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_6436980fe8,2012,Roerich Readings,religion,vedic,Śradīḥ púraḥ: ранневедийский текст и ритуал,ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_f31283e9b4,2012,Roerich Readings,literature,classical,Рамаяна в драме Бхавабхути «Последние приключения Рамы»,драма
ethnography_performance,"Этнография, ритуал и перформанс",PRES_77f698acd5,2012,Zograf Readings,literature,classical,«Рамаяна» в драме Бхавабхути «Последние деяния Рамы»,драма
ethnography_performance,"Этнография, ритуал и перформанс",PRES_9991e8b1ef,2012,Zograf Readings,ethnography,modern,Особенности календарной обрядности у раджпутов C,re:обряд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_bafd1e3979,2012,Zograf Readings,ethnography,contemporary,Живая традиция ритуальных росписей Питхоро в Гуджарате: полевые данные 2012 г,re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_c753d8108f,2012,Zograf Readings,art_archaeology,modern,"«Бенгальский стиль» в индийском танце: традиционное, креативное, политическое измерения В программе возможны изменения и дополнения Приглашаются все желающие",танец
ethnography_performance,"Этнография, ритуал и перформанс",PRES_f5881d70cf,2013,Roerich Readings,religion,vedic,Вратьи в контексте ритуала приема почетного гостя (atithi),ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_0dca1ac371,2013,Zograf Readings,ethnography,colonial,Старинные португальские частушки в этнографическом контексте Южной Азии,re:этнограф
ethnography_performance,"Этнография, ритуал и перформанс",PRES_10003ca025,2013,Zograf Readings,art_archaeology,contemporary,Современное искусство адиваси: некоторые особенности музейной репрезентации в Индии и Европе,re:адиваси
ethnography_performance,"Этнография, ритуал и перформанс",PRES_ba46b7c452,2013,Zograf Readings,ethnography,contemporary,Современные баулы: от деревни до концертного зала,баул
ethnography_performance,"Этнография, ритуал и перформанс",PRES_eaf0add041,2013,Zograf Readings,religion,contemporary,Образ Локешвара в календарном обряде непальцев,обряд|re:обряд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_7e6c76b7c4,2014,Zograf Readings,literature,classical,Древнеиндийская риторика и традиция санскритского театра (Тригата в «Натьяшастре»),театр|re:театр
ethnography_performance,"Этнография, ритуал и перформанс",PRES_7eec57e19f,2014,Zograf Readings,ethnography,contemporary,Духи умерших в представлениях и обрядовой жизни веддов Шри Ланки,ведды|re:обряд|re:ведд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_8c55a738df,2014,Zograf Readings,other,modern,О стереотипизации адиваси в популярной культуре Индии,re:адиваси
ethnography_performance,"Этнография, ритуал и перформанс",PRES_aa4df50cf0,2014,Zograf Readings,history,classical,Древние южноазиатско-африканские связи (по данным фольклора и мифологии),фольклор|re:фольклор
ethnography_performance,"Этнография, ритуал и перформанс",PRES_d1d4be71f7,2014,Zograf Readings,religion,classical,К реконструкции ритуальной семантики дравидского kāvaṭi,re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_683bba7031,2015,Roerich Readings,literature,classical,Язык жреца – язык поэта. О сакральности речи в древнейших формах санскритской драмы,драма
ethnography_performance,"Этнография, ритуал и перформанс",PRES_6f09bca977,2015,Roerich Readings,history,medieval,Изменение межкастовых взаимоотношений в домусульманском Кашмире,re:каст
ethnography_performance,"Этнография, ритуал и перформанс",PRES_c1a79dc5fe,2015,Roerich Readings,history,medieval,«Торговцы» или «богачи»? К истории племенного подразделения байат,re:плем
ethnography_performance,"Этнография, ритуал и перформанс",PRES_e284c84ae6,2015,Roerich Readings,ethnography,modern,Санскритизация перформанса: преобразования традиций Bhūta-kolam (Тулунаду) и Chhau (Орисса),re:перформанс
ethnography_performance,"Этнография, ритуал и перформанс",PRES_e5272eecdd,2015,Roerich Readings,religion,classical,Обряд освящения статуи (адхивасана) и его роль в текстах по строительству (вастувидье) в пуранах,обряд|re:обряд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_761cbc2fa1,2015,Zograf Readings,ethnography,colonial,Ведды глазами сингалов: в прошлом и настоящем,re:ведд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_9b99780d43,2015,Zograf Readings,art_archaeology,modern,"Манипури и Манипур: о танцах, искусстве и политике",танец
ethnography_performance,"Этнография, ритуал и перформанс",PRES_47c3348c64,2016,Roerich Readings,religion,medieval,Образ Рахулы в японских ритуальных текстах косики,re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_a66ce250fa,2016,Roerich Readings,religion,classical,Ритуал poṣadha в буддийских монастырях кушанского Термеза I – IV в. н. э. (реконструкция),ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_d97538f124,2016,Roerich Readings,religion,classical,Ритуальный текст о структуре вселенной (опыт литературного перевода),re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_49299cbe89,2016,Zograf Readings,ethnography,contemporary,Bhavāi Гуджарата: о культурном смысле и социальных функциях традиционного театра,театр|re:театр
ethnography_performance,"Этнография, ритуал и перформанс",PRES_609d5b9f72,2016,Zograf Readings,literature,contemporary,Репрезентация образа адиваси в популярном индийском кинематографе,re:адиваси
ethnography_performance,"Этнография, ритуал и перформанс",PRES_71ed8e82c3,2016,Zograf Readings,religion,medieval,Формирование иконографии и ритуала бхактотсава в тамильском шайва-бхакти (от «Тируттондаттохей» Сундарара до «Махотсававидхи» Агхорашивы),ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_988254dd64,2016,Zograf Readings,religion,vedic,Атиратра Агничаяна: замещение жертвенных животных в ритуалах,ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_98b2929335,2016,Zograf Readings,art_archaeology,contemporary,Южноиндийский театр теней «толпава кутху»: традиция и современность,театр|re:театр
ethnography_performance,"Этнография, ритуал и перформанс",PRES_99df250203,2016,Zograf Readings,ethnography,contemporary,Этнографические группы веддов (история и современность),ведды|re:этнограф|re:ведд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_150fd1b901,2017,Roerich Readings,art_archaeology,medieval,"Анкхья-нат: обряд и драма средневекового Ассама, и их возрождение сегодня",драма|обряд|re:обряд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_5b6f4c9c6a,2017,Roerich Readings,religion,classical,Ритуальный текст из «Махавасту»,re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_d76b9f1f7f,2017,Roerich Readings,religion,contemporary,Изменение роли яджаманы в шраута-ритуалах: традиция и современность,re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_47078a3292,2017,Zograf Readings,literature,medieval,Фольклорные элементы в сказании о Ратне (XVII век),re:фольклор
ethnography_performance,"Этнография, ритуал и перформанс",PRES_98436ca474,2017,Zograf Readings,ethnography,colonial,Дифференциация веддов (взгляд извне и изнутри),ведды|re:ведд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_c0492c73f2,2017,Zograf Readings,art_archaeology,modern,Sattriya Ассама: о преобразовании ритуального представления бхакатов в еще один «классический танцевальный стиль» Индии,re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_c47dbe060a,2017,Zograf Readings,religion,vedic,"Ритуалы начала и прекращения изучения Вед (upākaraṇa, utsarga)",ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_fe20d5625c,2017,Zograf Readings,literature,medieval,Поэзия Кабира и раджастханский фольклор,фольклор|re:фольклор
ethnography_performance,"Этнография, ритуал и перформанс",PRES_a0f09ba677,2018,Roerich Readings,literature,classical,Тема «мадаль» (обряд самоистязания) в тамильской поэзии,обряд|re:обряд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_2b4a64bbcc,2018,Zograf Readings,literature,classical,Женские образы древнеиндийского эпоса и позднейшего фольклора на фоне норм дхармашастры,фольклор|re:фольклор
ethnography_performance,"Этнография, ритуал и перформанс",PRES_340def002b,2018,Zograf Readings,ethnography,contemporary,Ведды в современном укладе жизни Шри Ланки,re:ведд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_6068a2f698,2018,Zograf Readings,art_archaeology,classical,Mārganātyam. Театральная практика и теория «Натьяшастры» сегодня,re:театр
ethnography_performance,"Этнография, ритуал и перформанс",PRES_826add0121,2018,Zograf Readings,literature,classical,О джатакаставе как разновидности буддийского гимна,re:каст
ethnography_performance,"Этнография, ритуал и перформанс",PRES_d9f00bda70,2018,Zograf Readings,literature,classical,Оговорка как композиционный прием в санскритской драме,драма
ethnography_performance,"Этнография, ритуал и перформанс",PRES_11e2a3c771,2019,Roerich Readings,religion,medieval,Обряд адхивасана («вселение») и его роль в формировании образов храма и города,обряд|re:обряд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_1343fa2056,2019,Roerich Readings,history,medieval,Роль представителя династии Тхакури (Тхакуджуджу) в ритуальной передаче власти в Непале,re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_220562c90f,2019,Roerich Readings,literature,classical,Феномен недосказанной речи ардхокти в санскритской драме,драма
ethnography_performance,"Этнография, ритуал и перформанс",PRES_913d0cd9c3,2019,Roerich Readings,religion,vedic,К вопросу о замещениях (pratinidhi) при проведении шраута-ритуалов,re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_f86793d7d0,2019,Roerich Readings,history,medieval,Монгольские ритуалы в русских летописях,ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_127e5ca611,2019,Zograf Readings,religion,classical,Мифология танца и образ Индры в джайнизме,танец
ethnography_performance,"Этнография, ритуал и перформанс",PRES_2cf93e8bf4,2019,Zograf Readings,literature,colonial,Эстетика религиозной драмы: теория и практика драмы в контексте бенгальского вайшнавизма,драма
ethnography_performance,"Этнография, ритуал и перформанс",PRES_576ca11358,2019,Zograf Readings,religion,contemporary,«Возрожденные» ведийские ритуалы: яджна на Асси гхат и в школе девочек «Панини Канья Махавидьялая» в Варанаси,ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_65b2f8a154,2019,Zograf Readings,art_archaeology,colonial,Кукольный театр Западной Бенгалии,театр|re:театр
ethnography_performance,"Этнография, ритуал и перформанс",PRES_6732ab26f0,2019,Zograf Readings,ethnography,contemporary,Ритуалы жизненного цикла у народности лимбу,ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_69a8bd7229,2019,Zograf Readings,art_archaeology,unspecified,Основные сюжеты и персонажи индийского театра теней,театр|re:театр
ethnography_performance,"Этнография, ритуал и перформанс",PRES_6afe58ed13,2019,Zograf Readings,ethnography,contemporary,"Серайкела, Майюрбхандж, Пурулиа: феномен чхау на плато Чхота Нагпур (Восточная Индия)",re:чхау
ethnography_performance,"Этнография, ритуал и перформанс",PRES_6f2867c6e7,2019,Zograf Readings,ethnography,contemporary,Современные баулы: мистики или артисты,баул
ethnography_performance,"Этнография, ритуал и перформанс",PRES_83479bd0dd,2019,Zograf Readings,religion,contemporary,Ритуальная жизнь делийского даргаха,re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_9631572f2e,2019,Zograf Readings,literature,classical,Речь во сне и грезы наяву в классической санскритской драме,драма
ethnography_performance,"Этнография, ритуал и перформанс",PRES_a8118f87c2,2019,Zograf Readings,ethnography,contemporary,Функции вождя в традиционном обществе веддов в прошлом и настоящем,ведды|re:ведд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_a95408ba26,2020,Roerich Readings,literature,classical,Феномен речевого сбоя как средство художественной выразительности в структуре классической санскритской драмы,драма
ethnography_performance,"Этнография, ритуал и перформанс",PRES_227fc50d83,2020,Zograf Readings,religion,contemporary,Ритуалы божественной старости в неварском буддизме,ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_920d574dbd,2020,Zograf Readings,ethnography,contemporary,Танцы с сосудами и вокруг. Гарба Гуджарата и сходные обряды и представления Южной Азии,обряд|танец|re:обряд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_936504e955,2020,Zograf Readings,religion,classical,Традиции и ритуалы почитания манускриптов в писаниях шайва,ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_9bd1af42a2,2020,Zograf Readings,literature,modern,Разрази его гром! Метеорологические явления в песенном фольклоре на диалектах хинди Центральной Индии,фольклор|re:фольклор
ethnography_performance,"Этнография, ритуал и перформанс",PRES_cfe957f4c0,2020,Zograf Readings,ethnography,modern,Об особенностях традиционной пищи веддов,ведды|re:ведд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_147c940250,2021,Roerich Readings,literature,classical,О манерах театральной игры: категория вритти в «Натьяшастре»,re:театр
ethnography_performance,"Этнография, ритуал и перформанс",PRES_69e4c50d4d,2021,Roerich Readings,religion,vedic,"(НИ, Москва). Сура (surā) в ведийских ритуалах Ваджапея и Саутрамани",ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_7921400a74,2021,Roerich Readings,religion,modern,Зороастрийский культ огня и ритуалы парсов Индии,ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_79e743c4be,2021,Roerich Readings,religion,modern,Танец суфийских дервишейволчков ритуала «сама» и сакральный «танец вихря» (fr. dance vertige) «Мистерии» А.Н. Скрябина,ритуал|танец|re:ритуал|re:танец
ethnography_performance,"Этнография, ритуал и перформанс",PRES_965ca3fc2b,2021,Roerich Readings,literature,classical,Предварительные замечания к проблеме речевого сбоя в древнеиндийской теории драмы,драма
ethnography_performance,"Этнография, ритуал и перформанс",PRES_044aea7c88,2021,Zograf Readings,religion,unspecified,«Давай поженимся»: Свадебные ритуалы в неварском буддизме,ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_179141844a,2021,Zograf Readings,religion,vedic,Ведийский ритуал Ваджапея: древняя традиция и современная практика,ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_377c745d79,2021,Zograf Readings,literature,contemporary,Архетип двойничества в романе С. Рушди «Ярость»: этнографический субстрат,re:этнограф
ethnography_performance,"Этнография, ритуал и перформанс",PRES_46601a7245,2021,Zograf Readings,literature,classical,Некоторые структурные особенности пролога классической санскритской драмы»,драма
ethnography_performance,"Этнография, ритуал и перформанс",PRES_582d56f69a,2021,Zograf Readings,religion,classical,О двух родственных джатакаставах в «Лалитавистаре» и «Раштрапалапариприччха-сутре»,re:каст
ethnography_performance,"Этнография, ритуал и перформанс",PRES_af4d11c92c,2021,Zograf Readings,history,modern,Искусство протеста. Политический театр в Индии: истоки и развитие,театр|re:театр
ethnography_performance,"Этнография, ритуал и перформанс",PRES_ba86fb0e21,2021,Zograf Readings,religion,colonial,"Ранние священные тексты на соранг-сомпенг как ключ к истории создания культа «Матар Баном» у племени сора (южные мунда, Орисса)",племя|re:плем
ethnography_performance,"Этнография, ритуал и перформанс",PRES_5528877ed4,2022,Roerich Readings,religion,vedic,Композиция «Апастамба-шраутасутры»: базовые ритуалы (prakṛti) и их модификации (vikṛti),ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_beed481e92,2022,Roerich Readings,literature,classical,Недосказанность/прерванность речи в классической санскритской драме,драма
ethnography_performance,"Этнография, ритуал и перформанс",PRES_22b3b0e3af,2022,Zograf Readings,religion,vedic,"Сура vs. сома в жертвоприношении Саутрамани: мифы, ритуальные действия, мантры",re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_4f0e5d2559,2022,Zograf Readings,religion,classical,"Мангала: поэзия, ритуал или йогическая практика?",ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_51d1870035,2022,Zograf Readings,ethnography,unspecified,Фольклор европейских рома (цыган) и мифы индийских племен,племя|фольклор|re:плем|re:фольклор
ethnography_performance,"Этнография, ритуал и перформанс",PRES_92609683a4,2022,Zograf Readings,ethnography,contemporary,"""Нисхождение в образе рыбы"": сказание фольклорной традиции пастухов-голла",re:фольклор
ethnography_performance,"Этнография, ритуал и перформанс",PRES_b24d46274c,2022,Zograf Readings,ethnography,contemporary,"""Бхагавата мела натакам"": театр и ритуал в деревне Мелаттур (Тамилнад)",ритуал|театр|re:ритуал|re:театр
ethnography_performance,"Этнография, ритуал и перформанс",PRES_dae45dd193,2022,Zograf Readings,religion,medieval,Ритуальный комплекс похоронных обрядов в неварском буддизме,обряд|re:ритуал|re:обряд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_89e97978bb,2023,Roerich Readings,religion,vedic,Ритуал приема почетного гостя при жертвоприношениях сомы,ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_4de09c27d6,2023,Zograf Readings,literature,unspecified,О не-волшебной помощнице в сказках парья: вариант фольклорного мотива,re:фольклор
ethnography_performance,"Этнография, ритуал и перформанс",PRES_62b9cf0c5b,2023,Zograf Readings,religion,vedic,Мантры в ведийских шраута-ритуалах.,re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_6685d6b52f,2023,Zograf Readings,history,colonial,Этнографические сборы В.И. Липского на Цейлоне в начале XX в,re:этнограф
ethnography_performance,"Этнография, ритуал и перформанс",PRES_70f93c1aa2,2023,Zograf Readings,ethnography,modern,Кукольный театр Западной Бенгалии,театр|re:театр
ethnography_performance,"Этнография, ритуал и перформанс",PRES_878ec9446a,2023,Zograf Readings,ethnography,modern,"Падаяни, мудиетту, тиятту: ритуальные исполнительские традиции центральной Кералы",re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_ca363493ba,2023,Zograf Readings,literature,classical,Драма как категория и жанр в древнеиндийской поэтике,драма
ethnography_performance,"Этнография, ритуал и перформанс",PRES_fac9d854a7,2023,Zograf Readings,religion,medieval,Ритуальный комплекс родильных обрядов в неварском буддизме,обряд|re:ритуал|re:обряд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_959566c64e,2024,Roerich Readings,religion,classical,Обряды «жизненного цикла» скульптуры по материалам пуран,обряд|re:обряд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_128cecab0d,2024,Zograf Readings,religion,vedic,Мадхупарка при жертвоприношениях сомы в ритуале Атитхьешти (ātithyeṣṭi),ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_8ef9132d46,2024,Zograf Readings,religion,classical,Обряд панчамакара в каулических тантрах,обряд|re:обряд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_91ce32f17e,2024,Zograf Readings,philosophy,classical,Парадигмальное мышление брахманов. Связь философских универсалий и варно-кастовой системы в Индии,re:каст
ethnography_performance,"Этнография, ритуал и перформанс",PRES_c9709587be,2024,Zograf Readings,religion,contemporary,"Бхеру-джи и мать Кали в деревенском Раджастхане: мифы, культ, фольклор",фольклор|re:фольклор
ethnography_performance,"Этнография, ритуал и перформанс",PRES_d75ff8846e,2024,Zograf Readings,art_archaeology,contemporary,Пенпавакутху: новая форма театра плоских фигур Кералы,театр|re:театр
ethnography_performance,"Этнография, ритуал и перформанс",PRES_f7cb0da910,2024,Zograf Readings,ethnography,contemporary,Ритуальные предметы и украшения в контексте обрядов жизненного цикла неваров,обряд|re:ритуал|re:обряд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_b2fd39a1b2,2025,Roerich Readings,religion,vedic,Священные огни в шраута-ритуалах,re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_c9f0424f49,2025,Roerich Readings,history,colonial,Список тамильских каст у Бартоломеуса Цигенбальга: книжная традиция vs историческая реальность,каста|re:каст
ethnography_performance,"Этнография, ритуал и перформанс",PRES_388115cd35,2025,Zograf Readings,literature,unspecified,Внешние и внутренние связи индийского фольклора по данным каталога Ю.Е. Березкина и Е.Н. Дувакина,фольклор|re:фольклор
ethnography_performance,"Этнография, ритуал и перформанс",PRES_512debece5,2025,Zograf Readings,ethnography,contemporary,"Павакутху Кералы: артисты и основные сюжеты, мифо-ритуальные истоки исполнительских традиций",re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_7dd0a5eda6,2025,Zograf Readings,ethnography,unspecified,Миф о Потопе и тыкве у дравидийских племен: к вопросу об истории контактов дравидов и мунда,племя|re:плем
ethnography_performance,"Этнография, ритуал и перформанс",PRES_acd4becabb,2025,Zograf Readings,ethnography,contemporary,Скрытое / явное: представления о знании у племенных народов Южной Карнатаки,re:плем
ethnography_performance,"Этнография, ритуал и перформанс",PRES_ae142d5803,2025,Zograf Readings,ethnography,contemporary,Сикхи в диаспоре: ритуалы детства,ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_ae8474fa94,2025,Zograf Readings,religion,vedic,Самбхары в обряде установления жертвенных огней (agnyādheya),обряд|re:обряд
ethnography_performance,"Этнография, ритуал и перформанс",PRES_f8fe82ebd9,2025,Zograf Readings,religion,medieval,Непальский Маччхендранатх: ритуально-мифологический контекст,re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_0bf7d4caad,2026,Zograf Readings,ethnography,contemporary,Адиваси. Загадочное племя тода,племя|re:плем|re:адиваси
ethnography_performance,"Этнография, ритуал и перформанс",PRES_0ccccd2f0f,2026,Zograf Readings,religion,contemporary,Тело агхори как «живой текст»: визуальность и перформанс в производстве религиозного авторитета,re:перформанс
ethnography_performance,"Этнография, ритуал и перформанс",PRES_2af0d9ba1e,2026,Zograf Readings,religion,vedic,Ведийский ритуал Праваргья (pravargya): текстовая традиция и ритуальная практика,ритуал|re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_2d9228675d,2026,Zograf Readings,religion,unspecified,Миф о Потопе и тыкве у племен западной Индии,племя|re:плем
ethnography_performance,"Этнография, ритуал и перформанс",PRES_32b950f0fe,2026,Zograf Readings,literature,medieval,"Средневековая фольклорная формула и литературное клише: образ, мотив",re:фольклор
ethnography_performance,"Этнография, ритуал и перформанс",PRES_939dd4f1e1,2026,Zograf Readings,religion,classical,Структура ниданы из «Панчавимшатика-праджняпарамиты» в аспекте ритуальной практики,re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_a20db0593f,2026,Zograf Readings,history,vedic,Паришишты как исторический источник: проблемы датировки и классификации поздневедийской ритуальной литературы,re:ритуал
ethnography_performance,"Этнография, ритуал и перформанс",PRES_bc3de7e23c,2026,Zograf Readings,religion,modern,"Яйцо, курица и Тримурти: миф о Шакти в фольклоре мадига",фольклор|re:фольклор
