att_id,filename,ext,size_mb,poster,year,subject,bucket,confidence,evidence,verdict_source
1155,MSS-Details-Trivandrum-806-and-817.djvu,djvu,0.1,Narayan Prasad,2017,акад. А.А. Зализняк (1935-2017),D-third,medium,Trivandrum MSS catalogue pages (djvu) — catalogue scan,override
1157,likhushina-17.12.15_dream.pdf,pdf,0.13,Marcis,2018,"atha ""чтобы""",D-third,high,"Likhushina reader page (dream, Панчатантра) — living author",override
1163,srivaishnava_prayer_book_2014 (pdf.io).pdf,pdf,0.1,Trivikram das,2018,॥धाटीपञ्चकम्॥,C-cand,medium,Srivaishnava Prayer Book (srimatham.com 2014) — freely circulated; licence unstated,override
1170,Адипарва.pdf,pdf,0.19,tvitaly1,2018,Из Адипарвы,D-author,high,Тихвинский/Густяков СОВЕРШЕНСТВО(САНСКРИТ) изд. 3 excerpt — authors' own,override
1207,НР. Пример синтаксического разбора _гита 2-33_.pdf,pdf,0.06,Radim Navyan,2018,Катха-упанишада 1.1:3 (практикум),D-author,high,"Navyan's own translations/analyses (Гита разборы, ТА сказы, ГАС)",override
1208,Важнейшие корни по Зализняку.pdf,pdf,0.08,Marcis,2017,Важнейшие корни по Зализняку,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1210,lies_sl.pdf,pdf,2.69,Marcis,2017,Транслитерация гласных для кириллицы,C-cand,high,"Scharf & Hyman, Linguistic Issues in Encoding Sanskrit (2011) — distributed free by The Sanskrit Library; confirm licence terms before serving",override
1216,Sarasvatikanthabharana - the magnum opus of Sanskrit grammar-Sambodhi-2002.djvu,djvu,0.56,Narayan Prasad,2017,Two scanned articles on Sanskrit Grammar,D-third,medium,"scanned grammar articles/lists (Sarasvatikanthabharana; kit-ngit-prakarana) — journal scans, in copyright",override
1217,Treatment of kit-ngit-prakarana (P.1.2.1-26) in the post-Panianian systems of Sanskrit Grammar-JOIB-Mar-Jun-2009.djvu,djvu,0.48,Narayan Prasad,2017,Two scanned articles on Sanskrit Grammar,D-third,medium,"scanned grammar articles/lists (Sarasvatikanthabharana; kit-ngit-prakarana) — journal scans, in copyright",override
1219,SB_1-3.pdf,pdf,0.43,Каника/Наташа Храмова,2017,"Шримад Бхагаватам, однотомное издание!",E,low,no rule matched — unidentified,default
1220,Kudrav-NacalnSlovar1917.pdf,pdf,2.36,Marcis,2017,Начальный курсъ САНСКРИТСКАГО ЯЗЫКА(ищу утраченный электронный вариант),B,high,"Кудрявский, Начальный курс санскритского языка, 1917; Kudrjavskij d. 1920 — PD (70 pma, RU/EU)",override
1221,Sanskrit04-HeartSutra-deva-trans.pdf,pdf,0.04,ShamanThaiRus13,2017,"प्रज्ञपारमिता हॄदयसूत्र, Сутра Сердца на санскрите! помогите разобраться!",E,low,no rule matched — unidentified,default
1226,Reconstruction-of-dhatupatha-JIOB-vol-55-Sep-2005-Jun-2006.djvu,djvu,0.22,Narayan Prasad,2017,कृत्-प्रत्यय,D-third,medium,"Reconstruction of Dhatupatha, JAOB 2005 scan — in copyright (article by the poster? journal scan — treat third-party)",override
1227,Narayan Prasad-ska-sambodhi-Unicode.docx,docx,0.08,Narayan Prasad,2017,कृत्-प्रत्यय,D-author,high,"Narayan Prasad's own articles (asiddhavad, saṃkhyātānudeśa, ska-sambodhi) — author-posted",override
1231,List of kRt suffixes.djvu,djvu,0.04,Narayan Prasad,2017,कृत्-प्रत्यय,D-third,medium,"scanned grammar articles/lists (Sarasvatikanthabharana; kit-ngit-prakarana) — journal scans, in copyright",override
1232,MW roots from MWlex.pdf,pdf,0.23,Marcis,2017,10476 корней из MW,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1241,Doc1.pdf,pdf,0.21,Kosta Bentchev,2017,В. А. Кочергина - Учебник 1994 г. - упражнения,E,low,no rule matched — unidentified,default
1242,asidhvad-joib-2002.pdf,pdf,0.93,Narayan Prasad,2017,Two more articles on Sanskrit Grammar,D-author,high,"Narayan Prasad's own articles (asiddhavad, saṃkhyātānudeśa, ska-sambodhi) — author-posted",override
1243,samkhyatanudesh-joib-2008.pdf,pdf,0.54,Narayan Prasad,2017,Two more articles on Sanskrit Grammar,D-author,high,"Narayan Prasad's own articles (asiddhavad, saṃkhyātānudeśa, ska-sambodhi) — author-posted",override
1249,Щри-Бхагавад-гита_1.pdf,pdf,2.06,Владимир Карицкий,2019,"Чтение ""Щримад-Бхагавад-гиты"" с комментариями ачарьев_главы первая и вторая",D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1250,Щри-Бхагавад-гита_2.pdf,pdf,2.78,Владимир Карицкий,2019,"Чтение ""Щримад-Бхагавад-гиты"" с комментариями ачарьев_главы первая и вторая",D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1251,Bhagvadgita-2-47.pdf,pdf,3.04,Narayan Prasad,2018,"Чтение ""Щримад-Бхагавад-гиты"" с комментариями ачарьев_глава 2_стих 47",E,low,no rule matched — unidentified,default
1254,Бхагавад-гита.pdf,pdf,2.06,Владимир Карицкий,2017,"Чтение ""Бхагавад-гиты"" с комментариями ачарьев_глава 1",D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1275,Pages from buhler-17.04.16.pdf,pdf,3.46,Marcis,2016,"Руководство Бюлера, 2016",B,high,Bühler Leitfaden pages (2016 re-set of 1923 ed. incl. portrait); Bühler d. 1898 — underlying text PD; the 2016 typesetting layer is MG's (A-component),override
1278,включение макросов.doc,doc,0.16,Тихвинский Виталий Игоревич,2016,Генератор модуля расширения клавиатуры для программы Word.,D-author,high,"Тихвинский project docs (словари Excel, макросы) — his own",override
1285,Катха 1.0 Щанкара.docx,docx,0.11,Brahman,2017,Толковый словарь_उपनिषत्,D-author,high,Катха-упанишат Щанкара учебный перевод — poster's circle's own translation,override
1287,Катха 1.0 Щанкара.pdf,pdf,0.13,Radim Navyan,2017,Толковый словарь_उपनिषत्,D-author,high,Катха-упанишат Щанкара учебный перевод — poster's circle's own translation,override
1288,1164329.pdf,pdf,0.34,Мария Устинова,2016,Как Вишну обретает сударшана чакру.,D-third,low,Шива-махапурана excerpt scan 1164329.pdf — unclear edition,override
1289,shiva108namavalli_v.2.pdf,pdf,0.16,Radim Navyan,2016,Нужен переводчик!,D-author,high,"Navyan, 108 имен Шивы — his own translation drafts",override
1290,shiva108namavalli_v1.2.pdf,pdf,0.16,Radim Navyan,2016,Нужен переводчик!,D-author,high,"Navyan, 108 имен Шивы — his own translation drafts",override
1291,shiva108namavalli_v1.1.pdf,pdf,0.16,Radim Navyan,2016,Нужен переводчик!,D-author,high,"Navyan, 108 имен Шивы — his own translation drafts",override
1292,shiva108namavalli.pdf,pdf,0.16,Radim Navyan,2016,Нужен переводчик!,D-author,high,"Navyan, 108 имен Шивы — his own translation drafts",override
1294,108 имен1.docx,docx,0.02,Guzel,2016,Нужен переводчик!,D-author,medium,108 имен working file — circle's own,override
1296,purushasukta vajasaneyi 31.1-16 .pdf,pdf,0.29,Serge A,2016,Паломничество в Индию.Живой Санскрит,E,low,no rule matched — unidentified,default
1298,Пуруша сукта из Атхарва Веды.doc,doc,0.19,Владимир Карицкий,2016,: Паломничество в Индию.Живой Санскрит,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1299,Пуруша сукта из Сама Веды.doc,doc,0.18,Владимир Карицкий,2016,: Паломничество в Индию.Живой Санскрит,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1300,Пуруша сукта из Риг Веды.doc,doc,0.18,Владимир Карицкий,2016,: Паломничество в Индию.Живой Санскрит,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1302,Бхагавад-гита_вступление.pdf,pdf,0.26,Владимир Карицкий,2017,"Чтение ""Бхагавад-гиты"" с комментариями ачарьев",D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1304,Аббревиатуры Коссовича.pdf,pdf,0.02,Marcis,2016,Аббревиатуры Коссовича,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1306,WSC 2018 - first circular.pdf,pdf,1.64,Marina Savelieva,2016,The 17th World Sanskrit Conference,C-cand,medium,WSC 2018 first circular — conference announcement meant for distribution,override
1308,0411080.pdf,pdf,0.27,Yury Panikov,2016,Периодическая таблица Менделеева и Шива Сутра Панини,D-third,medium,"Kak, Mendeleev and the Periodic Table… — author-circulated paper; author permission plausible but third-party here",override
1310,Слово санскрит Гасунс 2016.pdf,pdf,0.09,Marcis,2016,Слово «санскрит» (заметка в журнал),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1315,Pages from kossovich-tiff-133.pdf,pdf,0.31,Marcis,2016,"Сегодня обнаружил отсутсвие страниц в скане Санскрито-русскiй словарь, составленный К.А. Коссовичемъ",B,high,Pages from Коссович Sanskrit-Russian dict. scan (1854); d. 1883 — PD,override
1316,Pages from kossovich-tiff 131.pdf,pdf,0.33,Marcis,2016,"Сегодня обнаружил отсутсвие страниц в скане Санскрито-русскiй словарь, составленный К.А. Коссовичемъ",B,high,Pages from Коссович Sanskrit-Russian dict. scan (1854); d. 1883 — PD,override
1317,mahalakshmi ashtaka.pdf,pdf,0.08,Serge A,2016,"Опечатки в книги Натальи Лихушиной ""Новая книга для чтения на санскрите""",E,low,no rule matched — unidentified,default
1321,274 from Eliz-VedGram1982.pdf,pdf,0.12,Marcis,2017,: Курс санскритской стилистики В.Ш. Апте,D-third,high,"Елизаренкова, Ведийская грамматика 1982 page — in copyright (d. 2007)",override
1322,Apte_urok_20.docx,docx,0.03,Marcis,2015,Курс санскритской стилистики В.Ш. Апте,D-third,medium,Apte stylistics course excerpt (учебный) — compiled from in-copyright course,override
1323,श्रीश्रीमद्भगवद्गीता.doc,doc,4.35,Владимир Карицкий,2015,: Полезные ссылки_Гита 8 и 11 комментариев,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1324,11767327-The-Gita-as-it-was-by-Phulgenda-Sinha-Rediscovering-the-Original-Bhagavadgita.pdf,pdf,2.06,Marcis,2015,Ищу книгу. Может у кого есть,D-third,high,"Sinha, The Gita As It Was (Open Court 1987) — in copyright",override
1325,РВ 10-129-4 + Саяна.doc,doc,0.06,Владимир Карицкий,2017,: Насадия-сукта (Ригведа 10:129),D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1326,РВ 10-129-4 + Саяна.doc,doc,0.06,Radim Navyan,2016,Насадия-сукта (Ригведа 10:129),D-author,high,Navyan's own translation drafts,series-rule
1327,РВ 10-129-4 + Саяна.pdf,pdf,0.14,Radim Navyan,2016,Насадия-сукта (Ригведа 10:129),D-author,high,Navyan's own translation drafts,series-rule
1328,RV_10_129_skt.pdf,pdf,0.19,Dmitri,2015,Насадия-сукта (Ригведа 10:129),D-author,medium,"Semenov, Nāsadīya Hymn from Adhyātma Perspective — author-posted own paper",override
1336,Pages from buhler-17.04.16.pdf,pdf,3.45,Marcis,2016,Список опечаток в Бюлере 1923,B,high,Bühler Leitfaden pages (2016 re-set of 1923 ed. incl. portrait); Bühler d. 1898 — underlying text PD; the 2016 typesetting layer is MG's (A-component),override
1337,замечания.pdf,pdf,0.04,Мария Устинова,2016,Список опечаток в Бюлере 1923,E,low,no rule matched — unidentified,default
1338,Buhler_Errata_01_04_16.doc,doc,0.35,Marcis,2016,Список опечаток в Бюлере 1923,A,high,MG's own Bühler errata lists,override
1339,Buhler_Errata_06_02_16.pdf,pdf,0.15,Marcis,2016,Список опечаток в Бюлере 1923,A,high,MG's own Bühler errata lists,override
1373,Опечати в Бюлере.pdf,pdf,0.16,Marcis,2015,Список опечаток в Бюлере 1923,A,high,MG's own Bühler errata lists,override
1376,Опечатки_Бюлер1923.pdf,pdf,0.1,Marcis,2015,Список опечаток в Бюлере 1923,A,high,MG's own Bühler errata lists,override
1377,Опечатки_Бюлер5.pdf,pdf,0.1,Marcis,2015,Список опечаток в Бюлере 1923,A,high,MG's own Bühler errata lists,override
1378,Опечатки_Бюлер4.pdf,pdf,0.09,Marcis,2015,Список опечаток в Бюлере 1923,A,high,MG's own Bühler errata lists,override
1379,Опечатки_Бюлер3.pdf,pdf,0.08,Marcis,2015,Список опечаток в Бюлере 1923,A,high,MG's own Bühler errata lists,override
1380,Опечатки_Бюлер.pdf,pdf,0.08,Marcis,2015,Список опечаток в Бюлере 1923,A,high,MG's own Bühler errata lists,override
1381,Опечатки_Бюлер.pdf,pdf,0.08,Marcis,2015,Список опечаток в Бюлере 1923,A,high,MG's own Bühler errata lists,override
1382,Опечатки_Бюлер.pdf,pdf,0.06,Marcis,2015,Список опечаток в Бюлере 1923,A,high,MG's own Bühler errata lists,override
1392,Нараяна упанишада.pdf,pdf,0.17,Владимир Карицкий,2015,Упанишады_13_Нараяна-упанишада,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1395,Грамматический указатель.pdf,pdf,0.04,Marcis,2015,Грамматический указатель к учебнику Бюлера,A,high,MG's own грамматический указатель к Бюлеру,override
1397,Systematisches-Inhaltsverzeichniss.pdf,pdf,0.23,Marcis,2015,Грамматический указатель к учебнику Бюлера,B,high,Bühler Leitfaden Inhaltsverzeichnis (WBG Darmstadt reprint of 1927); text PD (d. 1898); reprint layout post-1930 — serve from the 1927 original only,override
1398,Table of Contents.pdf,pdf,0.14,Marcis,2015,Грамматический указатель к учебнику Бюлера,B,medium,"Perry, A Sanskrit Primer 1913 ToC; Perry d. 1938 — 70 pma lapses 2009 — PD",override
1399,Антону тату помыслы.pdf,pdf,0.04,Marcis,2015,... и помыслы мои чисты,A,high,MG's tattoo-transliteration note,override
1409,"Транслитерция Коссовича, решение.doc",doc,0.17,Brahman,2015,Транслитерация Коссовича,D-author,medium,Brahman: транслитерация Коссовича решение — poster's own note,override
1411,"Транслитерция Коссовича, решение.pdf",pdf,0.11,Brahman,2015,Транслитерация Коссовича,D-author,medium,Brahman: транслитерация Коссовича решение — poster's own note,override
1412,Sandhi n(t)s.pdf,pdf,0.19,Serge A,2015,Сандхи носовых (тяжелые случаи),E,low,no rule matched — unidentified,default
1422,стихи.docx,docx,0.02,Trivikram das,2015,Нужна помощь с переводом,E,low,no rule matched — unidentified,default
1426,zaliznyak-konspekt-2015-11-X_bd_t.pdf,pdf,0.26,Marcis,2015,Ведийские особенности Зализняка,A,high,"MG's digitization/analysis of Zalizniak konspekt — the typeset layer is MG's; underlying text Zalizniak (d. 2017, in copyright) — do not serve without the D-third caveat on content",override
1429,Мудгала упанишада.pdf,pdf,0.27,Владимир Карицкий,2015,Упанишады_14_Мудгала упанишада_Пуруша и Нараяана сукты_приостановка цикла,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1430,Пуруша-суктам.pdf,pdf,0.33,Владимир Карицкий,2015,Упанишады_14_Мудгала упанишада_Пуруша и Нараяана сукты_приостановка цикла,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1431,knauer-27.02.pdf,pdf,3.1,Marcis,2015,невероятная многомерность грамматики Панини,A,high,MG's own Knauer edition (Bibliotheca Sanscritica III) — his re-set; base text PD (Knauer d. 1917),override
1433,Гита-бхашья 11-55.pdf,pdf,0.13,Radim Navyan,2016,Бхагавад-гита. С миру по нитке,D-author,high,"Navyan's own translations/analyses (Гита разборы, ТА сказы, ГАС)",override
1434,Чхандогья упанишада_глава 8.pdf,pdf,0.36,Владимир Карицкий,2015,Упанишады_8_Чхандогья_глава 8 и полная с 1-8,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1435,Чхандогья упанишада.pdf,pdf,1.98,Владимир Карицкий,2015,Упанишады_8_Чхандогья_глава 8 и полная с 1-8,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1438,शैलपोटेव मे कुलम्.docx,docx,0.01,Marcis,2015,Translation,A,medium,translation exercise sheet from MG's circle,override
1439,शैलपोटेव मे कुलम्.pdf,pdf,0.08,Marcis,2015,Translation,A,medium,translation exercise sheet from MG's circle,override
1440,Чхандогья упанишада_глава 2.doc,doc,0.34,Владимир Карицкий,2015,Упанишады_8_Чхандогья упанишада_глава 2,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1441,Чхандогья упанишада_глава 2.doc,doc,0.34,Владимир Карицкий,2015,Упанишады_8_Чхандогья упанишада_глава 2,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1444,devanagari.pdf,pdf,0.18,Marcis,2015,Редактрую книгу по основам санскрита. Есть два вопроса.,A,medium,devanagari basics pages — MG's editing project excerpt,override
1445,Чхандогья упанишад_глава 5.pdf,pdf,0.39,Владимир Карицкий,2015,Упанишады_8_Чхандогья_глава 5,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1446,Опечатки_5.pdf,pdf,0.05,Marcis,2015,Список опечаток в Миллер-Кнауэр 1891,A,high,Опечатки в Миллер-Кнауэр 1891 — MG's own errata lists over a PD book,override
1447,Опечатки_5.pdf,pdf,0.05,Marcis,2015,Список опечаток в Миллер-Кнауэр 1891,A,high,Опечатки в Миллер-Кнауэр 1891 — MG's own errata lists over a PD book,override
1448,Опечатки_4.pdf,pdf,0.05,Marcis,2015,Список опечаток в Миллер-Кнауэр 1891,A,high,Опечатки в Миллер-Кнауэр 1891 — MG's own errata lists over a PD book,override
1449,Опечатки_3.pdf,pdf,0.05,Marcis,2015,Список опечаток в Миллер-Кнауэр 1891,A,high,Опечатки в Миллер-Кнауэр 1891 — MG's own errata lists over a PD book,override
1450,Опечатки.pdf,pdf,0.04,Marcis,2015,Список опечаток в Миллер-Кнауэр 1891,A,high,Опечатки в Миллер-Кнауэр 1891 — MG's own errata lists over a PD book,override
1451,Опечатки.pdf,pdf,0.02,Marcis,2015,Список опечаток в Миллер-Кнауэр 1891,A,high,Опечатки в Миллер-Кнауэр 1891 — MG's own errata lists over a PD book,override
1459,Шветашватара упанишада.pdf,pdf,0.42,Владимир Карицкий,2015,Упанишады_11_Шветашватара упанишада,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1462,Ramayana 1.8.8.pdf,pdf,0.33,Mandala Pati (Владислав),2015,Застрял на очередном стихе Рамайаны.,E,low,no rule matched — unidentified,default
1463,ra-la-panini_.pdf,pdf,0.09,Serge A,2015,Лагху-сиддханта-каумуди (LSK),E,low,no rule matched — unidentified,default
1465,Брихад-аранйака упанишада_глава 5.pdf,pdf,0.3,Владимир Карицкий,2015,Упанишады_10_Брихад-араньяка упанишада_глава 5,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1466,Аитарейа упанишада.pdf,pdf,0.25,Владимир Карицкий,2015,Упанишады_9_Аитарея упанишада,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1467,Гопала-тапани упанишада.pdf,pdf,0.62,Владимир Карицкий,2015,Упанишады_12_Гопала-тапани-упанишада,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1468,Брихад-аранйака упанишада_глава 4.pdf,pdf,0.54,Владимир Карицкий,2015,Упанишады_10_Брихад-араньяка упанишада_глава 4,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1469,Sanskrit-Grammar-Tables-2004.pdf,pdf,0.52,Marcis,2015,Элементарные таблицы классического санскрита,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1471,Plan_NIR_1940.pdf,pdf,0.16,Marcis,2015,"В.И. Кальянов. Санскритская хрестоматия, 1940.",B-cand,medium,ЛГУ План НИР 1940 — Soviet institutional document 1940; RU PD status for corporate/anonymous works needs the 70y-from-publication rule confirmed,override
1472,Аштадхйайа_8.4.58-59.doc,doc,0.39,Владимир Карицкий,2015,: Определение термина anunāsika,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1473,Брихад-аранйака упанишада_10_2.pdf,pdf,0.54,Владимир Карицкий,2015,Упанишады_10_Брихад-араньяка_2,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1476,ТА 1-11 Летучий черепашонок.pdf,pdf,0.1,Radim Navyan,2015,Лёгкий санскрит. Личное мнение,D-author,high,"Navyan's own translations/analyses (Гита разборы, ТА сказы, ГАС)",override
1479,Pages from knauer-10.02.2015.pdf,pdf,0.36,Marcis,2015,Лёгкий санскрит. Личное мнение,B,high,Pages from Кнауэр Учебник (1908); Knauer d. 1917 — PD (base text); 2015 additions are MG's,override
1483,003 - ГАС-06 draft.pdf,pdf,0.11,Radim Navyan,2015,Совместные чтения. Гита-артха-санграха 6:1-9,D-author,high,"Navyan's own translations/analyses (Гита разборы, ТА сказы, ГАС)",override
1484,Брихад-аранйака упанишада_10_1.pdf,pdf,0.53,Владимир Карицкий,2015,Упанишады_10_Брихад-араньяка_глава 1,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1487,Субхашитани_.pdf,pdf,1.47,Владимир Карицкий,2015,Вопрос по поводу видов санскрита,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1488,Чхандогья упанишада_8_глава 7.pdf,pdf,0.37,Владимир Карицкий,2015,Упанишады_8_глава 7,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1490,Чхандогья упанишада_глава 4.pdf,pdf,0.35,Владимир Карицкий,2015,Упанишады_8_Чхандогья упанишада_глава 4,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1491,Чхандогья упанишада_глава 6.pdf,pdf,0.33,Владимир Карицкий,2015,Упанишады_8_Чхандогья упанишада_глава 6,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1492,zaliznyak-konspekt-09.09.pdf,pdf,0.21,Marcis,2015,Санскрит: конспект грамматических сведений. А.А. Зализняк,A,high,"MG's digitization/analysis of Zalizniak konspekt — the typeset layer is MG's; underlying text Zalizniak (d. 2017, in copyright) — do not serve without the D-third caveat on content",override
1493,Чхандогья упанишада_глава 3.pdf,pdf,0.38,Владимир Карицкий,2015,Упанишады_8_Чхандогья упанишада_глава 3,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1494,Брихад-аранйака упанишада_глава 6.pdf,pdf,0.45,Владимир Карицкий,2015,Упанишады_10_Брихад-араньяка_глава 6_и 1-6,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1495,Брихад-аранйака упанишада.pdf,pdf,1.99,Владимир Карицкий,2015,Упанишады_10_Брихад-араньяка_глава 6_и 1-6,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1496,Pages from kleon_l_rodzhersmladshii_kleon_l_rodzhersiii_novyi_lingvisti.pdf,pdf,0.16,Marcis,2015,"Шумные смычные согласные, или вопрос по фонетической терминологии",D-third,medium,"Rodgers, Новый лингв. учебник pages — in copyright",override
1498,knauer-27.02.pdf,pdf,0.32,Marcis,2015,Изящная словесность,A,high,MG's own Knauer edition (Bibliotheca Sanscritica III) — his re-set; base text PD (Knauer d. 1917),override
1499,Pages from knauer-block-march.pdf,pdf,0.1,Marcis,2015,Изящная словесность,A,high,MG's own Knauer edition (Bibliotheca Sanscritica III) — his re-set; base text PD (Knauer d. 1917),override
1500,Брихад-аранйака упанишада_Глава 3.pdf,pdf,0.49,Владимир Карицкий,2015,Упанишады_10_Брихад-араньяка_Глава 3,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1501,Чхандогья упанишад_глава 1.pdf,pdf,0.4,Владимир Карицкий,2015,Упанишады_8_Чхандогья_1,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1502,Метаязык конспекта Зализняка.pdf,pdf,0.04,Marcis,2015,Метаязык конспекта Зализняка,A,high,"MG's digitization/analysis of Zalizniak konspekt — the typeset layer is MG's; underlying text Zalizniak (d. 2017, in copyright) — do not serve without the D-third caveat on content",override
1503,Чхандогья упанишада_глава 2.pdf,pdf,0.37,Владимир Карицкий,2015,Упанишады_8_Чхандогья упанишад_глава 2_PDF,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1504,Сборник Филогическая проблематика 2014-СамГУПС.pdf,pdf,2.33,Marcis,2015,К вопросу о статусе санскрита,D-third,medium,СамГУПС сборник 2014,override
1506,Страницы из belvalkar - recention.pdf,pdf,0.29,Serge A,2015,Бхагавад-гита_745_Вопросы,D-third,high,"Belvalkar articles, ABORI/Ganganatha Jha 1943 — Belvalkar d. 1967, not yet 70 pma — in copyright",override
1507,belvalkar - a fake BG ms.pdf,pdf,0.56,Serge A,2015,Бхагавад-гита_745_Вопросы,D-third,high,"Belvalkar articles, ABORI/Ganganatha Jha 1943 — Belvalkar d. 1967, not yet 70 pma — in copyright",override
1508,belvalkar - gondal ms.pdf,pdf,0.16,Serge A,2015,Бхагавад-гита_745_Вопросы,D-third,high,"Belvalkar articles, ABORI/Ganganatha Jha 1943 — Belvalkar d. 1967, not yet 70 pma — in copyright",override
1513,Scharfs-Corrigenda.pdf,pdf,0.08,Marcis,2014,": Он-лайн курс сансрита, Рамайана, ""облако санскрита""",C-cand,medium,Scharf's own published Corrigenda page (Brown site) — publicly posted errata,override
