thread_root_id,year,thread_subject,primary_topic,list_function,message_count,author_count,reply_count,reply_density
047884,2018,Details about author and work,General scholarly discussion,general discussion,4,2,3,0.75
048187,2018,Enquiry,General scholarly discussion,general discussion,4,2,3,0.75
048436,2018,निष्किचन,General scholarly discussion,general discussion,4,2,3,0.75
048552,2018,Meaning of ghṛṣṇeśa,General scholarly discussion,philological discussion,4,2,3,0.75
048570,2018,Concerning the International Association of Sanskrit Studies,General scholarly discussion,general discussion,4,2,3,0.75
048756,2018,A query,General scholarly discussion,identification/help request,4,2,3,0.75
048867,2018,Help to convert dates,General scholarly discussion,identification/help request,4,2,3,0.75
049081,2019,kṣupnādi class of words and the word nagara,General scholarly discussion,general discussion,4,2,3,0.75
049454,2019,Vedic Sample texts with all vedic accents,Veda and ritual,general discussion,4,2,3,0.75
049924,2019,A question on Tevaram 5.92.2,General scholarly discussion,identification/help request,4,2,3,0.75
050567,2019,On-line manuscript library,Manuscripts and epigraphy,philological discussion,4,2,3,0.75
050633,2019,Easy unicode for ipad? (James Hartzell),Digital resources and tools,digital resource/tool,4,2,3,0.75
050796,2019,Identification of yantra,General scholarly discussion,identification/help request,4,2,3,0.75
051110,2019,HiranyakesiGS,General scholarly discussion,general discussion,4,2,3,0.75
051174,2019,Name of kāli in ādyākālikāstotram,General scholarly discussion,general discussion,4,2,3,0.75
051359,2019,good (colonial-period?) maps of the Tripura/Chittagong/Arakan area,General scholarly discussion,general discussion,4,2,3,0.75
052570,2020,query about publication announcement on book on buddhism,General scholarly discussion,identification/help request,4,2,3,0.75
052608,2020,UNESCO Vimalaprabhā,General scholarly discussion,general discussion,4,2,3,0.75
052782,2020,pdf request,Bibliographic requests,bibliographic request,4,2,3,0.75
052990,2020,चुचोर?,General scholarly discussion,general discussion,4,2,3,0.75
053373,2020,Mudrārākṣasa date?,General scholarly discussion,general discussion,4,2,3,0.75
053801,2020,"Appropriate meaning of the word""Vigyan""",General scholarly discussion,philological discussion,4,2,3,0.75
053968,2021,The link to the Samksepa shariraka sara sangraha authored by Acharya Madhusudan Sarasvati for free download.,Digital resources and tools,digital resource/tool,4,2,3,0.75
053995,2021,On the Date of Classical Tamil Poems,General scholarly discussion,general discussion,4,2,3,0.75
054171,2021,Upgrade of the Mailman software,List administration,list administration,4,2,3,0.75
054315,2021,On the Date of Classical Tamil Poems,General scholarly discussion,general discussion,4,2,4,1.0
054386,2021,"""Pañcar.4,8,37"" in Böhtlingk and Roth",General scholarly discussion,general discussion,4,2,3,0.75
054399,2021,Searching the Indology List Archive,General scholarly discussion,general discussion,4,2,3,0.75
055105,2021,question about Tamil,General scholarly discussion,identification/help request,4,2,3,0.75
055702,2022,Request for article PDF Stanislas Julien's Memories. I. 247-265,Bibliographic requests,bibliographic request,4,2,3,0.75
055724,2022,article request: Paul Regnaud VI,Bibliographic requests,bibliographic request,4,2,3,0.75
056025,2022,A three days life performance of Yajurveda recitation at Kantaloor Sala,Veda and ritual,general discussion,4,2,3,0.75
056134,2022,Help with verse,General scholarly discussion,identification/help request,4,2,3,0.75
056180,2022,Unpublished paper needed,Bibliographic requests,general discussion,4,2,3,0.75
056318,2022,Sadvimsa Brahmana,Veda and ritual,general discussion,4,2,3,0.75
056387,2022,Svayaṃvara,General scholarly discussion,general discussion,4,2,3,0.75
057660,2023,the word 'sesame' and the use of sesame oil,General scholarly discussion,general discussion,4,2,4,1.0
057816,2023,Request for a book,Bibliographic requests,general discussion,4,2,3,0.75
057874,2023,Sanskrit courses at SOAS open to Associate Students,General scholarly discussion,general discussion,4,2,3,0.75
058033,2023,Email address of Prof. Alexis Sanderson,General scholarly discussion,general discussion,4,2,3,0.75
058094,2023,Lesser known commentaries on the Yoga sutras of Patanjali,General scholarly discussion,general discussion,4,2,3,0.75
058143,2023,Questions Related to a Tēvāram verse,General scholarly discussion,philological discussion,4,2,3,0.75
058155,2023,Weber's edition of the Taittirīya Saṃhitā,Texts and philology,philological discussion,4,2,3,0.75
058286,2023,Why is this hymn an aṣṭakam?,General scholarly discussion,general discussion,4,2,3,0.75
058492,2023,Query about the misuse of CC-licensed articles,General scholarly discussion,identification/help request,4,2,3,0.75
058834,2024,Vedic searches,Veda and ritual,general discussion,4,2,3,0.75
059418,2024,Coomaraswamy_Yaksas_part 1,General scholarly discussion,general discussion,4,2,3,0.75
059430,2024,On-line sites for sanskrit devanagari/transliteration conversion,General scholarly discussion,general discussion,4,2,4,1.0
059640,2024,Pāṇini again,Grammar and linguistics,philological discussion,4,2,3,0.75
059880,2024,Help needed from Indologist with a Mac.,Bibliographic requests,identification/help request,4,2,3,0.75
059961,2024,Search for two articles on Yama,General scholarly discussion,general discussion,4,2,3,0.75
060522,2025,Ravi as name of the sun,General scholarly discussion,general discussion,4,2,3,0.75
060688,2025,Catalogue of Skt MSS in Cooch Behar?,Manuscripts and epigraphy,general discussion,4,2,4,1.0
061175,2025,Book search,General scholarly discussion,general discussion,4,2,3,0.75
061183,2025,Die Lehre von den Kleśas in der Yogācārabhūmi by Sung-Doo Ahn,General scholarly discussion,general discussion,4,2,3,0.75
061222,2025,Cardona 1993,General scholarly discussion,general discussion,4,2,3,0.75
061384,2025,Accented Rg-veda manuscripts with double svarita,Veda and ritual,general discussion,4,2,3,0.75
061947,2026,Seeking a pdf of Paippalādavaśādiṣaṭkarmapaddhati,Bibliographic requests,bibliographic request,4,2,3,0.75
061982,2026,Le Sacrifice dans l'Inde ancienne,General scholarly discussion,general discussion,4,2,3,0.75
000653,1993,text of Rasaratnakara,Texts and philology,philological discussion,4,1,3,0.75
010088,1997,Graha epithets,General scholarly discussion,general discussion,4,1,3,0.75
034697,2010,Semantics/India,General scholarly discussion,general discussion,4,1,3,0.75
046402,2017,Buddhist Text,Texts and philology,philological discussion,4,1,3,0.75
052623,2020,Grammar notes for beginners,Grammar and linguistics,philological discussion,4,1,3,0.75
056327,2022,Śivapurāṇa editions,General scholarly discussion,general discussion,4,1,3,0.75
060339,2025,Indian Journal of History of Science back issues,History and culture,general discussion,4,1,3,0.75
000041,1991,Machine readable text of Buddhacarita,Texts and philology,philological discussion,3,3,2,0.6667
000089,1991,tamil,General scholarly discussion,general discussion,3,3,2,0.6667
000096,1991,mailing list,General scholarly discussion,general discussion,3,3,2,0.6667
000118,1991,Indian library addresses,General scholarly discussion,general discussion,3,3,2,0.6667
000136,1991,Gary Tubb's whereabouts,General scholarly discussion,general discussion,3,3,2,0.6667
000176,1992,Seeking addresses,Bibliographic requests,debate/controversy,3,3,1,0.3333
000200,1992,help on Mahabharata passage,Texts and philology,identification/help request,3,3,2,0.6667
000218,1992,responses about PostScript Indic fonts,General scholarly discussion,general discussion,3,3,2,0.6667
000236,1992,DIACRITICS FOR WP AND LASER,General scholarly discussion,general discussion,3,3,2,0.6667
000276,1992,Whereabouts of M. Christopher Byrski,Bibliographic requests,general discussion,3,3,2,0.6667
000315,1992,Ayurveda in the US,History and culture,general discussion,3,3,2,0.6667
000323,1992,Harivamsa Translation,Texts and philology,philological discussion,3,3,2,0.6667
000337,1992,aplologies for irrelevant email,General scholarly discussion,general discussion,3,3,1,0.3333
000341,1992,"Sanskrit Studies Position, U. of Chicago",Announcements and events,job/position,3,3,2,0.6667
000353,1992,Re indology,General scholarly discussion,general discussion,3,3,2,0.6667
000394,1993,english transliteration using TeX,Digital resources and tools,digital resource/tool,3,3,2,0.6667
000397,1993,english transliteration using TeX,Veda and ritual,general discussion,3,3,2,0.6667
000415,1993,Help on books?,General scholarly discussion,general discussion,3,3,2,0.6667
000439,1993,Krishnamurti festschrift,General scholarly discussion,general discussion,3,3,2,0.6667
000472,1993,Phyllis Granoff,General scholarly discussion,general discussion,3,3,2,0.6667
000487,1993,Bahuvrihi Compounds,General scholarly discussion,general discussion,3,3,2,0.6667
000538,1993,Sanskrit and Unicode character encoding,Digital resources and tools,digital resource/tool,3,3,2,0.6667
000539,1993,Sanskrit etexts,General scholarly discussion,general discussion,3,3,1,0.3333
000551,1993,ManjushreeCSX font for Romanized Sanskrit on Windows 3.1.,Digital resources and tools,digital resource/tool,3,3,1,0.3333
000562,1993,Origin of the word 'Hindu',General scholarly discussion,general discussion,3,3,2,0.6667
000615,1993,Vegie Burger,General scholarly discussion,general discussion,3,3,2,0.6667
000621,1993,PATANJALI TRANSLATIONS,General scholarly discussion,general discussion,3,3,2,0.6667
000628,1993,History of Indian food,History and culture,general discussion,3,3,1,0.3333
000677,1993,collectives,General scholarly discussion,general discussion,3,3,2,0.6667
000721,1993,ONAAMAASIIDHAM,General scholarly discussion,general discussion,3,3,2,0.6667
000736,1993,Aryabhata,General scholarly discussion,general discussion,3,3,2,0.6667
000743,1993,Om namah siddham,Veda and ritual,general discussion,3,3,1,0.3333
000822,1993,Oriya fonts,General scholarly discussion,general discussion,3,3,2,0.6667
000845,1994,Bhartrhari conference volume,Announcements and events,announcement/event,3,3,2,0.6667
000854,1994,Sanskrit transliteration font for the Mac.?,Digital resources and tools,digital resource/tool,3,3,2,0.6667
000879,1994,Tejodhatu,General scholarly discussion,general discussion,3,3,2,0.6667
000893,1994,R. Salomon's address,General scholarly discussion,general discussion,3,3,1,0.3333
000899,1994,South Asia Internet lists,History and culture,general discussion,3,3,2,0.6667
000931,1994,TT Font designer,Digital resources and tools,digital resource/tool,3,3,2,0.6667
000936,1994,Devanagari Fonts?,General scholarly discussion,general discussion,3,3,2,0.6667
000954,1994,Machine-readable Skt Mahaabhaarata,General scholarly discussion,general discussion,3,3,2,0.6667
000959,1994,Unreversible Transliteration,Digital resources and tools,digital resource/tool,3,3,2,0.6667
001001,1994,Quwalli Music and Ghazals (fwd),General scholarly discussion,general discussion,3,3,2,0.6667
001014,1994,Death & Dying in Advaita Vedanta,General scholarly discussion,general discussion,3,3,2,0.6667
001071,1994,Developments or work in Indian Languages(Hindi) area,General scholarly discussion,general discussion,3,3,2,0.6667
001123,1994,Mandukya Upanisad and Commentary,Veda and ritual,philological discussion,3,3,2,0.6667
001125,1994,Mandukya Upanisad and Commentary,General scholarly discussion,general discussion,3,3,2,0.6667
001148,1994,Tantric Sources,General scholarly discussion,general discussion,3,3,2,0.6667
001155,1994,books on homosexuality in India,History and culture,general discussion,3,3,2,0.6667
001211,1994,information,General scholarly discussion,general discussion,3,3,2,0.6667
001230,1994,Def/resources on word LAKHU,General scholarly discussion,general discussion,3,3,2,0.6667
001330,1994,Aryans and the Indian homeland,General scholarly discussion,general discussion,3,3,2,0.6667
001381,1994,Sanskrit,General scholarly discussion,general discussion,3,3,2,0.6667
001402,1994,Dr. D. Shulman,General scholarly discussion,general discussion,3,3,1,0.3333
001432,1994,Sanskrit to be an elective subject in schools,General scholarly discussion,general discussion,3,3,2,0.6667
001465,1994,NIDHIS,General scholarly discussion,general discussion,3,3,2,0.6667
001486,1994,The laryngeal theory,General scholarly discussion,general discussion,3,3,2,0.6667
001510,1994,Political postings,General scholarly discussion,general discussion,3,3,2,0.6667
001550,1994,Political dimension,General scholarly discussion,general discussion,3,3,2,0.6667
001587,1994,The incredible Professor Tokunaga,General scholarly discussion,general discussion,3,3,1,0.3333
001643,1994,virus warning,General scholarly discussion,general discussion,3,3,2,0.6667
001734,1995,Personal Papers of F. Max Muller,History and culture,general discussion,3,3,2,0.6667
001735,1995,True Type Punjabi Fonts,General scholarly discussion,general discussion,3,3,2,0.6667
001768,1995,K.L. Janert,General scholarly discussion,general discussion,3,3,2,0.6667
001818,1995,Yano' program,General scholarly discussion,general discussion,3,3,2,0.6667
001878,1995,Help with a word,General scholarly discussion,identification/help request,3,3,2,0.6667
001890,1995,Kanal,General scholarly discussion,general discussion,3,3,2,0.6667
001965,1995,saMsAra = Reincarnation?,General scholarly discussion,general discussion,3,3,2,0.6667
001977,1995,"QUERY: The Vedic rishi, Shandilya.",Veda and ritual,identification/help request,3,3,2,0.6667
002031,1995,request for information on your service,Bibliographic requests,general discussion,3,3,2,0.6667
002042,1995,"Logistic support from Madras, India to indology members",General scholarly discussion,general discussion,3,3,2,0.6667
002082,1995,Semantic clustering technique in South Asian dictionary,Digital resources and tools,general discussion,3,3,2,0.6667
002156,1995,Sanskrit/Indology post (temporary),General scholarly discussion,general discussion,3,3,2,0.6667
002286,1995,Diacritic fonts & WordPerfect drivers,General scholarly discussion,general discussion,3,3,2,0.6667
002294,1995,Hanuman Jayanti,General scholarly discussion,general discussion,3,3,2,0.6667
002323,1995,Ravigupta,Bibliographic requests,general discussion,3,3,2,0.6667
002332,1995,Madison Conf. Announcement & CFP,General scholarly discussion,general discussion,3,3,1,0.3333
002373,1995,Worldreligions compared (;-),General scholarly discussion,general discussion,3,3,2,0.6667
002389,1995,Scanrom Sanskrit Font,Digital resources and tools,digital resource/tool,3,3,2,0.6667
002427,1995,Memories,General scholarly discussion,general discussion,3,3,2,0.6667
002435,1995,"Dates: Prabhaakara, Kumaarila, Dharmakiirti",General scholarly discussion,general discussion,3,3,2,0.6667
002447,1995,Yogavasistha,General scholarly discussion,general discussion,3,3,2,0.6667
002470,1995,Thirukkural on-line,General scholarly discussion,general discussion,3,3,2,0.6667
002476,1995,Thirukkural on-line,General scholarly discussion,general discussion,3,3,2,0.6667
002492,1995,stupa rituals,General scholarly discussion,general discussion,3,3,2,0.6667
002498,1995,Mahabharata shloka,General scholarly discussion,general discussion,3,3,1,0.3333
002547,1995,Wilson's 1855 work: reprints,General scholarly discussion,general discussion,3,3,2,0.6667
002585,1995,Indus_Sarasvati Civilization,General scholarly discussion,general discussion,3,3,1,0.3333
002588,1995,"a name for a baby girl meaning ""free spirit""",General scholarly discussion,general discussion,3,3,2,0.6667
002594,1995,Indus_Sarasvati Civilization,General scholarly discussion,general discussion,3,3,2,0.6667
002603,1995,Tibetan TeX,General scholarly discussion,general discussion,3,3,2,0.6667
002606,1995,Temple Destruction in Tamil Nadu (fwd),General scholarly discussion,general discussion,3,3,2,0.6667
002634,1995,Location of two texts,General scholarly discussion,general discussion,3,3,2,0.6667
002683,1995,COMMERCIAL EDS & CRITICAL EDS,General scholarly discussion,general discussion,3,3,1,0.3333
002755,1995,Vedanta,General scholarly discussion,general discussion,3,3,2,0.6667
002804,1995,Heesterman's 'axial-breakthrough',General scholarly discussion,general discussion,3,3,2,0.6667
002809,1995,An unsolicited inquiry.,General scholarly discussion,general discussion,3,3,2,0.6667
002810,1995,Compact Monier Williams,General scholarly discussion,general discussion,3,3,2,0.6667
002883,1995,Web page again: new URL,General scholarly discussion,general discussion,3,3,2,0.6667
003033,1995,BRAHMAN AND BRAHMIN,General scholarly discussion,general discussion,3,3,1,0.3333
003059,1995,Poverty -Reply,General scholarly discussion,general discussion,3,3,1,0.3333
003126,1995,Learning Bengali,General scholarly discussion,general discussion,3,3,2,0.6667
003137,1995,need some addresses,General scholarly discussion,general discussion,3,3,2,0.6667
003147,1995,info on Indo-Iranian Journal ?,General scholarly discussion,general discussion,3,3,2,0.6667
003160,1995,Memory and IndiaWorld Headlines,General scholarly discussion,general discussion,3,3,2,0.6667
003209,1995,SOFTWARE FOR DEVANAGARI AND ROMANIZED SANSKRIT,Digital resources and tools,digital resource/tool,3,3,1,0.3333
003351,1995,No subject,General scholarly discussion,general discussion,3,3,2,0.6667
003416,1995,Is CSX the best solution?,General scholarly discussion,general discussion,3,3,2,0.6667
003465,1995,Email address and Rotary/Richter Scholars,General scholarly discussion,general discussion,3,3,1,0.3333
003494,1995,Gotras and the Vedas.,History and culture,general discussion,3,3,2,0.6667
003531,1995,Gold,General scholarly discussion,general discussion,3,3,2,0.6667
003536,1995,gold again,General scholarly discussion,general discussion,3,3,1,0.3333
003577,1995,Hindu numerals and zero,General scholarly discussion,general discussion,3,3,2,0.6667
003627,1995,Sanskrit grammars,Manuscripts and epigraphy,general discussion,3,3,2,0.6667
003655,1995,Anyone know Abtala Jurain ?,General scholarly discussion,general discussion,3,3,1,0.3333
003707,1995,sanskrit conferences (RENOU conference),Announcements and events,general discussion,3,3,2,0.6667
003770,1995,"Playing the ""PC"" Card",General scholarly discussion,general discussion,3,3,2,0.6667
003903,1996,Addresses,General scholarly discussion,general discussion,3,3,1,0.3333
003910,1996,Bengal Studies Conference,Announcements and events,announcement/event,3,3,2,0.6667
003950,1996,mailing-lists,General scholarly discussion,general discussion,3,3,1,0.3333
003960,1996,collyrium stick// Guru Gita vs. 34,Texts and philology,general discussion,3,3,1,0.3333
004010,1996,Sandhi-conventions for critical editions,General scholarly discussion,identification/help request,3,3,2,0.6667
004084,1996,Sogdian Buddhists,General scholarly discussion,general discussion,3,3,2,0.6667
004143,1996,WHOSE VEDA? - Bhaashya,Veda and ritual,general discussion,3,3,2,0.6667
004147,1996,Khajuraho,General scholarly discussion,general discussion,3,3,2,0.6667
004183,1996,Holi literature,General scholarly discussion,general discussion,3,3,2,0.6667
004190,1996,Ordering Sanskrit MS microfilms via INDOLOGY web page,Manuscripts and epigraphy,general discussion,3,3,2,0.6667
004219,1996,urdu wordprocessing system,General scholarly discussion,general discussion,3,3,2,0.6667
004262,1996,jnaneshvar conference,Announcements and events,announcement/event,3,3,2,0.6667
004294,1996,Khajuraho,General scholarly discussion,general discussion,3,3,2,0.6667
004349,1996,"Indology list ,Hinduja",General scholarly discussion,general discussion,3,3,2,0.6667
004417,1996,Changes in INDOLOGY??,General scholarly discussion,general discussion,3,3,2,0.6667
004418,1996,Vaikhanasa/at Lahore,General scholarly discussion,general discussion,3,3,2,0.6667
004453,1996,Reconstructing South Indian History,General scholarly discussion,general discussion,3,3,2,0.6667
004475,1996,Suggestion on what computer to buy,General scholarly discussion,digital resource/tool,3,3,2,0.6667
004512,1996,Rig Veda Concordance,Veda and ritual,general discussion,3,3,2,0.6667
004546,1996,hAla's _gAthA saptas'ati_,General scholarly discussion,general discussion,3,3,2,0.6667
004616,1996,brahmodyas,General scholarly discussion,general discussion,3,3,2,0.6667
004658,1996,your TIME posting,General scholarly discussion,general discussion,3,3,2,0.6667
004733,1996,e-text of ManusmRti,Digital resources and tools,digital resource/tool,3,3,2,0.6667
004768,1996,Jyotishii Query,General scholarly discussion,general discussion,3,3,2,0.6667
004830,1996,Traditional Indian Architecture,General scholarly discussion,general discussion,3,3,2,0.6667
004838,1996,SOS,General scholarly discussion,general discussion,3,3,1,0.3333
004857,1996,R: Arunagirinathar,General scholarly discussion,general discussion,3,3,1,0.3333
004893,1996,Nepal/Himalayan Conf May 10,General scholarly discussion,general discussion,3,3,2,0.6667
004903,1996,Wikner PK files,General scholarly discussion,general discussion,3,3,2,0.6667
004924,1996,Gymnosophists etc.,General scholarly discussion,general discussion,3,3,2,0.6667
004951,1996,"Appeal font users, please ...",General scholarly discussion,general discussion,3,3,1,0.3333
005054,1996,Address of Alan Wallace?,Buddhism and Jainism,general discussion,3,3,2,0.6667
005091,1996,Dating,General scholarly discussion,general discussion,3,3,2,0.6667
005120,1996,"jyoti.h'saastra - what is ""catarchic""?",General scholarly discussion,general discussion,3,3,2,0.6667
005172,1996,Pali Canon CD-ROM/ Dhammakaya announcement,General scholarly discussion,general discussion,3,3,2,0.6667
005204,1996,índrAkutsA,General scholarly discussion,general discussion,3,3,2,0.6667
005210,1996,MJ,General scholarly discussion,general discussion,3,3,1,0.3333
005223,1996,Jivan Institute,General scholarly discussion,general discussion,3,3,1,0.3333
005238,1996,Sanskrit characters for Wikner font,Digital resources and tools,digital resource/tool,3,3,2,0.6667
005243,1996,etymologies & MJ,General scholarly discussion,general discussion,3,3,1,0.3333
005247,1996,Sanskrit characters for Wikner font,General scholarly discussion,general discussion,3,3,1,0.3333
005267,1996,Wikner font responses,General scholarly discussion,digital resource/tool,3,3,1,0.3333
005272,1996,forehead marks,General scholarly discussion,general discussion,3,3,2,0.6667
005284,1996,forehead marks (humor),General scholarly discussion,general discussion,3,3,2,0.6667
005315,1996,Abstracts on INDOLOGY,General scholarly discussion,general discussion,3,3,1,0.3333
005334,1996,chole ke piche,General scholarly discussion,general discussion,3,3,1,0.3333
005347,1996,Karl Potter's address,General scholarly discussion,general discussion,3,3,2,0.6667
005359,1996,Request for reference and correct meaning!,General scholarly discussion,bibliographic request,3,3,2,0.6667
005389,1996,IJHS Manuscript Review Panel,Manuscripts and epigraphy,philological discussion,3,3,2,0.6667
005487,1996,inquiry on old indologists (fwd),General scholarly discussion,general discussion,3,3,2,0.6667
005514,1996,how to reference list discussions,Bibliographic requests,bibliographic request,3,3,2,0.6667
005515,1996,"""old indologists""",General scholarly discussion,general discussion,3,3,2,0.6667
005526,1996,director general of ASI,General scholarly discussion,general discussion,3,3,2,0.6667
005552,1996,S.Asia Position Announcements,Announcements and events,announcement/event,3,3,2,0.6667
005595,1996,bhagavadgita in Russian,General scholarly discussion,general discussion,3,3,2,0.6667
005642,1996,typing Sanskrit,General scholarly discussion,general discussion,3,3,2,0.6667
005832,1996,H-ASIA: Kenneth W. Jones,General scholarly discussion,general discussion,3,3,2,0.6667
005851,1996,Vikram Seth - some problems,General scholarly discussion,general discussion,3,3,2,0.6667
005865,1996,Matilal conference in Indian Philosophy,Bibliographic requests,general discussion,3,3,2,0.6667
005903,1996,Baring the right shoulder,General scholarly discussion,general discussion,3,3,2,0.6667
005918,1996,Upanishads and their Vedas.,General scholarly discussion,general discussion,3,3,2,0.6667
005924,1996,baring the right shoulder,General scholarly discussion,general discussion,3,3,1,0.3333
005937,1996,vinigraha,General scholarly discussion,general discussion,3,3,2,0.6667
005949,1996,Fax number?,General scholarly discussion,general discussion,3,3,2,0.6667
005977,1996,Book Request,General scholarly discussion,general discussion,3,3,2,0.6667
006004,1996,Copyright,General scholarly discussion,general discussion,3,3,2,0.6667
006039,1996,Vikram Seth - some more problems,General scholarly discussion,general discussion,3,3,1,0.3333
006069,1996,INDOLOGY digest 552,General scholarly discussion,general discussion,3,3,2,0.6667
006081,1996,"Req: ""dirty"" words in Sanskrit",General scholarly discussion,general discussion,3,3,2,0.6667
006090,1996,How to reach . . .,Bibliographic requests,general discussion,3,3,1,0.3333
006115,1996,Pali,Buddhism and Jainism,general discussion,3,3,2,0.6667
006127,1996,no chair of Sanskrit in London,General scholarly discussion,general discussion,3,3,2,0.6667
006132,1996,no chair of Sanskrit in London,General scholarly discussion,general discussion,3,3,2,0.6667
006144,1996,yabh ity aadi,General scholarly discussion,general discussion,3,3,2,0.6667
006223,1996,Info Request,General scholarly discussion,general discussion,3,3,1,0.3333
006249,1996,Janaka's vision of himself as a beggar,General scholarly discussion,general discussion,3,3,2,0.6667
006255,1996,"a plea for Usenet, longish (was Re: Diffusion of Sanskrit)",General scholarly discussion,general discussion,3,3,2,0.6667
006319,1996,Indigo Trade in India,General scholarly discussion,general discussion,3,3,1,0.3333
006370,1996,Proto-Siva,Announcements and events,announcement/event,3,3,2,0.6667
006418,1996,Saiva Siddhanta,General scholarly discussion,general discussion,3,3,1,0.3333
006449,1996,request for info.,General scholarly discussion,general discussion,3,3,2,0.6667
006451,1996,"""Out of India""",History and culture,general discussion,3,3,2,0.6667
006473,1996,Q: Norman fonts,General scholarly discussion,general discussion,3,3,2,0.6667
006475,1996,Folk Tale Query,General scholarly discussion,general discussion,3,3,2,0.6667
006531,1996,New Message (aryan invasion),General scholarly discussion,general discussion,3,3,2,0.6667
006568,1996,New Message (aryan invasion),General scholarly discussion,general discussion,3,3,1,0.3333
006592,1996,Maisonneuve,General scholarly discussion,general discussion,3,3,2,0.6667
006619,1996,"FINAL CIRCULAR - Xth World Sanskrit Conference, Bangalore",Announcements and events,announcement/event,3,3,2,0.6667
006708,1997,Q: Sanskrit-English dictionary,General scholarly discussion,digital resource/tool,3,3,1,0.3333
006753,1997,Creation of Durga,General scholarly discussion,general discussion,3,3,2,0.6667
006775,1997,Shabara Bhasyam edition,General scholarly discussion,general discussion,3,3,2,0.6667
006828,1997,Amrtam,General scholarly discussion,general discussion,3,3,1,0.3333
006841,1997,Font problems under Word7,Digital resources and tools,general discussion,3,3,2,0.6667
006891,1997,beef eating in the Veda,Veda and ritual,general discussion,3,3,2,0.6667
006902,1997,beef eating in the Veda,General scholarly discussion,general discussion,3,3,1,0.3333
006932,1997,beef eating in the Veda,General scholarly discussion,general discussion,3,3,2,0.6667
006954,1997,Accent notation in Tait. Up.,Digital resources and tools,identification/help request,3,3,2,0.6667
006956,1997,Apple Released Indian Language Kit,General scholarly discussion,general discussion,3,3,2,0.6667
006974,1997,Address of Prof. Helmust Nespital,General scholarly discussion,general discussion,3,3,2,0.6667
006992,1997,Bhavanakrama of Kamalasila,General scholarly discussion,general discussion,3,3,1,0.3333
006997,1997,German Indology,General scholarly discussion,general discussion,3,3,2,0.6667
007008,1997,Bhavanakrama of Kamalasila,General scholarly discussion,general discussion,3,3,2,0.6667
007044,1997,A Sanskrit text on burglary?,General scholarly discussion,general discussion,3,3,2,0.6667
007066,1997,Raja Rao Symposium,General scholarly discussion,general discussion,3,3,2,0.6667
007132,1997,Public domain vs. copyright,General scholarly discussion,general discussion,3,3,1,0.3333
007157,1997,work ethic,General scholarly discussion,general discussion,3,3,2,0.6667
007171,1997,South Asian genealogies,General scholarly discussion,general discussion,3,3,1,0.3333
007192,1997,decipering a colophon,General scholarly discussion,general discussion,3,3,2,0.6667
007203,1997,Indian Express Publications,General scholarly discussion,general discussion,3,3,1,0.3333
007254,1997,Sarasvati river and spelling mistake,General scholarly discussion,general discussion,3,3,2,0.6667
007320,1997,Questions on the name kApya/kApeya in upaniSads,General scholarly discussion,general discussion,3,3,2,0.6667
007334,1997,pranava in the samhitas.,General scholarly discussion,general discussion,3,3,2,0.6667
007375,1997,Rites without meaning,General scholarly discussion,philological discussion,3,3,2,0.6667
007381,1997,e-mail adress search,General scholarly discussion,general discussion,3,3,2,0.6667
007397,1997,Sanskrit and Pali Software (fwd),General scholarly discussion,general discussion,3,3,2,0.6667
007416,1997,european musical instruments in India,General scholarly discussion,general discussion,3,3,2,0.6667
007468,1997,Middle Marvari word,General scholarly discussion,general discussion,3,3,2,0.6667
007484,1997,churki,General scholarly discussion,general discussion,3,3,2,0.6667
007506,1997,Danielou,General scholarly discussion,general discussion,3,3,1,0.3333
007538,1997,home page,General scholarly discussion,general discussion,3,3,2,0.6667
007542,1997,Danielou and Tamil Musicology,General scholarly discussion,general discussion,3,3,2,0.6667
007601,1997,Looking for commercial dictionary,General scholarly discussion,general discussion,3,3,2,0.6667
007642,1997,Madhavendra Puri,General scholarly discussion,general discussion,3,3,2,0.6667
007668,1997,"new language, new soul (was Re: Tamil Conference, UC, Berkeley)",Announcements and events,announcement/event,3,3,1,0.3333
007745,1997,"Rig Veda, ta'ntra, nUl, and sUtra",General scholarly discussion,general discussion,3,3,2,0.6667
007801,1997,"Attitudes to Hindi, Tamil-- and ENGLISH",General scholarly discussion,general discussion,3,3,2,0.6667
007808,1997,"Re Manava Dharma Sastra, original devanagari",General scholarly discussion,general discussion,3,3,1,0.3333
007824,1997,Himalaya,History and culture,general discussion,3,3,1,0.3333
007829,1997,Himalaya,General scholarly discussion,general discussion,3,3,2,0.6667
007917,1997,Himalaya,General scholarly discussion,general discussion,3,3,1,0.3333
008057,1997,Saivism,General scholarly discussion,general discussion,3,3,2,0.6667
008079,1997,Thoughts on Sanskritization,General scholarly discussion,general discussion,3,3,1,0.3333
008137,1997,IASWR address?,General scholarly discussion,general discussion,3,3,1,0.3333
008265,1997,Internet access to the British Library Catalogue,General scholarly discussion,general discussion,3,3,1,0.3333
008267,1997,Internet access to the British Library Catalogue,Manuscripts and epigraphy,general discussion,3,3,2,0.6667
008346,1997,Science and beliefs (was: the gods),General scholarly discussion,general discussion,3,3,2,0.6667
008360,1997,Yogavasistha,General scholarly discussion,general discussion,3,3,1,0.3333
008361,1997,experiences with d.k.agencies,General scholarly discussion,general discussion,3,3,2,0.6667
