archive_id,message_id,thread_root_id,date,year,month,archive_url,normalized_author,clean_subject,primary_topic,list_function,rule_id,renou_axis,renou_code,renou_label,renou_covers,matched_term,confidence,evidence,source_url
003827,<161227022099.23782.16270496495067087706.generated@prod2.harmonylists.io>,003777,1995-12-13 03:05:00+00:00,1995,12,https://list.indology.info/pipermail/indology/1995-December/003827.html,Anand Venkt Raman,Jain religion in a scientific perspective,Buddhism and Jainism,general discussion,register_jaina,register,jaina,Jaina,Jaina,Jain,subject_pattern,subject matched `Jain` using `register_jaina`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003820,<161227022111.23782.6834273119278093607.generated@prod2.harmonylists.io>,003777,1995-12-13 04:22:46+00:00,1995,12,https://list.indology.info/pipermail/indology/1995-December/003820.html,soumitra at ix.netcom.com,Jain religion in a scientific perspective,Buddhism and Jainism,general discussion,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Jain,subject_pattern,subject matched `Jain` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003820,<161227022111.23782.6834273119278093607.generated@prod2.harmonylists.io>,003777,1995-12-13 04:22:46+00:00,1995,12,https://list.indology.info/pipermail/indology/1995-December/003820.html,soumitra at ix.netcom.com,Jain religion in a scientific perspective,Buddhism and Jainism,general discussion,register_jaina,register,jaina,Jaina,Jaina,Jain,subject_pattern,subject matched `Jain` using `register_jaina`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003843,<161227022158.23782.12841693668559152075.generated@prod2.harmonylists.io>,003843,1995-12-15 15:16:48+00:00,1995,12,https://list.indology.info/pipermail/indology/1995-December/003843.html,Allen Thrasher,home for pd Pali Canon?,Buddhism and Jainism,general discussion,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Pali,subject_pattern,subject matched `Pali` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003844,<161227022154.23782.2209522866220284062.generated@prod2.harmonylists.io>,003844,1995-12-15 10:59:54+00:00,1995,12,https://list.indology.info/pipermail/indology/1995-December/003844.html,Allen Thrasher,home for pd Pali Canon?,Buddhism and Jainism,general discussion,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Pali,subject_pattern,subject matched `Pali` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003851,<161227022165.23782.8557702628973582018.generated@prod2.harmonylists.io>,003851,1995-12-15 19:36:10+00:00,1995,12,https://list.indology.info/pipermail/indology/1995-December/003851.html,HP at soas.ac.uk,home for pd Pali Canon?,Buddhism and Jainism,general discussion,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Pali,subject_pattern,subject matched `Pali` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003853,<161227022173.23782.770518569286088516.generated@prod2.harmonylists.io>,003844,1995-12-17 00:41:53+00:00,1995,12,https://list.indology.info/pipermail/indology/1995-December/003853.html,d.wujastyk at ucl.ac.uk,home for pd Pali Canon?,Buddhism and Jainism,general discussion,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Pali,subject_pattern,subject matched `Pali` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003855,<161227022178.23782.4236419885876616659.generated@prod2.harmonylists.io>,003844,1995-12-17 10:46:38+00:00,1995,12,https://list.indology.info/pipermail/indology/1995-December/003855.html,mhcrxlc at dir.mcc.ac.uk,home for pd Pali Canon?,Buddhism and Jainism,general discussion,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Pali,subject_pattern,subject matched `Pali` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003859,<161227022186.23782.3959366896311641904.generated@prod2.harmonylists.io>,003848,1995-12-18 03:32:26+00:00,1995,12,https://list.indology.info/pipermail/indology/1995-December/003859.html,Jamie HUBBARD,help with Rg Veda quote?,Veda and ritual,identification/help request,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003879,<161227022226.23782.6354587700675778470.generated@prod2.harmonylists.io>,003879,1995-12-29 15:49:48+00:00,1995,12,https://list.indology.info/pipermail/indology/1995-December/003879.html,witzel at HUSC3.HARVARD.EDU,"E. Journal of Vedic Studies 1,4 (Dec.95)",Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Vedic,subject_pattern,subject matched `Vedic` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003894,<161227022263.23782.15846889732078178574.generated@prod2.harmonylists.io>,003894,1996-01-04 04:16:03+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003894.html,EJVS - IJTS,Alla Upanisad?,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Upanisad,subject_pattern,subject matched `Upanisad` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003894,<161227022263.23782.15846889732078178574.generated@prod2.harmonylists.io>,003894,1996-01-04 04:16:03+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003894.html,EJVS - IJTS,Alla Upanisad?,Veda and ritual,general discussion,register_upanisad,register,upanisad,Upaniṣad,Upaniṣad,Upanisad,subject_pattern,subject matched `Upanisad` using `register_upanisad`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003925,<161227022326.23782.5015805113409178475.generated@prod2.harmonylists.io>,003925,1996-01-15 20:27:18+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003925.html,Amardeep Salgia,Jain religion in a scientific perspective (fwd),Buddhism and Jainism,general discussion,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Jain,subject_pattern,subject matched `Jain` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003925,<161227022326.23782.5015805113409178475.generated@prod2.harmonylists.io>,003925,1996-01-15 20:27:18+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003925.html,Amardeep Salgia,Jain religion in a scientific perspective (fwd),Buddhism and Jainism,general discussion,register_jaina,register,jaina,Jaina,Jaina,Jain,subject_pattern,subject matched `Jain` using `register_jaina`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003934,<161227022343.23782.3660370809156018356.generated@prod2.harmonylists.io>,003934,1996-01-19 20:44:57+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003934.html,mail07464 at pop.net,Update on home for the Pali Canon,Buddhism and Jainism,general discussion,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Pali,subject_pattern,subject matched `Pali` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003946,<161227022371.23782.15878207119894244931.generated@prod2.harmonylists.io>,003946,1996-01-24 18:16:28+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003946.html,mrabe at artic.edu,How to subscribe to vyakarana list,Grammar and linguistics,philological discussion,state_II,state,II,Pāṇinian,the classical norm and grammarians' Sanskrit,vyakarana,subject_pattern,subject matched `vyakarana` using `state_II`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003946,<161227022371.23782.15878207119894244931.generated@prod2.harmonylists.io>,003946,1996-01-24 18:16:28+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003946.html,mrabe at artic.edu,How to subscribe to vyakarana list,Grammar and linguistics,philological discussion,register_vyakarana,register,vyakarana,Vyākaraṇa,Vyākaraṇa,vyakarana,subject_pattern,subject matched `vyakarana` using `register_vyakarana`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003951,<161227022373.23782.14623325724900461221.generated@prod2.harmonylists.io>,003948,1996-01-24 20:03:20+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003951.html,John Gardner,How to subscribe to vyakarana list,Grammar and linguistics,philological discussion,state_II,state,II,Pāṇinian,the classical norm and grammarians' Sanskrit,vyakarana,subject_pattern,subject matched `vyakarana` using `state_II`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003951,<161227022373.23782.14623325724900461221.generated@prod2.harmonylists.io>,003948,1996-01-24 20:03:20+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003951.html,John Gardner,How to subscribe to vyakarana list,Grammar and linguistics,philological discussion,register_vyakarana,register,vyakarana,Vyākaraṇa,Vyākaraṇa,vyakarana,subject_pattern,subject matched `vyakarana` using `register_vyakarana`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003954,<161227022391.23782.3361157592104374957.generated@prod2.harmonylists.io>,003954,1996-01-25 16:41:27+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003954.html,Lance Nelson,collyrium stick// Guru Gita vs. 34,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003955,<161227022403.23782.13986099327320168370.generated@prod2.harmonylists.io>,003955,1996-01-26 03:26:24+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003955.html,Kamal Adhikary,collyrium stick// Guru Gita vs. 34,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003960,<161227022398.23782.14866256290938606183.generated@prod2.harmonylists.io>,003960,1996-01-25 22:44:44+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003960.html,gor05,collyrium stick// Guru Gita vs. 34,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003966,<161227022396.23782.13954040976193398156.generated@prod2.harmonylists.io>,003956,1996-01-25 21:57:39+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003966.html,Raymond Crawford,collyrium stick// Guru Gita vs. 34,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003958,<161227022405.23782.14839919497270967856.generated@prod2.harmonylists.io>,003956,1996-01-26 06:29:09+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003958.html,Narayan S. Raja,collyrium stick// Guru Gita vs. 34,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003965,<161227022400.23782.17930479964844797907.generated@prod2.harmonylists.io>,003956,1996-01-26 00:50:09+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003965.html,John Gardner,collyrium stick// Guru Gita vs. 34,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003967,<161227022407.23782.10530188221313729228.generated@prod2.harmonylists.io>,003967,1996-01-26 14:24:10+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003967.html,unknown at example.com,"Collyrium, Guru Gita verse",Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003967,<161227022407.23782.10530188221313729228.generated@prod2.harmonylists.io>,003967,1996-01-26 14:24:10+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003967.html,unknown at example.com,"Collyrium, Guru Gita verse",Texts and philology,philological discussion,register_kavya,register,kavya,Kāvya,Kāvya,verse,subject_pattern,subject matched `verse` using `register_kavya`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003971,<161227022418.23782.10204257966829778348.generated@prod2.harmonylists.io>,003956,1996-01-26 17:52:04+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003971.html,Dominik Wujastyk,collyrium stick// Guru Gita vs. 34,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003968,<161227022409.23782.18278720715494384273.generated@prod2.harmonylists.io>,003956,1996-01-26 15:29:25+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003968.html,Bridgman at aol.com,collyrium stick// Guru Gita vs. 34,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003972,<161227022424.23782.8254829760480124308.generated@prod2.harmonylists.io>,003972,1996-01-27 01:22:51+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003972.html,girish at sisna.com,Ramayana's Uttarkand,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Ramayana,subject_pattern,subject matched `Ramayana` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003972,<161227022424.23782.8254829760480124308.generated@prod2.harmonylists.io>,003972,1996-01-27 01:22:51+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003972.html,girish at sisna.com,Ramayana's Uttarkand,Texts and philology,general discussion,register_epic,register,epic,Epic,Epic,Ramayana,subject_pattern,subject matched `Ramayana` using `register_epic`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003974,<161227022426.23782.33783063583247586.generated@prod2.harmonylists.io>,003974,1996-01-27 02:54:16+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003974.html,AmitaSarin at aol.com,Ramayana's Uttarkand,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Ramayana,subject_pattern,subject matched `Ramayana` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003974,<161227022426.23782.33783063583247586.generated@prod2.harmonylists.io>,003974,1996-01-27 02:54:16+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003974.html,AmitaSarin at aol.com,Ramayana's Uttarkand,Texts and philology,general discussion,register_epic,register,epic,Epic,Epic,Ramayana,subject_pattern,subject matched `Ramayana` using `register_epic`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003975,<161227022413.23782.6115965915295933341.generated@prod2.harmonylists.io>,003974,1996-01-26 16:48:51+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003975.html,y.r.rani at mail.utexas.edu,collyrium stick// Guru Gita vs. 34,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003992,<161227022458.23782.8317420918899519595.generated@prod2.harmonylists.io>,003984,1996-01-29 12:02:59+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/003992.html,mail07464 at pop.net,Commentary on Tevaram,Texts and philology,philological discussion,register_bhasya,register,bhasya,Bhāṣya,Bhāṣya,Commentary,subject_pattern,subject matched `Commentary` using `register_bhasya`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004000,<161227022482.23782.17581341620331193041.generated@prod2.harmonylists.io>,003956,1996-01-31 03:37:55+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/004000.html,Peter Gaeffke,collyrium stick// Guru Gita vs. 34,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004002,<161227022486.23782.6450915161241047904.generated@prod2.harmonylists.io>,003995,1996-01-31 14:24:48+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/004002.html,jlc at ccr.jussieu.fr,WHOSE VEDA (correction),Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",VEDA,subject_pattern,subject matched `VEDA` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004001,<161227022484.23782.8322885858573695651.generated@prod2.harmonylists.io>,004001,1996-01-31 09:19:24+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/004001.html,David Magier,Commentary on Tevaram,Texts and philology,philological discussion,register_bhasya,register,bhasya,Bhāṣya,Bhāṣya,Commentary,subject_pattern,subject matched `Commentary` using `register_bhasya`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004004,<161227022493.23782.17200447540208451586.generated@prod2.harmonylists.io>,004003,1996-01-31 16:45:03+00:00,1996,1,https://list.indology.info/pipermail/indology/1996-January/004004.html,F. Smith,19th century Pali scholar,Buddhism and Jainism,general discussion,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Pali,subject_pattern,subject matched `Pali` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004018,<161227022510.23782.10598670001182059990.generated@prod2.harmonylists.io>,004018,1996-02-01 22:53:00+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004018.html,ibric at sri.lanka.net,19th century Pali scholar,Buddhism and Jainism,general discussion,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Pali,subject_pattern,subject matched `Pali` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004070,<161227022634.23782.3458374920914348783.generated@prod2.harmonylists.io>,004070,1996-02-07 19:18:58+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004070.html,Amardeep Salgia,Misconceptions of Jainism; the Jains of North America (fwd),General scholarly discussion,general discussion,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Jainism,subject_pattern,subject matched `Jainism` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004070,<161227022634.23782.3458374920914348783.generated@prod2.harmonylists.io>,004070,1996-02-07 19:18:58+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004070.html,Amardeep Salgia,Misconceptions of Jainism; the Jains of North America (fwd),General scholarly discussion,general discussion,register_jaina,register,jaina,Jaina,Jaina,Jainism,subject_pattern,subject matched `Jainism` using `register_jaina`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004084,<161227022659.23782.18402083520612397256.generated@prod2.harmonylists.io>,004084,1996-02-08 08:05:00+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004084.html,0622660198-0001 at t-online.de,Sogdian Buddhists,General scholarly discussion,general discussion,register_hors_inde,register,hors_inde,Outside India,Outside India,Sogdian,subject_pattern,subject matched `Sogdian` using `register_hors_inde`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004114,<161227022717.23782.14108977913320547437.generated@prod2.harmonylists.io>,004104,1996-02-09 00:21:38+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004114.html,d.wujastyk at ucl.ac.uk,Sogdian Buddhists,General scholarly discussion,general discussion,register_hors_inde,register,hors_inde,Outside India,Outside India,Sogdian,subject_pattern,subject matched `Sogdian` using `register_hors_inde`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004118,<161227022746.23782.14697351218166444324.generated@prod2.harmonylists.io>,004118,1996-02-09 16:47:56+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004118.html,AmitaSarin at aol.com,Sogdian Buddhists,General scholarly discussion,general discussion,register_hors_inde,register,hors_inde,Outside India,Outside India,Sogdian,subject_pattern,subject matched `Sogdian` using `register_hors_inde`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004142,<161227022775.23782.7186819320810307072.generated@prod2.harmonylists.io>,004142,1996-02-10 17:01:34+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004142.html,witzel at HUSC3.HARVARD.EDU,WHOSE VEDA? -- WHAT VEDA !!,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",VEDA,subject_pattern,subject matched `VEDA` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004143,<161227022777.23782.17439996539254951757.generated@prod2.harmonylists.io>,004143,1996-02-10 17:02:01+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004143.html,witzel at HUSC3.HARVARD.EDU,WHOSE VEDA? - Bhaashya,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",VEDA,subject_pattern,subject matched `VEDA` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004149,<161227022786.23782.10410901681153806615.generated@prod2.harmonylists.io>,004143,1996-02-11 08:50:55+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004149.html,vidya at cco.caltech.edu,WHOSE VEDA? - Bhaashya,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",VEDA,subject_pattern,subject matched `VEDA` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004152,<161227022790.23782.16782209500318048429.generated@prod2.harmonylists.io>,004148,1996-02-11 14:08:34+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004152.html,Girish Beeharry,WHOSE VEDA? - Bhaashya,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",VEDA,subject_pattern,subject matched `VEDA` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004165,<161227022804.23782.11891760988731798743.generated@prod2.harmonylists.io>,004162,1996-02-12 08:00:10+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004165.html,jlc at ccr.jussieu.fr,"maRai, its meaning; WHOSE VEDA? - Bhaashya",Veda and ritual,philological discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",VEDA,subject_pattern,subject matched `VEDA` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004168,<161227022812.23782.10202476336328338306.generated@prod2.harmonylists.io>,004161,1996-02-12 09:42:56+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004168.html,l.m.fosse at easteur-orient.uio.no,"maRai, its meaning; WHOSE VEDA? - Bhaashya",Veda and ritual,philological discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",VEDA,subject_pattern,subject matched `VEDA` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004170,<161227022827.23782.10468445994787778720.generated@prod2.harmonylists.io>,004089,1996-02-12 18:45:36+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004170.html,Gerard Huet,Tantra-L,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Tantra,subject_pattern,subject matched `Tantra` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004170,<161227022827.23782.10468445994787778720.generated@prod2.harmonylists.io>,004089,1996-02-12 18:45:36+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004170.html,Gerard Huet,Tantra-L,Texts and philology,general discussion,register_tantra,register,tantra,Tantra,Tantra,Tantra,subject_pattern,subject matched `Tantra` using `register_tantra`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004235,<161227022945.23782.6930467102354802382.generated@prod2.harmonylists.io>,004229,1996-02-20 12:21:00+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004235.html,David Magier,"E. Journal of Vedic Studies 1,4 (Dec.95)",Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Vedic,subject_pattern,subject matched `Vedic` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004272,<161227023015.23782.4725126706814658143.generated@prod2.harmonylists.io>,004272,1996-02-25 20:44:14+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004272.html,witzel at HUSC3.HARVARD.EDU,Veda`s demise at NY Hinduja Ctr.,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004273,<161227023016.23782.8660335021004505791.generated@prod2.harmonylists.io>,004272,1996-02-26 03:42:41+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004273.html,ucgadkw at ucl.ac.uk,Veda`s demise at NY Hinduja Ctr.,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004275,<161227023027.23782.2838180333287037642.generated@prod2.harmonylists.io>,004275,1996-02-26 13:55:44+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004275.html,DESIKACHARYK at wl.aecl.ca,Commentary on pArijAtahraNa champu of sEshakrishnakavi,Texts and philology,philological discussion,register_bhasya,register,bhasya,Bhāṣya,Bhāṣya,Commentary,subject_pattern,subject matched `Commentary` using `register_bhasya`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
