source_scheme,source_label,target_scheme,target_label,mapping_relation,rationale,evidence_count,review_status,version
nagari_native_taxonomy,лексикография/исправление_опечаток,intellectual_content,grammar_linguistics,related,"Dictionary typo-correction/proofreading work overlaps lexicography but is curation labor, not new linguistic analysis -- overlap, not containment.",53,pending,1.0.0
nagari_native_taxonomy,лексикография/сравнительное_языкознание,intellectual_content,grammar_linguistics,narrow,"Comparative/historical linguistics (cognates, Indo-European) is core linguistics.",141,pending,1.0.0
nagari_native_taxonomy,лексикография/терминология,intellectual_content,grammar_linguistics,related,"Terminology/glossary questions are adjacent to lexicography but often just ask for a definition rather than doing lexicographic work -- overlap, not containment.",199,pending,1.0.0
nagari_native_taxonomy,организация_группы/администрирование_группы,intellectual_content,,unmapped,Moderator/administrative notices carry no scholarly topic.,7,pending,1.0.0
nagari_native_taxonomy,организация_группы/администрирование_группы,community_function,administration_moderation,narrow,The native label directly encodes list administration/moderation activity.,7,pending,1.0.0
nagari_native_taxonomy,организация_группы/встреча_событие,intellectual_content,,unmapped,Meeting/event announcements carry no scholarly topic in themselves.,71,pending,1.0.0
nagari_native_taxonomy,организация_группы/встреча_событие,community_function,event_announcement,narrow,The native label directly encodes conference/meeting/webinar announcements.,71,pending,1.0.0
nagari_native_taxonomy,организация_группы/знакомство,intellectual_content,,unmapped,Self-introduction/welcome messages carry no scholarly topic.,6,pending,1.0.0
nagari_native_taxonomy,организация_группы/знакомство,community_function,social_ritual_exchange,narrow,"Introductions and welcomes are social exchange, matching the codebook's inclusion line.",6,pending,1.0.0
nagari_native_taxonomy,организация_группы/курс_практикум,intellectual_content,teaching_learning,narrow,"Course/practicum announcements are pedagogical material, matching the sibling тексты/чтение precedent.",265,pending,1.0.0
nagari_native_taxonomy,организация_группы/курс_практикум,community_function,teaching_learning,narrow,Course/practicum threads directly perform the teaching-learning function.,265,pending,1.0.0
nagari_native_taxonomy,переводы_и_издания/билингва_английский,intellectual_content,,unmapped,"The native label encodes which language a translation targets, not a topic; no intellectual-content label is derivable from the language choice alone.",96,pending,1.0.0
nagari_native_taxonomy,переводы_и_издания/издание_версия,intellectual_content,texts_philology,narrow,Discussion of critical editions/versions of a text is textual-philological work proper.,0,pending,1.0.0
nagari_native_taxonomy,переводы_и_издания/перевод_вопрос,intellectual_content,texts_philology,related,"Translation-help questions touch philology but are usually ad hoc help rather than editorial/text-critical work -- overlap, not containment.",308,pending,1.0.0
nagari_native_taxonomy,переводы_и_издания/перевод_вопрос,community_function,identification_textual_help,narrow,"""How do I translate X"" threads are exactly the identification/textual-help function.",308,pending,1.0.0
nagari_native_taxonomy,тексты/йога_васиштха,intellectual_content,texts_philology,narrow,"Named-text discussion of the Yoga-Vasistha, matching the sibling тексты/текст precedent for named classical texts.",195,pending,1.0.0
nagari_native_taxonomy,тексты/комментарии_ачарьи,intellectual_content,texts_philology,narrow,Commentary/bhasya/acarya discussion is text-critical and exegetical work on primary sources.,140,pending,1.0.0
nagari_native_taxonomy,тексты/мантра_бхакти,intellectual_content,religion_philosophy,narrow,Mantra/bhakti/devotional-practice discussion is religious-practice work proper.,146,pending,1.0.0
nagari_native_taxonomy,тексты/стотра_гимн,intellectual_content,religion_philosophy,related,"Stotra/sahasranama/hymn threads are devotional texts; overlaps both texts_philology and religion_philosophy, weighted here to the devotional-practice reading -- overlap, not containment.",127,pending,1.0.0
