presentation_id,year,series,title,l1,l2,l3,l4,source,confidence,why
PRES_72334d3683,2018,Zograf Readings,«Мысленный эксперимент» Васубандху,philosophy,classical,text,fundamental,llm,0.9,"Мысленный эксперимент Васубандху — философия, классический период, анализ текста."
PRES_c64a19536f,2018,Zograf Readings,«Функциональный подход» в «Вакьяпадии» и артхакрия в философии Дхармакирти,philosophy,classical,text,fundamental,llm,0.9,"Функциональный подход в Вакьяпадии и артхакрия — философия, классический период, анализ текста."
PRES_3e0cb6e9f2,2018,Zograf Readings,"Содержательное обоснование  порядка в перечне прамей  (Ньяя-сутра, Ньяя-бхашья)",philosophy,classical,text,fundamental,llm,0.95,Анализ Ньяя-сутры и Ньяя-бхашьи — классический философский текст.
PRES_96387f23ed,2018,Zograf Readings,Роль мифов о творении мира в индийской философии,philosophy,vedic,text,fundamental,llm,0.9,"Мифы о творении мира — тема индийской философии, вероятно, ведийского периода."
PRES_73a0d9241a,2018,Zograf Readings,Вьявахара как универсум установления достоверности знания в индийской эпистемологии и логике (праманаваде),philosophy,classical,text,fundamental,llm,0.95,"Индийская эпистемология и логика (праманавада) — философия, классический период."
PRES_65f6503bf8,2018,Zograf Readings,Концепция причинности в текстах «Абхидхамма-питаки»,philosophy,classical,text,fundamental,llm,0.9,"Абхидхамма-питака — буддийский философский текст, классический период."
PRES_222529a490,2018,Zograf Readings,Индуистская тантрическая телеология,religion,medieval,text,fundamental,llm,0.9,"Индуистская тантрическая телеология — религиозная тема, средневековье."
PRES_7a0a9c4cff,2018,Zograf Readings,Тантра в учении Ошо,religion,modern,text,fundamental,llm,0.85,Тантра в учении Ошо — современная религиозная интерпретация.
PRES_f528d24e03,2018,Zograf Readings,Учение д-ра Маханамбраты Брахмачари как квинтэссенция идей бенгальского ренессанса и его влияние на Томаса Мертона,philosophy,modern,text,fundamental,llm,0.8,"Учение Маханамбраты Брахмачари и влияние на Томаса Мертона — философия, современный период."
PRES_12abd21496,2018,Zograf Readings,История индийской философии глазами Свами Вивекананды: опыт реконструкции,philosophy,modern,text,fundamental,llm,0.9,"История индийской философии глазами Вивекананды — философия, современный период."
PRES_cdd11d4e20,2018,Zograf Readings,Сравнительный анализ образов сакрального в тамильских храмовых мифах и в сказах П. П. Бажова,literature,medieval,text,fundamental,llm,0.85,"Сравнение тамильских храмовых мифов и сказов Бажова — литературный анализ, средневековье."
PRES_f96bc067a5,2018,Zograf Readings,Формулы и заимствования в средневековой лирике бхакти,literature,medieval,text,fundamental,llm,0.9,"Средневековая лирика бхакти — литература, средневековье."
PRES_9729e86e04,2018,Zograf Readings,«Чариягити» и Тагор,literature,modern,text,fundamental,llm,0.85,"«Чариягити» и Тагор — литература, современный период."
PRES_55d481f42e,2018,Zograf Readings,Родство по крови и родство по духу: М. К. Ганди о мотивах отказа Арджуны от сражения,philosophy,classical,text,fundamental,llm,0.85,"Ганди о мотивах Арджуны — философская интерпретация эпоса, классический период."
PRES_be126cbf86,2018,Zograf Readings,Семантика терминологии родства в малых дравидийских языках: когнитивные аспекты,linguistics,contemporary,fieldwork,fundamental,llm,0.9,"Семантика терминологии родства в дравидийских языках — лингвистика, полевые исследования."
PRES_e3c5dc3b74,2018,Zograf Readings,Борьба за собственный язык в Ладакхе (на материале полевых исследований),linguistics,contemporary,fieldwork,applied,llm,0.95,"Борьба за язык в Ладакхе — лингвистика, полевые исследования, прикладной аспект."
PRES_55ef7cbfd8,2018,Zograf Readings,Два новых сборника «индийских текстов» Далджита Награ,literature,contemporary,text,fundamental,llm,0.85,Сборники «индийских текстов» Далджита Награ — современная литература.
PRES_4bd0bdc72b,2018,Zograf Readings,«Экологический» роман Махуа Маджи,literature,contemporary,text,fundamental,llm,0.85,«Экологический» роман Махуа Маджи — современная литература.
PRES_58f6034f0d,2018,Zograf Readings,Современные интерпретации санскритской «Рамаяны» в кино,literature,contemporary,image,applied,llm,0.9,"Интерпретации «Рамаяны» в кино — литература, современный период, визуальный материал."
PRES_c2d5f88f68,2018,Zograf Readings,Образ жизни в шри-вишнуизме: самашраяна (панчасамскара) и ее основания,religion,medieval,text,fundamental,llm,0.9,"Самашраяна в шри-вишнуизме — религиозная практика, средневековье."
PRES_a6921c45d9,2018,Zograf Readings,Культ Рудры-Кхандобы в исследованиях Г. Д. Зонтхаймера  и его индоевропейские параллели,religion,medieval,text,fundamental,llm,0.85,"Культ Рудры-Кхандобы — религиозное исследование, средневековье."
PRES_282d250a63,2018,Zograf Readings,Кумаонский Голудев: локальный вариант индуизма,religion,contemporary,fieldwork,fundamental,llm,0.9,"Кумаонский Голудев — локальный вариант индуизма, полевые исследования, современность."
PRES_f6eb9ee12e,2018,Zograf Readings,Тамильская пьеса о Карне,literature,classical,text,fundamental,llm,0.9,"Тамильская пьеса — литературный жанр, классический период тамильской литературы."
PRES_62aefcc25e,2018,Zograf Readings,«Тирумурейканда-пуранам» Умапати Шивачарьи как завершающее звено в формировании тамильского шиваитского канона,religion,medieval,text,fundamental,llm,0.9,"Шиваитский канон, религиозный текст, средневековый период."
PRES_c8fbaa4af7,2018,Zograf Readings,Ведды в современном укладе жизни Шри Ланки,ethnography,contemporary,fieldwork,fundamental,llm,0.95,"Ведды — этническая группа, современный уклад жизни, полевые исследования."
PRES_1fe8cfb29c,2018,Zograf Readings,Музыкальные инструменты в руках богов. К вопросу об иконографических атрибутах в искусстве Индии V—Х вв,art_archaeology,classical,image,fundamental,llm,0.9,"Иконографические атрибуты, искусство V–X вв., изобразительный материал."
PRES_e98648b76f,2018,Zograf Readings,Иконография и функции непальских дхара/хити,art_archaeology,medieval,artefact,fundamental,llm,0.9,"Непальские дхара/хити — архитектурные/артефактные объекты, иконография."
PRES_dc8dcc77cd,2018,Zograf Readings,Меч-посох из собрания МАЭ,art_archaeology,unspecified,artefact,fundamental,llm,0.85,Меч-посох из музейного собрания — материальный артефакт.
PRES_003d1790e6,2018,Zograf Readings,Опись Л. А. Мерварт коллекции № 3015 в собрании МАЭ РАН как образец музейного документа,history,colonial,archive,fundamental,baseline,1.0,
PRES_08e215b99f,2018,Zograf Readings,Раджа Рави Варма: художник и основатель «Рави Варма Пресс»,art_archaeology,colonial,archive,fundamental,llm,0.9,"Художник и основатель прессы, колониальный период, биография/архив."
PRES_12ec234be3,2018,Zograf Readings,Mārganātyam. Театральная практика и теория «Натьяшастры» сегодня,literature,classical,text,applied,llm,0.85,"Театральная практика и теория Натьяшастры, классический текст, прикладной аспект."
PRES_4468815627,2019,Zograf Readings,Атхарваведа 1.2. (Шаунака): дополнение к переводам,linguistics,vedic,text,fundamental,llm,0.95,"Атхарваведа — ведийский текст, перевод и анализ."
PRES_f38580f0b7,2019,Zograf Readings,«Махабхарата» и мотив «заточенных в пещере»,literature,classical,text,fundamental,llm,0.9,"Махабхарата — эпос, классический период, мотив."
PRES_8c7d8555e5,2019,Zograf Readings,Реминисценции мифа Вала в припамирском регионе,literature,vedic,text,fundamental,llm,0.85,"Миф Вала — ведийский миф, реминисценции в регионе."
PRES_7d5c21c3e8,2019,Zograf Readings,Боги «из разряда синих» в предании о дарении чаши в «Лалитавистаре»,religion,classical,text,fundamental,llm,0.9,"Лалитавистара — буддийский текст, боги, предание."
PRES_c416cbbb2d,2019,Zograf Readings,Конь без всадника и дерево джамбу: к интерпретации рельефа на восточных воротах Большой Ступы в Санчи,art_archaeology,classical,image,fundamental,llm,0.95,"Рельеф на воротах Санчи — изобразительный материал, археология."
PRES_6916d4ad70,2019,Zograf Readings,Четыре народа в «Йогини-тантре»,religion,medieval,text,fundamental,llm,0.9,"Йогини-тантра — тантрический текст, средневековье."
PRES_a9c412982f,2019,Zograf Readings,Речь во сне и грезы наяву в классической санскритской драме,literature,classical,text,fundamental,llm,0.9,"Санскритская драма — литература, классический период."
PRES_14243281d6,2019,Zograf Readings,Санскритские очки европейской лингвистики XIX века,linguistics,colonial,text,methodological,llm,0.9,"Европейская лингвистика XIX века, история науки, методологический обзор."
PRES_89290bf4b4,2019,Zograf Readings,Парибхаша  —  интерпретационные правила грамматики Панини,linguistics,classical,text,fundamental,llm,0.95,"Грамматика Панини — лингвистика, классический период."
PRES_d061375ee0,2019,Zograf Readings,Индийские и тибетские лингвистические штудии Д. Г. Мессершмидта,linguistics,colonial,archive,fundamental,llm,0.9,"Лингвистические штудии Мессершмидта, архивные материалы, колониальный период."
PRES_334a9aca0b,2019,Zograf Readings,Двести лет санскритской лексикографии (1819‒2019),linguistics,colonial,text,methodological,llm,0.9,"Санскритская лексикография, история науки, обзор."
PRES_a0ad164252,2019,Zograf Readings,Британское колониальное чиновничество в литературном наследии Дж. Оруэлла,history,colonial,text,fundamental,llm,0.85,"Колониальное чиновничество в литературе Оруэлла, историко-литературный анализ."
PRES_daaacd2c46,2019,Zograf Readings,О предмете индийской философии,philosophy,unspecified,text,fundamental,llm,0.9,"Заголовок явно указывает на философскую дисциплину, обсуждается предмет индийской философии, без привязки к конкретному периоду, анализ текста."
PRES_01ff241b8a,2019,Zograf Readings,Категория санграха в буддийском философском дискурсе,philosophy,classical,text,fundamental,llm,0.9,"Категория санграха в буддийском философском дискурсе — философия, буддизм, классический период, текстовый анализ."
PRES_ed98bb4f5f,2019,Zograf Readings,Понятие nirodha в истории буддийской философии,philosophy,classical,text,fundamental,llm,0.9,"Понятие nirodha в истории буддийской философии — философия, буддизм, классический период, текстовый анализ."
PRES_3bdb9503d4,2019,Zograf Readings,Атман как синоним дравьи в «Вакьяпадии» (ВП 3.2.1),philosophy,classical,text,fundamental,llm,0.9,"Атман как синоним дравьи в «Вакьяпадии» — философия, классический санскрит, текстовый анализ."
PRES_6d5d70424b,2019,Zograf Readings,«Гадья» Рамануджи: венец или крест исследователя философии вишишта-адвайты?,philosophy,medieval,text,fundamental,llm,0.9,"«Гадья» Рамануджи — философия вишишта-адвайты, средневековье, текстовый анализ."
PRES_d26f35d7c4,2019,Zograf Readings,Роль Умапати Шивачарьи в формировании окончательной редакции канона шайва-сиддханты,religion,medieval,text,fundamental,llm,0.9,"Роль Умапати Шивачарьи в формировании канона шайва-сиддханты — религия, средневековье, текстовый анализ."
PRES_dff783fb28,2019,Zograf Readings,Понятие блаженства (ананды) в индуистском тантризме,religion,medieval,text,fundamental,llm,0.9,"Понятие блаженства в индуистском тантризме — религия, средневековье, текстовый анализ."
PRES_d28fc67619,2019,Zograf Readings,«Унмада нирукта». «Безумная этимология»: об особенностях мистической герменевтики тантры (на примере интерпретации первой мангала-шлоки «Тантралоки»),religion,medieval,text,fundamental,llm,0.9,"«Безумная этимология» в тантре — религия, средневековье, текстовый анализ."
PRES_790adfed32,2019,Zograf Readings,"Отношение к женщине в эпосе (на примере «Рамаяны» Вальмики, «Адбхута Рамаяны» и «Адхьятма Рамаяны»)",literature,classical,text,fundamental,llm,0.9,"Отношение к женщине в эпосе на примере «Рамаяны» — литература, классический период, текстовый анализ."
PRES_4f163c69ab,2019,Zograf Readings,Понимание искусства в учении Ошо,philosophy,modern,text,fundamental,llm,0.9,"Понимание искусства в учении Ошо — философия, современный период, текстовый анализ."
PRES_c5e6e276eb,2019,Zograf Readings,Этико-интуитивистский подход М.К. Ганди к пониманию традиционных текстов,philosophy,modern,text,fundamental,llm,0.9,"Этико-интуитивистский подход Ганди — философия, современный период, текстовый анализ."
PRES_e62fab8a32,2019,Zograf Readings,Современные баулы: мистики или артисты,ethnography,contemporary,fieldwork,applied,llm,0.9,"Современные баулы: мистики или артисты — этнография, современность, полевые материалы."
PRES_5828dbb0bc,2019,Zograf Readings,Структура «Чарья-гити»,literature,medieval,text,fundamental,llm,0.9,"Структура «Чарья-гити» — литература, средневековье, текстовый анализ."
PRES_d06d5a1c3b,2019,Zograf Readings,Прием лейтмотива в классической индийской поэзии,literature,classical,text,fundamental,llm,0.9,"Прием лейтмотива в классической индийской поэзии — литература, классический период, текстовый анализ."
PRES_62cf077e75,2019,Zograf Readings,«Зачин» в североиндийской поэзии бхакти,literature,medieval,text,fundamental,llm,0.9,"«Зачин» в североиндийской поэзии бхакти — литература, средневековье, текстовый анализ."
PRES_ce7644969b,2019,Zograf Readings,«Сумеречный язык» в поэзии тамильских сиддхов,literature,medieval,text,fundamental,llm,0.9,"«Сумеречный язык» в поэзии тамильских сиддхов — литература, средневековье, текстовый анализ."
PRES_19102e1ae3,2019,Zograf Readings,", М. Рамдхари (Маврикий). Индийские языки и нарративы на Маврикии: Рама-катха и поэзия на бходжпури",literature,contemporary,fieldwork,applied,llm,0.9,"Индийские языки и нарративы на Маврикии — литература, современность, полевые материалы."
PRES_dd9e25c669,2019,Zograf Readings,«Религия Человека»: свобода и традиция в философствовании Рабиндраната Тагора,philosophy,modern,text,fundamental,llm,0.9,"«Религия Человека» Тагора — философия, современный период, текстовый анализ."
PRES_d4e401111e,2019,Zograf Readings,Трансформации культурной идентичности парсов Бомбея,history,colonial,archive,fundamental,llm,0.9,"Трансформации культурной идентичности парсов Бомбея — история, колониальный период, архивные материалы."
PRES_e356e4ef9c,2019,Zograf Readings,Семантика терминологии родства в языке брахуи в общедравидийском контексте,linguistics,unspecified,text,fundamental,llm,0.9,"Семантика терминологии родства в языке брахуи — лингвистика, без указания периода, текстовый анализ."
PRES_0b4661b2e8,2019,Zograf Readings,Ритуалы жизненного цикла у народности лимбу,ethnography,contemporary,fieldwork,fundamental,llm,0.9,Ритуалы жизненного цикла у народности лимбу — этнографическое полевое исследование современных традиций.
PRES_4855e1d50a,2019,Zograf Readings,Социовозрастная инициация и монашеское посвящение в неварском буддизме,religion,contemporary,fieldwork,fundamental,llm,0.85,"Социовозрастная инициация и монашеское посвящение в неварском буддизме — религиозная практика, современный Непал."
PRES_7ab7bd7cb2,2019,Zograf Readings,Функции вождя в традиционном обществе веддов в прошлом и настоящем,ethnography,contemporary,fieldwork,fundamental,llm,0.9,Функции вождя у веддов — этнографическое исследование традиционного общества.
PRES_109df3d4a0,2019,Zograf Readings,"Народные песни о Хардоле, принце Орччхи",literature,medieval,text,fundamental,llm,0.85,"Народные песни о Хардоле — фольклорный сюжет, средневековый период."
PRES_eab49a194a,2019,Zograf Readings,«Возрожденные» ведийские ритуалы: яджна на Асси гхат и в школе девочек «Панини Канья Махавидьялая» в Варанаси,religion,contemporary,fieldwork,fundamental,llm,0.9,"Возрожденные ведийские ритуалы — современные яджны, полевое наблюдение."
PRES_5dc51ccca1,2019,Zograf Readings,Почитание Индры в Непале: живая архаика,religion,contemporary,fieldwork,fundamental,llm,0.85,"Почитание Индры в Непале — живая религиозная практика, современность."
PRES_2996ce6acf,2019,Zograf Readings,О некоторых специфических жестах в бытовом этикете сингалов,ethnography,contemporary,fieldwork,fundamental,llm,0.9,Жесты в бытовом этикете сингалов — этнографическое полевое исследование.
PRES_8f2ec6926d,2019,Zograf Readings,Каталоги знаков хараппской письменности: материалы к сравнению,linguistics,unspecified,text,fundamental,llm,0.8,"Каталоги знаков хараппской письменности — лингвистический анализ письменности, период неопределен."
PRES_4b661944b6,2019,Zograf Readings,Элементы шаманских практик в воинских традициях Индии,religion,medieval,text,fundamental,llm,0.8,"Шаманские практики в воинских традициях Индии — религиозные/мифологические элементы, средневековье."
PRES_71f87de89c,2019,Zograf Readings,Ритуальная жизнь делийского даргаха,religion,contemporary,fieldwork,fundamental,llm,0.9,"Ритуальная жизнь делийского даргаха — современная религиозная практика, полевое исследование."
PRES_890d18051e,2019,Zograf Readings,Основные сюжеты и персонажи индийского театра теней,art_archaeology,medieval,image,fundamental,llm,0.85,"Сюжеты и персонажи индийского театра теней — изобразительное искусство, средневековье."
PRES_aa6a4858fc,2019,Zograf Readings,Мифология танца и  образ Индры в джайнизме,religion,medieval,text,fundamental,llm,0.85,"Мифология танца и образ Индры в джайнизме — религиозная мифология, средневековье."
PRES_c73e8b22d5,2019,Zograf Readings,Кукольный театр Западной Бенгалии,art_archaeology,contemporary,fieldwork,fundamental,llm,0.85,"Кукольный театр Западной Бенгалии — современное исполнительское искусство, полевое исследование."
PRES_f4d3508725,2019,Zograf Readings,Эстетика религиозной драмы: теория и практика драмы в контексте бенгальского вайшнавизма,linguistics,modern,text,fundamental,baseline,1.0,
PRES_c82fd78b93,2019,Zograf Readings,"Серайкела, Майюрбхандж, Пурулиа: феномен чхау на плато Чхота Нагпур (Восточная Индия)",art_archaeology,contemporary,fieldwork,fundamental,llm,0.85,"Феномен чхау — современный танец/театр, полевое исследование."
PRES_c21cf157cd,2020,Zograf Readings,О сравнениях в индийской философской литературе,philosophy,classical,text,fundamental,llm,0.9,"Сравнения в индийской философской литературе — философский анализ текстов, классический период."
PRES_9a160371a2,2020,Zograf Readings,Параллельный санскритско-русский корпус,linguistics,contemporary,text,applied,llm,0.9,"Параллельный санскритско-русский корпус — прикладная лингвистика, создание корпуса."
PRES_5c43b881ec,2020,Zograf Readings,Фоносемантическая структура ведийского текста (на  примере гимна Ригведы I.7),religion,vedic,text,fundamental,baseline,1.0,
PRES_c3f8ffb231,2020,Zograf Readings,О телесном и духовном бессмертии в индуистском тантризме,religion,medieval,text,fundamental,llm,0.85,"Телесное и духовное бессмертие в индуистском тантризме — религиозная философия, средневековье."
PRES_ec58f38bb5,2020,Zograf Readings,Традиции и ритуалы почитания манускриптов в писаниях шайва,religion,medieval,text,fundamental,llm,0.85,"Почитание манускриптов в шайва-писаниях — религиозная практика, средневековье."
PRES_10fd30a24c,2020,Zograf Readings,Техническая терминология тантрийской йоги в «Виджняна Бхайрава тантре»,philosophy,medieval,text,fundamental,llm,0.9,Техническая терминология тантрийской йоги в Виджняна Бхайрава тантре — философский анализ текста.
PRES_494f681f96,2020,Zograf Readings,Еще раз к вопросу о теме нейдаль в тамильской поэзии,literature,classical,text,fundamental,llm,0.85,"Тема нейдаль в тамильской поэзии — литературоведческий анализ, классический период."
PRES_645c96325c,2020,Zograf Readings,Тело бхакта и тело Шивы: о проблемах телесности в тамильском шайва-бхакти,religion,medieval,text,fundamental,llm,0.9,"Тема телесности в тамильском шайва-бхакти — религиозная, средневековый период, анализ текстов."
PRES_1d266ee237,2020,Zograf Readings,Эстетика комического,literature,classical,text,fundamental,llm,0.8,"Эстетика комического — литературоведческая тема, вероятно, на санскритском материале."
PRES_b98f22c2c7,2020,Zograf Readings,Терминология родства,linguistics,unspecified,text,fundamental,llm,0.85,"Терминология родства — лингвистический анализ терминов, период не указан."
PRES_11ddedf184,2020,Zograf Readings,Абхидхарма как когнитивная стратегия,philosophy,classical,text,fundamental,llm,0.9,Абхидхарма как когнитивная стратегия — философский анализ буддийского учения.
PRES_eaa1d515ff,2020,Zograf Readings,Трактовка состояний удрученности и умопомешательства в буддийских экзегетических источниках,religion,classical,text,fundamental,llm,0.9,"Буддийские экзегетические источники о состояниях — религиозная тема, классический период."
PRES_f14032ea97,2020,Zograf Readings,К вопросу об определении понятия apratiṣṭhita-nirvāṇa,philosophy,classical,text,fundamental,llm,0.9,Определение apratiṣṭhita-nirvāṇa — философский термин буддизма.
PRES_882c47d896,2020,Zograf Readings,Буддизм пудгалавады: к постановке вопроса о субъекте-пудгале,philosophy,classical,text,fundamental,llm,0.9,"Буддизм пудгалавады — философская школа, субъект-пудгала."
PRES_e379735ba8,2020,Zograf Readings,Текущие переводческие проекты Фонда «Сохраним Тибет!» и изд-ва «Нартанг»,tibetology,contemporary,archive,applied,llm,0.85,"Переводческие проекты Фонда «Сохраним Тибет!» — тибетология, современная деятельность."
PRES_bf3384e684,2020,Zograf Readings,Так называемый парадокс беллетристики и подсказки от компаративной онтологии,philosophy,unspecified,text,fundamental,llm,0.7,"Парадокс беллетристики и компаративная онтология — философская тема, период не указан."
PRES_fe58585a93,2020,Zograf Readings,Абсолютная встреча как феномен трансцендентальной герменевтики Г. Оберхаммера,philosophy,modern,text,fundamental,llm,0.85,"Абсолютная встреча и герменевтика Оберхаммера — философия, современный автор."
PRES_240fa4577e,2020,Zograf Readings,Г. Оберхаммер и проблема исследования когнитивного потенциала религиозного опыта,philosophy,modern,text,fundamental,llm,0.85,Оберхаммер и когнитивный потенциал религиозного опыта — философия религии.
PRES_acc235e74f,2020,Zograf Readings,Понятие религиозного инклюзивизма,philosophy,modern,text,fundamental,llm,0.8,Понятие религиозного инклюзивизма — философско-религиозная концепция.
PRES_47c4e238fb,2020,Zograf Readings,Инклюзивизм как концептуальное средство для изучения индийской культуры,philosophy,modern,text,fundamental,llm,0.8,Инклюзивизм как средство изучения индийской культуры — философский подход.
PRES_e3a92610f5,2020,Zograf Readings,К (посмертному) изданию полного перевода (В. С. Семенцова) «Гитабхашьи» Рамануджи на русском языке,philosophy,medieval,text,applied,llm,0.9,"Перевод «Гитабхашьи» Рамануджи — философский текст, средневековье, переводческий проект."
PRES_d1043e6e8c,2020,Zograf Readings,О философской и религиозной значимости некоторых текстов Веданта Дешики,philosophy,medieval,text,fundamental,llm,0.9,"Веданта Дешика — философ, средневековый период."
PRES_4341e890df,2020,Zograf Readings,Пример использования парибхаш при прочтении сутр Панини,linguistics,classical,text,fundamental,llm,0.9,"Парибхаши и сутры Панини — лингвистика, классический период."
PRES_a5949e68cd,2020,Zograf Readings,Санскритские наречия в трудах бенгальских грамматистов (Дживы Госвамина и Баларамы Панчананы),linguistics,medieval,text,fundamental,llm,0.85,"Санскритские наречия у бенгальских грамматистов — лингвистика, средневековье."
PRES_315a44f3a9,2020,Zograf Readings,Work of Patañjali on Yoga Philosophy and Sanskrit Vyākaraṇa,philosophy,classical,text,fundamental,llm,0.9,"Patañjali — философия йоги и санскритская грамматика, классический период."
PRES_44bb1c1886,2020,Zograf Readings,"О толковании первой строфы «Аштанга-хридаи» средневековыми комментаторами (на примере Арунадатты, Хемадри и Инду)",other,medieval,text,fundamental,llm,0.8,"Толкование «Аштанга-хридаи» — медицинский текст, но нет категории медицины, поэтому other."
PRES_48f4e3c3a8,2020,Zograf Readings,Дискурсивные слова в языке хинди,linguistics,modern,text,fundamental,llm,0.9,"Дискурсивные слова в хинди — лингвистика, современный язык."
PRES_f137ba2a62,2020,Zograf Readings,Разрази его гром! Метеорологические явления в песенном фольклоре на диалектах хинди Центральной Индии,literature,modern,fieldwork,fundamental,llm,0.85,"Песенный фольклор на диалектах хинди — литература, современный период, полевой материал."
PRES_d1a01cb53b,2020,Zograf Readings,Онлайн-корпус текстов на языках южных мунда: задачи и специфика,linguistics,contemporary,text,applied,llm,0.9,"Онлайн-корпус текстов — лингвистика, современный, текстовый материал, прикладной."
PRES_52a979cbb2,2020,Zograf Readings,О некоторых особенностях языка «Калачакра-тантры»,linguistics,classical,text,fundamental,llm,0.9,"Язык Калачакра-тантры — лингвистика, классический период, текст."
PRES_0816ac8f85,2020,Zograf Readings,История Ситы и Рамы глазами современных индийских поэтов-мистиков и ее релевантность для современного индийского общества,literature,contemporary,text,fundamental,llm,0.85,"Современные индийские поэты-мистики — литература, современный, текст."
PRES_c63fd39448,2020,Zograf Readings,«Мини-Бхагавадгита» в четвертой «книге» «Рамаяны» Вальмики,literature,classical,text,fundamental,llm,0.9,"Мини-Бхагавадгита в Рамаяне — литература, классический, текст."
PRES_76087dcbbe,2020,Zograf Readings,Индийский мифологический сериал как средство идеологической пропаганды,religion,contemporary,image,applied,llm,0.8,"Мифологический сериал как пропаганда — религия, современный, визуальный материал, прикладной."
PRES_629286d70c,2020,Zograf Readings,М. К. Ганди — неортодоксальный „ортодокс“,philosophy,colonial,text,fundamental,llm,0.85,"Ганди как неортодоксальный ортодокс — философия, колониальный, текст."
PRES_542213417f,2020,Zograf Readings,Д. Д. Руднев как радетель пополнения коллекций МАЭ РАН,history,colonial,archive,fundamental,llm,0.9,"Руднев и коллекции МАЭ — история, колониальный, архив."
PRES_67f7aced5b,2020,Zograf Readings,Очаги обнаружения санскритских рукописей на территории Тибета,tibetology,medieval,text,fundamental,llm,0.85,"Санскритские рукописи в Тибете — тибетология, средневековье, текст."
PRES_8b02872508,2020,Zograf Readings,Тханки в собрании И. П. Минаева (МАЭ РАН),art_archaeology,colonial,artefact,fundamental,llm,0.9,"Тханки в собрании Минаева — искусство/археология, колониальный, артефакт."
PRES_e1e78406da,2020,Zograf Readings,Индия в воспоминаниях востоковеда В. А. Иванова,history,colonial,archive,fundamental,llm,0.9,"Воспоминания востоковеда — история, колониальный, архив."
PRES_972123b738,2020,Zograf Readings,«Индийская „игра знания“: один эпизод культурного трансфера»,philosophy,classical,text,fundamental,llm,0.8,"Индийская игра знания — философия, классический, текст."
PRES_0c885f7efc,2020,Zograf Readings,Великая галлюцинация сознания по «Вимшике» Васубандху,philosophy,classical,text,fundamental,llm,0.9,"Вимшика Васубандху — философия, классический, текст."
PRES_453e49a456,2020,Zograf Readings,Об особенностях традиционной пищи веддов,ethnography,contemporary,fieldwork,fundamental,llm,0.9,"Традиционная пища веддов — этнография, современный, полевой."
PRES_e4d3d535b2,2020,Zograf Readings,Танцы с сосудами и вокруг. Гарба Гуджарата и сходные обряды и представления Южной Азии,ethnography,contemporary,fieldwork,fundamental,llm,0.85,"Гарба Гуджарата — этнография, современный, полевой."
PRES_a4ec277571,2020,Zograf Readings,Ритуалы божественной старости,religion,medieval,text,fundamental,llm,0.8,"Ритуалы божественной старости — религия, средневековье, текст."
PRES_0db520ec9e,2020,Zograf Readings,Интерпретация кровавых событий раздела Индии и Пакистана в романе Кхушванта Сингха «Поезд в Пакистан»,literature,modern,text,fundamental,llm,0.9,"Роман Кхушванта Сингха — литература, современный, текст."
PRES_2cd66465a6,2021,Zograf Readings,Интерпретация канонической типологии архатов в буддийских экзегетических источниках,religion,classical,text,fundamental,llm,0.9,"Типология архатов в буддийских источниках — религия, классический, текст."
PRES_77dd8038e0,2021,Zograf Readings,Традиция «Лалитавистары»: возможные истоки,religion,classical,text,fundamental,llm,0.85,"Традиция Лалитавистары — религия, классический, текст."
PRES_19697f2e5f,2021,Zograf Readings,Место «Компендиума Абхидхармы» Асанги в философии буддизма махаяны,philosophy,classical,text,fundamental,llm,0.9,"Компендиум Абхидхармы Асанги — философия, классический, текст."
PRES_27d5db2ff5,2021,Zograf Readings,Санскритский перевод  одного тибетского текста,tibetology,classical,text,fundamental,llm,0.9,"Перевод тибетского текста на санскрит — тибетология, работа с текстом."
PRES_582d56f69a,2021,Zograf Readings,О двух родственных джатакаставах в «Лалитавистаре» и «Раштрапалапариприччха-сутре»,literature,classical,text,fundamental,llm,0.85,Сравнение джатакастав в буддийских сутрах — литературный анализ текстов.
PRES_bb6d189bea,2021,Zograf Readings,Палийская и санскритские версии сюжетов о самопожертвовании бодхисатвы-зайца,literature,classical,text,fundamental,llm,0.85,Сравнение версий сюжета о бодхисатве-зайце — фольклорно-литературное исследование.
PRES_179141844a,2021,Zograf Readings,Ведийский ритуал Ваджапея: древняя традиция и современная практика*,religion,vedic,fieldwork,fundamental,baseline,1.0,
PRES_ff09f8aee5,2021,Zograf Readings,Миф о Гхоре и Богине в Йогини-тантре*,religion,medieval,text,fundamental,llm,0.9,"Миф о Гхоре и Богине в Йогини-тантре — религиозный текст, тантра."
PRES_46601a7245,2021,Zograf Readings,Некоторые структурные особенности пролога классической санскритской драмы»*,literature,classical,text,fundamental,llm,0.9,Структура пролога санскритской драмы — литературоведение.
PRES_c2b2c25a8c,2021,Zograf Readings,«К истолкованию мифа о Махишамардани» в научном наследии М.И. Тубянского,religion,classical,archive,fundamental,llm,0.85,"Истолкование мифа о Махишамардани в наследии Тубянского — религиозная мифология, архивный материал."
PRES_faf88dfc43,2021,Zograf Readings,Санскритский фрагмент «Артхавинишчая-сутры» из Сериндийского фонда ИВР РАН,linguistics,classical,text,fundamental,llm,0.9,Санскритский фрагмент сутры — текстологическое исследование.
