presentation_id,event_id,year,series,title,l1,l1_conf,l2,l2_conf,l3,l3_conf,l4,l4_conf
PRES_278bb88b,E2018,2018,Zograf Readings,Опись Л. А. Мерварт коллекции № 3015 в собрании МАЭ РАН как образец музейного документа,history,1.0,colonial,1.0,archive,1.0,fundamental,0.0
PRES_0ce7eabb,E2018,2018,Zograf Readings,Раджа Рави Варма: художник и основатель «Рави Варма Пресс»,art_archaeology,1.0,,0.0,,0.0,fundamental,0.0
PRES_dacf2ad6,E2018,2018,Zograf Readings,Mārganātyam. Театральная практика и теория «Натьяшастры» сегодня,,0.0,,0.0,fieldwork,1.0,fundamental,0.0
PRES_18e177b2,E2019,2019,Zograf Readings,Атхарваведа 1.2. (Шаунака): дополнение к переводам,religion,1.0,,0.0,text,1.0,fundamental,0.0
PRES_80f7d7e7,E2019,2019,Zograf Readings,«Махабхарата» и мотив «заточенных в пещере»,literature,1.0,classical,1.0,,0.0,fundamental,0.0
PRES_3fc610f3,E2019,2019,Zograf Readings,Реминисценции мифа Вала в припамирском регионе,,0.0,,0.0,,0.0,fundamental,0.0
PRES_64d41c6b,E2019,2019,Zograf Readings,Боги «из разряда синих» в предании о дарении чаши в «Лалитавистаре»,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_11e958ee,E2019,2019,Zograf Readings,Конь без всадника и дерево джамбу: к интерпретации рельефа на восточных воротах Большой Ступы в Санчи,art_archaeology,1.0,,0.0,artefact,1.0,fundamental,0.0
PRES_73704e51,E2019,2019,Zograf Readings,Четыре народа в «Йогини-тантре»,religion,1.0,medieval,1.0,,0.0,fundamental,0.0
PRES_375cc6fe,E2019,2019,Zograf Readings,Речь во сне и грезы наяву в классической санскритской драме,linguistics,1.0,,0.0,,0.0,fundamental,0.0
PRES_b0f702d4,E2019,2019,Zograf Readings,Санскритские очки европейской лингвистики XIX века,linguistics,1.0,colonial,1.0,,0.0,fundamental,0.0
PRES_944f41fd,E2019,2019,Zograf Readings,Парибхаша  —  интерпретационные правила грамматики Панини,linguistics,1.0,classical,1.0,,0.0,fundamental,0.0
PRES_8c1ad48d,E2019,2019,Zograf Readings,Индийские и тибетские лингвистические штудии Д. Г. Мессершмидта,tibetology,1.0,,0.0,,0.0,fundamental,0.0
PRES_78c1c683,E2019,2019,Zograf Readings,Двести лет санскритской лексикографии (1819‒2019),linguistics,1.0,,0.0,,0.0,fundamental,0.0
PRES_fce35cf2,E2019,2019,Zograf Readings,Британское колониальное чиновничество в литературном наследии Дж. Оруэлла,literature,1.0,colonial,1.0,,0.0,fundamental,0.0
PRES_a1aaa57a,E2019,2019,Zograf Readings,О предмете индийской философии,philosophy,1.0,,0.0,,0.0,fundamental,0.0
PRES_7808139f,E2019,2019,Zograf Readings,Категория санграха в буддийском философском дискурсе,philosophy,0.85,,0.0,,0.0,fundamental,0.0
PRES_161bdf0d,E2019,2019,Zograf Readings,Понятие nirodha в истории буддийской философии,philosophy,0.8,,0.0,,0.0,fundamental,0.0
PRES_c102614a,E2019,2019,Zograf Readings,Атман как синоним дравьи в «Вакьяпадии» (ВП 3.2.1),,0.0,,0.0,,0.0,fundamental,0.0
PRES_de1c3345,E2019,2019,Zograf Readings,«Гадья» Рамануджи: венец или крест исследователя философии вишишта-адвайты?,philosophy,1.0,,0.0,,0.0,fundamental,0.0
PRES_450bc766,E2019,2019,Zograf Readings,Роль Умапати Шивачарьи в формировании окончательной редакции канона шайва-сиддханты,,0.0,,0.0,,0.0,fundamental,0.0
PRES_5e453d49,E2019,2019,Zograf Readings,Понятие блаженства (ананды) в индуистском тантризме,religion,1.0,medieval,1.0,,0.0,fundamental,0.0
PRES_ffbd2f7d,E2019,2019,Zograf Readings,«Унмада нирукта». «Безумная этимология»: об особенностях мистической герменевтики тантры (на примере интерпретации первой мангала-шлоки «Тантралоки»),linguistics,0.85,medieval,1.0,,0.0,fundamental,0.0
PRES_e9fc7ee5,E2019,2019,Zograf Readings,"Отношение к женщине в эпосе (на примере «Рамаяны» Вальмики, «Адбхута Рамаяны» и «Адхьятма Рамаяны»)",literature,1.0,classical,1.0,,0.0,fundamental,0.0
PRES_cc065edb,E2019,2019,Zograf Readings,Понимание искусства в учении Ошо,,0.0,,0.0,,0.0,fundamental,0.0
PRES_132d6acd,E2019,2019,Zograf Readings,Этико-интуитивистский подход М.К. Ганди к пониманию традиционных текстов,,0.0,,0.0,text,1.0,methodological,1.0
PRES_bf466f0e,E2019,2019,Zograf Readings,Современные баулы: мистики или артисты,,0.0,modern,1.0,,0.0,fundamental,0.0
PRES_947e4189,E2019,2019,Zograf Readings,Структура «Чарья-гити»,,0.0,,0.0,,0.0,fundamental,0.0
PRES_08a4bc45,E2019,2019,Zograf Readings,Прием лейтмотива в классической индийской поэзии,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_6d2513cc,E2019,2019,Zograf Readings,«Зачин» в североиндийской поэзии бхакти,philosophy,0.8,medieval,1.0,,0.0,fundamental,0.0
PRES_46c9e484,E2019,2019,Zograf Readings,«Сумеречный язык» в поэзии тамильских сиддхов,linguistics,0.85,,0.0,,0.0,fundamental,0.0
PRES_841aaade,E2019,2019,Zograf Readings,", М. Рамдхари (Маврикий). Индийские языки и нарративы на Маврикии: Рама-катха и поэзия на бходжпури",linguistics,0.85,,0.0,,0.0,fundamental,0.0
PRES_c91fccad,E2019,2019,Zograf Readings,«Религия Человека»: свобода и традиция в философствовании Рабиндраната Тагора,philosophy,0.85,modern,1.0,,0.0,fundamental,0.0
PRES_26c65f54,E2019,2019,Zograf Readings,Трансформации культурной идентичности парсов Бомбея,,0.0,modern,1.0,,0.0,fundamental,0.0
PRES_3636c350,E2019,2019,Zograf Readings,Семантика терминологии родства в языке брахуи в общедравидийском контексте,linguistics,1.0,,0.0,text,1.0,fundamental,0.0
PRES_7154b37a,E2019,2019,Zograf Readings,Ритуалы жизненного цикла у народности лимбу,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_1b58bb6e,E2019,2019,Zograf Readings,Социовозрастная инициация и монашеское посвящение в неварском буддизме,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_586c5884,E2019,2019,Zograf Readings,Функции вождя в традиционном обществе веддов в прошлом и настоящем,,0.0,,0.0,,0.0,fundamental,0.0
PRES_0ad73c95,E2019,2019,Zograf Readings,"Народные песни о Хардоле, принце Орччхи",,0.0,,0.0,,0.0,fundamental,0.0
PRES_f1c3105f,E2019,2019,Zograf Readings,«Возрожденные» ведийские ритуалы: яджна на Асси гхат и в школе девочек «Панини Канья Махавидьялая» в Варанаси,religion,1.0,vedic,0.85,,0.0,fundamental,0.0
PRES_a3c157be,E2019,2019,Zograf Readings,Почитание Индры в Непале: живая архаика,,0.0,,0.0,,0.0,fundamental,0.0
PRES_d0017fd9,E2019,2019,Zograf Readings,О некоторых специфических жестах в бытовом этикете сингалов,,0.0,,0.0,,0.0,fundamental,0.0
PRES_6524954c,E2019,2019,Zograf Readings,Каталоги знаков хараппской письменности: материалы к сравнению,,0.0,,0.0,,0.0,fundamental,0.0
PRES_6c855fa3,E2019,2019,Zograf Readings,Элементы шаманских практик в воинских традициях Индии,,0.0,,0.0,fieldwork,1.0,fundamental,0.0
PRES_a36f10f9,E2019,2019,Zograf Readings,Ритуальная жизнь делийского даргаха,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_f0a4df51,E2019,2019,Zograf Readings,Основные сюжеты и персонажи индийского театра теней,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_3590a421,E2019,2019,Zograf Readings,Мифология танца и  образ Индры в джайнизме,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_79fd19d4,E2019,2019,Zograf Readings,Кукольный театр Западной Бенгалии,linguistics,1.0,modern,1.0,,0.0,fundamental,0.0
PRES_fd59133f,E2019,2019,Zograf Readings,Эстетика религиозной драмы: теория и практика драмы в контексте бенгальского вайшнавизма,linguistics,1.0,modern,1.0,text,0.85,fundamental,0.0
PRES_279c016e,E2019,2019,Zograf Readings,"Серайкела, Майюрбхандж, Пурулиа: феномен чхау на плато Чхота Нагпур (Восточная Индия)",,0.0,,0.0,,0.0,fundamental,0.0
PRES_543364e2,E2020,2020,Zograf Readings,О сравнениях в индийской философской литературе,philosophy,0.85,,0.0,,0.0,fundamental,0.0
PRES_7992adfb,E2020,2020,Zograf Readings,Параллельный санскритско-русский корпус,linguistics,1.0,,0.0,,0.0,fundamental,0.0
PRES_47355c29,E2020,2020,Zograf Readings,Фоносемантическая структура ведийского текста (на  примере гимна Ригведы I.7),religion,1.0,vedic,1.0,text,1.0,fundamental,0.0
PRES_50ce1a84,E2020,2020,Zograf Readings,О телесном и духовном бессмертии в индуистском тантризме,religion,1.0,medieval,1.0,,0.0,fundamental,0.0
PRES_f076ea23,E2020,2020,Zograf Readings,Традиции и ритуалы почитания манускриптов в писаниях шайва,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_6f0f9343,E2020,2020,Zograf Readings,Техническая терминология тантрийской йоги в «Виджняна Бхайрава тантре»,religion,1.0,medieval,1.0,,0.0,fundamental,0.0
PRES_788a249e,E2020,2020,Zograf Readings,Еще раз к вопросу о теме нейдаль в тамильской поэзии,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_1c0dc1a9,E2020,2020,Zograf Readings,Тело бхакта и тело Шивы: о проблемах телесности в тамильском шайва-бхакти,philosophy,0.8,medieval,1.0,,0.0,fundamental,0.0
PRES_95263100,E2020,2020,Zograf Readings,Эстетика комического,,0.0,,0.0,,0.0,fundamental,0.0
PRES_11671acc,E2020,2020,Zograf Readings,Терминология родства,,0.0,,0.0,,0.0,fundamental,0.0
PRES_9061fc60,E2020,2020,Zograf Readings,Абхидхарма как когнитивная стратегия,,0.0,,0.0,,0.0,fundamental,0.0
PRES_dd37c3fa,E2020,2020,Zograf Readings,Трактовка состояний удрученности и умопомешательства в буддийских экзегетических источниках,history,0.85,,0.0,,0.0,fundamental,0.0
PRES_8ca48450,E2020,2020,Zograf Readings,К вопросу об определении понятия apratiṣṭhita-nirvāṇa,,0.0,,0.0,,0.0,fundamental,0.0
PRES_06a1eeb4,E2020,2020,Zograf Readings,Буддизм пудгалавады: к постановке вопроса о субъекте-пудгале,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_1ec87eef,E2020,2020,Zograf Readings,Текущие переводческие проекты Фонда «Сохраним Тибет!» и изд-ва «Нартанг»,tibetology,1.0,,0.0,text,1.0,fundamental,0.0
PRES_164d6136,E2020,2020,Zograf Readings,Так называемый парадокс беллетристики и подсказки от компаративной онтологии,,0.0,,0.0,,0.0,fundamental,0.0
PRES_6066a0b9,E2020,2020,Zograf Readings,Абсолютная встреча как феномен трансцендентальной герменевтики Г. Оберхаммера,,0.0,,0.0,,0.0,fundamental,0.0
PRES_c8490c74,E2020,2020,Zograf Readings,Г. Оберхаммер и проблема исследования когнитивного потенциала религиозного опыта,,0.0,,0.0,,0.0,fundamental,0.0
PRES_3768531f,E2020,2020,Zograf Readings,Понятие религиозного инклюзивизма,,0.0,,0.0,,0.0,fundamental,0.0
PRES_0aa24cc5,E2020,2020,Zograf Readings,Инклюзивизм как концептуальное средство для изучения индийской культуры,,0.0,,0.0,,0.0,fundamental,0.0
PRES_f597bd54,E2020,2020,Zograf Readings,К (посмертному) изданию полного перевода (В. С. Семенцова) «Гитабхашьи» Рамануджи на русском языке,linguistics,1.0,,0.0,text,1.0,fundamental,0.0
PRES_5e4a44a2,E2020,2020,Zograf Readings,О философской и религиозной значимости некоторых текстов Веданта Дешики,philosophy,1.0,,0.0,text,1.0,fundamental,0.0
PRES_101f03e5,E2020,2020,Zograf Readings,Пример использования парибхаш при прочтении сутр Панини,linguistics,1.0,classical,1.0,,0.0,fundamental,0.0
PRES_adaf3be8,E2020,2020,Zograf Readings,Санскритские наречия в трудах бенгальских грамматистов (Дживы Госвамина и Баларамы Панчананы),linguistics,1.0,medieval,0.85,,0.0,fundamental,0.0
PRES_b18b67bb,E2020,2020,Zograf Readings,Work of Patañjali on Yoga Philosophy and Sanskrit Vyākaraṇa,,0.0,,0.0,,0.0,fundamental,0.0
PRES_6b2fd44c,E2020,2020,Zograf Readings,"О толковании первой строфы «Аштанга-хридаи» средневековыми комментаторами (на примере Арунадатты, Хемадри и Инду)",,0.0,medieval,1.0,text,1.0,fundamental,0.0
PRES_94c2e38f,E2020,2020,Zograf Readings,Дискурсивные слова в языке хинди,linguistics,1.0,modern,1.0,,0.0,fundamental,0.0
PRES_9739d2d4,E2020,2020,Zograf Readings,Разрази его гром! Метеорологические явления в песенном фольклоре на диалектах хинди Центральной Индии,linguistics,1.0,modern,1.0,,0.0,fundamental,0.0
PRES_dacfd197,E2020,2020,Zograf Readings,Онлайн-корпус текстов на языках южных мунда: задачи и специфика,linguistics,1.0,,0.0,text,1.0,fundamental,0.0
PRES_6b82ee7c,E2020,2020,Zograf Readings,О некоторых особенностях языка «Калачакра-тантры»,linguistics,0.85,medieval,1.0,,0.0,fundamental,0.0
PRES_c12ab90f,E2020,2020,Zograf Readings,История Ситы и Рамы глазами современных индийских поэтов-мистиков и ее релевантность для современного индийского общества,history,1.0,modern,1.0,,0.0,fundamental,0.0
PRES_696ac3f0,E2020,2020,Zograf Readings,«Мини-Бхагавадгита» в четвертой «книге» «Рамаяны» Вальмики,literature,1.0,classical,1.0,,0.0,fundamental,0.0
PRES_ff183124,E2020,2020,Zograf Readings,Индийский мифологический сериал как средство идеологической пропаганды,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_ad4f1d84,E2020,2020,Zograf Readings,М. К. Ганди — неортодоксальный „ортодокс“,,0.0,,0.0,,0.0,fundamental,0.0
PRES_dd500358,E2020,2020,Zograf Readings,Д. Д. Руднев как радетель пополнения коллекций МАЭ РАН,history,1.0,,0.0,archive,1.0,fundamental,0.0
PRES_ee7ae143,E2020,2020,Zograf Readings,Очаги обнаружения санскритских рукописей на территории Тибета,tibetology,1.0,,0.0,text,0.85,fundamental,0.0
PRES_2b10e8ab,E2020,2020,Zograf Readings,Тханки в собрании И. П. Минаева (МАЭ РАН),,0.0,,0.0,archive,1.0,fundamental,0.0
PRES_c3e246cd,E2020,2020,Zograf Readings,Индия в воспоминаниях востоковеда В. А. Иванова,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_3f75bc5f,E2020,2020,Zograf Readings,«Индийская „игра знания“: один эпизод культурного трансфера»,,0.0,,0.0,,0.0,fundamental,0.0
PRES_5e82aabf,E2020,2020,Zograf Readings,Великая галлюцинация сознания по «Вимшике» Васубандху,,0.0,,0.0,,0.0,fundamental,0.0
PRES_e3ebd54e,E2020,2020,Zograf Readings,Об особенностях традиционной пищи веддов,,0.0,,0.0,,0.0,fundamental,0.0
PRES_ffc2a550,E2020,2020,Zograf Readings,Танцы с сосудами и вокруг. Гарба Гуджарата и сходные обряды и представления Южной Азии,,0.0,,0.0,,0.0,fundamental,0.0
PRES_0a114be4,E2020,2020,Zograf Readings,Ритуалы божественной старости,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_2168c58f,E2020,2020,Zograf Readings,Интерпретация кровавых событий раздела Индии и Пакистана в романе Кхушванта Сингха «Поезд в Пакистан»,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_4cad6450,E2021,2021,Zograf Readings,Интерпретация канонической типологии архатов в буддийских экзегетических источниках,history,0.85,,0.0,,0.0,fundamental,0.0
PRES_492864f5,E2021,2021,Zograf Readings,Традиция «Лалитавистары»: возможные истоки,,0.0,,0.0,,0.0,fundamental,0.0
PRES_b39bd79a,E2021,2021,Zograf Readings,Место «Компендиума Абхидхармы» Асанги в философии буддизма махаяны,philosophy,0.8,,0.0,,0.0,fundamental,0.0
PRES_6091b9e4,E2021,2021,Zograf Readings,Санскритский перевод  одного тибетского текста,tibetology,1.0,,0.0,text,1.0,fundamental,0.0
PRES_a85ede9e,E2021,2021,Zograf Readings,О двух родственных джатакаставах в «Лалитавистаре» и «Раштрапалапариприччха-сутре»,,0.0,,0.0,,0.0,fundamental,0.0
PRES_ef27418a,E2021,2021,Zograf Readings,Палийская и санскритские версии сюжетов о самопожертвовании бодхисатвы-зайца,linguistics,0.85,,0.0,,0.0,fundamental,0.0
PRES_1752218f,E2021,2021,Zograf Readings,Ведийский ритуал Ваджапея: древняя традиция и современная практика*,religion,1.0,vedic,0.85,fieldwork,1.0,fundamental,0.0
PRES_a40a4f63,E2021,2021,Zograf Readings,Миф о Гхоре и Богине в Йогини-тантре*,religion,1.0,medieval,1.0,,0.0,fundamental,0.0
PRES_a0147cce,E2021,2021,Zograf Readings,Некоторые структурные особенности пролога классической санскритской драмы»*,linguistics,1.0,,0.0,,0.0,fundamental,0.0
PRES_cb10ac69,E2021,2021,Zograf Readings,«К истолкованию мифа о Махишамардани» в научном наследии М.И. Тубянского,,0.0,,0.0,,0.0,fundamental,0.0
PRES_9379953c,E2021,2021,Zograf Readings,Санскритский фрагмент «Артхавинишчая-сутры» из Сериндийского фонда ИВР РАН,linguistics,1.0,,0.0,,0.0,fundamental,0.0
PRES_82dd959e,E2021,2021,Zograf Readings,Инклюзивизм в индийской культуре и его ведийские истоки,religion,1.0,vedic,1.0,,0.0,fundamental,0.0
PRES_439721f1,E2021,2021,Zograf Readings,Мифы об Индии: 2400 лет «фейковой индологии»,,0.0,,0.0,,0.0,fundamental,0.0
PRES_33f05609,E2021,2021,Zograf Readings,Приемы композиции групп текстов в палийской «Типитаке»,,0.0,,0.0,text,1.0,fundamental,0.0
PRES_381be266,E2021,2021,Zograf Readings,«Йога-сутры» Патанджали в арабском переводе ал-Бируни,,0.0,,0.0,text,1.0,fundamental,0.0
PRES_8a22d228,E2021,2021,Zograf Readings,Истоки учения о Шри в вишишта-адвайта веданте,philosophy,0.85,,0.0,,0.0,fundamental,0.0
PRES_67696e79,E2021,2021,Zograf Readings,Сотериологическая доктрина Шри-вайшнавизма в трактате Пиллея Локачарьи «Мумукшупади»,philosophy,0.85,,0.0,text,1.0,fundamental,0.0
PRES_abfd0a1e,E2021,2021,Zograf Readings,Две формы атомизма в буддизме*,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_d73a1158,E2021,2021,Zograf Readings,Конструкция odanam pacyate и ее анализ в традиции Панини*,linguistics,1.0,classical,1.0,,0.0,fundamental,0.0
PRES_a5e6f738,E2021,2021,Zograf Readings,О «новых» теориях действия в грамматических трудах Нагеши Бхатты*,,0.0,,0.0,,0.0,fundamental,0.0
PRES_6c431187,E2021,2021,Zograf Readings,Проблемы датировки «Нандикешваракашики»*,history,1.0,,0.0,,0.0,fundamental,0.0
PRES_f60ed815,E2021,2021,Zograf Readings,Трактовка панинийского термина savarṇa комментаторами парибхаш,linguistics,1.0,classical,1.0,text,1.0,fundamental,0.0
PRES_3cb1fcfc,E2021,2021,Zograf Readings,Ведийский санскрит и индийская философия в творчестве композитора А. Н. Скрябина*,linguistics,0.8,vedic,1.0,,0.0,fundamental,0.0
PRES_d1e44f94,E2021,2021,Zograf Readings,Неприzнанный zнак: вопрос о модернизации бенгальского алфавита в современном медиапространстве,linguistics,1.0,modern,1.0,,0.0,fundamental,0.0
PRES_50f2703e,E2021,2021,Zograf Readings,Проблемы понимания санскритской метрики,linguistics,1.0,,0.0,,0.0,fundamental,0.0
PRES_f2a55ee7,E2021,2021,Zograf Readings,Камень-трава или плод из города Синтры: история одного индийского фитонима*,history,1.0,,0.0,,0.0,fundamental,0.0
PRES_b2e17c60,E2021,2021,Zograf Readings,"Ранние священные тексты на соранг-сомпенг как ключ к истории создания культа «Матар Баном» у племени сора (южные мунда, Орисса)",history,0.85,,0.0,text,1.0,fundamental,0.0
PRES_e8e8d83d,E2021,2021,Zograf Readings,Кофейная Одиссея Индии,,0.0,,0.0,,0.0,fundamental,0.0
PRES_199a4048,E2021,2021,Zograf Readings,Пушп-Ватика: Цветущий сад поэзии,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_6df6684c,E2021,2021,Zograf Readings,Народно-разговорная речь и приемы ее стилизации в поэзии североиндийского бхакти,philosophy,0.8,medieval,1.0,,0.0,fundamental,0.0
PRES_e6735674,E2021,2021,Zograf Readings,Полемика с мимансаками об атмане в «Таттвасанграхе» Шантаракшиты*,,0.0,,0.0,,0.0,fundamental,0.0
PRES_fcad91ba,E2021,2021,Zograf Readings,Опыт построения словаря-тезауруса древнеиндийской лингвистической терминологии (на материале грамматики Панини)*,linguistics,1.0,classical,1.0,,0.0,fundamental,0.0
PRES_b5bc8f75,E2021,2021,Zograf Readings,Понимание истории Индии в социальной философии Рабиндраната Тагора*,philosophy,0.8,modern,1.0,,0.0,fundamental,0.0
PRES_7c4c27cb,E2021,2021,Zograf Readings,Характерные черты и особенности индийского мифологического сериала (на материале сериалов на сюжет «Рамаяны»)*,literature,1.0,classical,1.0,,0.0,fundamental,0.0
PRES_ab377d3d,E2021,2021,Zograf Readings,Неопознанные индоевропейские мотивы в санскритском эпосе,literature,1.0,classical,1.0,,0.0,fundamental,0.0
PRES_6b6e1809,E2021,2021,Zograf Readings,Раса как сок поэзии*,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_75bbe89a,E2021,2021,Zograf Readings,Высмеивание пороков врачей в санскритской литературе (на примере «Кали-видамбханам» Нилакантхи Дикшиты)*,linguistics,0.85,,0.0,,0.0,fundamental,0.0
PRES_e06fdda1,E2021,2021,Zograf Readings,Шива-бхакти и Шива-йога в тамильском шайва-бхакти*,philosophy,0.85,medieval,1.0,,0.0,fundamental,0.0
PRES_0a2f3edc,E2021,2021,Zograf Readings,Удвоение знаков в протоиндийской письменности,,0.0,,0.0,,0.0,fundamental,0.0
PRES_a8fc20fc,E2021,2021,Zograf Readings,Голубые лотосы санскритской лексикографии*,linguistics,1.0,,0.0,,0.0,fundamental,0.0
PRES_d8f239b0,E2021,2021,Zograf Readings,Архетип двойничества в романе С. Рушди «Ярость»: этнографический субстрат,literature,1.0,modern,1.0,fieldwork,1.0,fundamental,0.0
PRES_ba935f25,E2021,2021,Zograf Readings,Миниатюры рагамала в отечественных собраниях,,0.0,,0.0,,0.0,fundamental,0.0
PRES_cbb0f5a9,E2021,2021,Zograf Readings,«Давай поженимся»: Свадебные ритуалы в неварском буддизме*,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_b1511092,E2021,2021,Zograf Readings,Интеллектуальная история модернизма: Стелла Крамриш и индийский авангард,history,1.0,,0.0,,0.0,fundamental,0.0
PRES_98f066ba,E2021,2021,Zograf Readings,Искусство протеста. Политический театр в Индии: истоки и развитие,,0.0,,0.0,,0.0,fundamental,0.0
PRES_dc1f9dcf,E2022,2022,Zograf Readings,Брахман,,0.0,,0.0,,0.0,fundamental,0.0
PRES_10dd9b6a,E2022,2022,Zograf Readings,,,0.0,,0.0,,0.0,fundamental,0.0
PRES_2c964ef8,E2022,2022,Zograf Readings,,,0.0,,0.0,,0.0,fundamental,0.0
PRES_79535730,E2022,2022,Zograf Readings,К,,0.0,,0.0,,0.0,fundamental,0.0
PRES_2117a141,E2022,2022,Zograf Readings,,,0.0,,0.0,,0.0,fundamental,0.0
PRES_5f783d17,E2022,2022,Zograf Readings,,,0.0,,0.0,,0.0,fundamental,0.0
PRES_d0969155,E2022,2022,Zograf Readings,Формирование,,0.0,,0.0,,0.0,fundamental,0.0
PRES_f73d1d07,E2022,2022,Zograf Readings,Комментарий,,0.0,,0.0,text,1.0,fundamental,0.0
PRES_89316d20,E2022,2022,Zograf Readings,,,0.0,,0.0,,0.0,fundamental,0.0
PRES_1ca80314,E2022,2022,Zograf Readings,,,0.0,,0.0,,0.0,fundamental,0.0
PRES_357a21a5,E2022,2022,Zograf Readings,,,0.0,,0.0,,0.0,fundamental,0.0
PRES_3b4892b7,E2022,2022,Zograf Readings,,,0.0,,0.0,,0.0,fundamental,0.0
PRES_feb979fb,E2022,2022,Zograf Readings,,,0.0,,0.0,,0.0,fundamental,0.0
PRES_f7ea7209,E2022,2022,Zograf Readings,Проблема,,0.0,,0.0,,0.0,fundamental,0.0
PRES_8d322c4f,E2022,2022,Zograf Readings,,,0.0,,0.0,,0.0,fundamental,0.0
PRES_93c8e280,E2022,2022,Zograf Readings,,,0.0,,0.0,,0.0,fundamental,0.0
PRES_e33d416c,E2022,2022,Zograf Readings,,,0.0,,0.0,,0.0,fundamental,0.0
PRES_26401f35,E2022,2022,Zograf Readings,,,0.0,,0.0,,0.0,fundamental,0.0
PRES_b7a1356d,E2022,2022,Zograf Readings,Кришнаитские,,0.0,,0.0,,0.0,fundamental,0.0
PRES_543acf06,E2022,2022,Zograf Readings,Ведийское vrā́- «барышня»,religion,1.0,vedic,1.0,,0.0,fundamental,0.0
PRES_89ed4c3c,E2022,2022,Zograf Readings,Рамаитская поэзия,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_07050f9e,E2022,2022,Zograf Readings,«Барахмах»,,0.0,,0.0,,0.0,fundamental,0.0
PRES_3c6127f6,E2022,2022,Zograf Readings,Буддийский,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_b6aa3bd9,E2022,2022,Zograf Readings,Новый,,0.0,,0.0,,0.0,fundamental,0.0
PRES_a8c9dfa8,E2022,2022,Zograf Readings,"«Глупец»,",,0.0,,0.0,,0.0,fundamental,0.0
PRES_8892d994,E2022,2022,Zograf Readings,Отличительные,,0.0,,0.0,,0.0,fundamental,0.0
PRES_feeaf642,E2022,2022,Zograf Readings,Вивекананда,,0.0,,0.0,,0.0,fundamental,0.0
PRES_7d97b8a8,E2022,2022,Zograf Readings,Живое,,0.0,,0.0,,0.0,fundamental,0.0
PRES_662ac3f0,E2022,2022,Zograf Readings,Вклад,,0.0,,0.0,,0.0,fundamental,0.0
PRES_326880c9,E2022,2022,Zograf Readings,Этапы,,0.0,,0.0,,0.0,fundamental,0.0
PRES_00ef3d2b,E2022,2022,Zograf Readings,Ритуальный,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_2f75b267,E2022,2022,Zograf Readings,Многообразие,,0.0,,0.0,,0.0,fundamental,0.0
PRES_7619a6d5,E2022,2022,Zograf Readings,,,0.0,,0.0,,0.0,fundamental,0.0
PRES_ae69c6f5,E2022,2022,Zograf Readings,"""Нисхождение",,0.0,,0.0,,0.0,fundamental,0.0
PRES_9700867d,E2022,2022,Zograf Readings,Загадка,,0.0,,0.0,,0.0,fundamental,0.0
PRES_d47d92d8,E2022,2022,Zograf Readings,Смысл,,0.0,,0.0,,0.0,fundamental,0.0
PRES_03fc0f79,E2022,2022,Zograf Readings,"""Бхагавата",,0.0,,0.0,,0.0,fundamental,0.0
PRES_d979ff4a,E2023,2023,Zograf Readings,О не-волшебной помощнице в сказках парья: вариант фольклорного мотива.Комиссаров Дмитрий Алексеевич (Москва). Склонность к конфликтам в образе Махакашьяпы в буддийских канонических текстах,literature,1.0,,0.0,text,1.0,fundamental,0.0
PRES_b8dda570,E2023,2023,Zograf Readings,Дворец небесный и дворец земной: две схожие главы  «Лалитавистары» и их функциональная роль в общей композиции текста,,0.0,,0.0,text,1.0,fundamental,0.0
PRES_1b46027b,E2023,2023,Zograf Readings,Мантры в ведийских шраута-ритуалах.,religion,1.0,vedic,1.0,,0.0,fundamental,0.0
PRES_60e53486,E2023,2023,Zograf Readings,Почему Брахман наделен природой звука (шабда-таттва)?,,0.0,,0.0,,0.0,fundamental,0.0
PRES_ff2376eb,E2023,2023,Zograf Readings,Типология индийских аскетов по санскритским источникам,linguistics,0.85,,0.0,,0.0,fundamental,0.0
PRES_35badd75,E2023,2023,Zograf Readings,"«Брахма-стути» из «Бхушунди Рамаяны»: текстология, смыслы, параллели",literature,1.0,classical,1.0,text,1.0,fundamental,0.0
