presentation_id,year,series,title,meso_codes,proposed_meso,source,confidence
PRES_37530fdf34,2011,Zograf Readings,Тема весны в старой тамильской поэзии,dravidology_south_india,,deepseek,0.85
PRES_37ec1a3fd3,2011,Zograf Readings,О композиции вступительных глав «Сказания о Шакунтале»,literary_studies,,deepseek,0.9
PRES_4f6dd44b06,2011,Zograf Readings,«Будда из пригорода» Ханифа Курейши: иммигрантский текст индо-британской литературы,modern_literature|english_literature,,deepseek,0.9
PRES_5291787a3f,2011,Zograf Readings,Прием почетного гостя-атитхи по материалам древнеиндийских ритуальных текстов,ritual_studies,,deepseek,0.85
PRES_5816bc342a,2011,Zograf Readings,Интерпретация символов ‘ом’ и ‘сиддхам’ в мангала-шлоках санскритских рукописей,manuscripts_epigraphy,,deepseek,0.85
PRES_59bc8c1ec8,2011,Zograf Readings,Индия в поэзии йафиитов (Южная Аравия),comparative_analysis,,deepseek,0.8
PRES_5b9c7fa5b6,2011,Zograf Readings,Санскритизация и философские проблемы языковой политики,modern_society_politics,,deepseek_strict_scale_audit,0.9
PRES_5b9d992a66,2011,Zograf Readings,Некоторые аспекты полемического дискурса в индийских религиозно-философских традициях,philosophy_epistemology,,deepseek_strict_scale_audit,0.9
PRES_5deb828215,2011,Zograf Readings,Существует ли психофизическая проблема (mind-body problem) в буддизме?,buddhist_studies|philosophy_epistemology,,deepseek_strict_scale_audit,0.9
PRES_61eb101383,2011,Zograf Readings,Поэтические жанры индийской литературы в тибетском буддийском каноне,tibetology_himalaya|buddhist_studies,,deepseek,0.85
PRES_66b3645128,2011,Zograf Readings,О первых христианских миссионерах в Индии,colonial_encounters,,deepseek,0.85
PRES_6b5321239f,2011,Zograf Readings,Концепт svadharma в кастовой идеологии,,,deepseek,0.9
PRES_7a0616cdc7,2011,Zograf Readings,Метафора в «Махабхарате»,epic_ramayana_mahabharata,,deepseek,0.9
PRES_81e4f6fe0b,2011,Zograf Readings,Об изучении четвертой главы «Абхисамая-аланкары»,buddhist_studies,,deepseek,0.9
PRES_9cc7f0b54c,2011,Zograf Readings,Samarasa и svasamvedya в абхишека-патале Хеваджра-тантры согласно Муктавалихеваджрапаньджике Ратнакарашанти,buddhist_studies,,deepseek,0.9
PRES_9ec34b2c0f,2011,Zograf Readings,Строфы о бодхичитте во второй главе Гухьясамаджа тантры,buddhist_studies,,deepseek,0.9
PRES_9f66f4e714,2011,Zograf Readings,Энергийный прагматизм в тамильской культуре,dravidology_south_india,,deepseek_strict_scale_audit,0.9
PRES_b9333b3423,2011,Zograf Readings,«Ярость» Рушди,modern_literature,,deepseek,0.9
PRES_c511412335,2011,Zograf Readings,Герасим Лебедев и британская элита колониальной Калькутты,colonial_encounters,,deepseek,0.9
PRES_cb03ffd1cc,2011,Zograf Readings,Половозрастная стратификация общества в ведийских текстах,vedic_studies,,deepseek_strict_scale_audit,0.9
PRES_d1ddc8c000,2011,Zograf Readings,Следуя воле звезд: Индийская астрология и практика предсказаний стихийных бедствий,,,deepseek_strict_scale_audit,0.9
PRES_d8c8a0e9b4,2011,Zograf Readings,Драупади в Зале собрания (роль бога Дхармы),epic_ramayana_mahabharata,,deepseek,0.9
PRES_df563ac2ff,2011,Zograf Readings,Проблема энергии в тантре,,,deepseek_strict_scale_audit,0.9
PRES_e2d0ac8c94,2011,Zograf Readings,Категории описания священной речи в «Ригведапратишакхье»,vedic_studies,,deepseek,0.9
PRES_e7d3ba524e,2011,Zograf Readings,RāmāyaNa’s Commentary Tradition in the Untouchable Rāmnāmī Community,epic_ramayana_mahabharata,,deepseek,0.9
PRES_eaf7163393,2011,Zograf Readings,Рабиндранат Тагор: уровни поэтического высказывания,bengal,,deepseek,0.9
PRES_ef02ed3c8e,2011,Zograf Readings,Саттрия: рождение нового индийского классического танца в Ассаме Лаборатория «Театрика» (Москва – С.-Петербург). Видеоматериал по традиции чхоу,assam,,deepseek,0.9
PRES_f73706499b,2011,Zograf Readings,"«Юные» в окружении царя Раджасинхи II—го (XVII век, Шри Ланка)",,,deepseek,0.9
PRES_fb8b7f76bc,2011,Zograf Readings,Другой в традиции индуизма и философии Бенгальского Возрождения: Опыт сопоставления,bengal,,deepseek_strict_scale_audit,0.9
PRES_fe38d39938,2011,Zograf Readings,Глава о надзирателе за архивом в «Артхашастре» Каутильи в контексте информации надписей времени Гуптов,,,deepseek,0.9
PRES_0aedd41026,2012,Zograf Readings,Непосредственное восприятие как знание из слов по материалам «Веданта-парибхаши» Дхармараджи,philosophy_epistemology,,deepseek,0.9
PRES_1a19c546ea,2012,Zograf Readings,«Третье измерение» в непальской поэзии,nepal_newar_kathmandu,,deepseek_strict_scale_audit,0.9
PRES_20d92e0dfe,2012,Zograf Readings,Эволюция жанра шахрашуб в контексте взаимодействия персоязычной литературы и литературы урду,comparative_analysis|hindi_urdu_new_indo_aryan,,deepseek_strict_scale_audit,0.9
PRES_20e82a1bf4,2012,Zograf Readings,«Юный» как представитель измененного состояния сознания,,,deepseek,0.7
PRES_347180ce4e,2012,Zograf Readings,«Кадамбари» в современном мире,translation_reception,,deepseek,0.8
PRES_81b825e701,2012,Zograf Readings,Агамический текст как способ самоопределения ведической традиции (на примере «Шива сутры»),vedic_studies|philosophy_epistemology,,deepseek,0.85
PRES_44b7051738,2012,Zograf Readings,Формула «бхукти — мукти» и сотериологический антиномизм индуистской тантры,philosophy_epistemology,,deepseek_strict_scale_audit,0.9
PRES_4557455166,2012,Zograf Readings,Версия мифа о Вритре в «Девибхагаватапуране»,epic_ramayana_mahabharata,,deepseek,0.9
PRES_485b7b3478,2012,Zograf Readings,Осел/бык в индоиранской картине мира,comparative_analysis,,deepseek_strict_scale_audit,0.9
PRES_4acd5d51b5,2012,Zograf Readings,Эволюция буддистского учения о не-«я»: две концепции анатмавады,buddhist_studies|pali_early_buddhism,,deepseek_strict_scale_audit,0.9
PRES_5bd9be8d40,2012,Zograf Readings,Еще раз о теме разлуки в тамильской поэзии,dravidology_south_india,,deepseek,0.8
PRES_5f83d7a499,2012,Zograf Readings,Текст по культу Ваджрапани и восьми царей нагов в свитке XIII века Дх-178 из собрания ИВР РАН,buddhist_studies|manuscripts_epigraphy,,deepseek,0.9
PRES_627da820b6,2012,Zograf Readings,Дискуссия о значении термина анангу в тамильской литературе,dravidology_south_india,,deepseek,0.85
PRES_63aa865de4,2012,Zograf Readings,Практики движения праны в текстах кашмирских авторов,philosophy_epistemology,,deepseek,0.85
PRES_77f698acd5,2012,Zograf Readings,«Рамаяна»  в драме Бхавабхути «Последние деяния Рамы»,epic_ramayana_mahabharata,,deepseek,0.9
PRES_8bd27d8f20,2012,Zograf Readings,Две парадигмы монизма в интерпретации «Бхагавадгиты»: Шанкара и Рамануджа,philosophy_epistemology,,deepseek_strict_scale_audit,0.9
PRES_92e44ac148,2012,Zograf Readings,"О взаимовлиянии индуизма и буддизма в религии непальцев (легенды, иконография, личные наблюдения)",nepal_newar_kathmandu|buddhist_studies,,deepseek_strict_scale_audit,0.9
PRES_9389ab2ec7,2012,Zograf Readings,Неварский «повествовательный свиток» в собрании  МАЭ РАН (коллекция И. П. Минаева). Предварительное сообщение,nepal_newar_kathmandu|museum_collections,,deepseek,0.9
PRES_972d4079b1,2012,Zograf Readings,Г. Оберхаммер и его принципы изучения религиозно-философских текстов школы вишишта-адвайта-веданты,history_of_indology|philosophy_epistemology,,deepseek,0.85
PRES_9991e8b1ef,2012,Zograf Readings,Особенности календарной обрядности у раджпутов C,life_cycle_rituals,,deepseek,0.85
PRES_a72801a7e5,2012,Zograf Readings,Образ индуизма в религиозно-философской мысли Бенгальского Ренессанса,bengal|bengal_bhakti_modernity,,deepseek_strict_scale_audit,0.9
PRES_b27303708f,2012,Zograf Readings,Особенности композиции «Апастамба-дхармасутры»,sanskrit_grammar_panini,,deepseek,0.9
PRES_b48f6f5ffd,2012,Zograf Readings,Символические фигуры «Ригведы» (на примере  гимна «К Речи»),vedic_studies,,deepseek,0.9
PRES_bafd1e3979,2012,Zograf Readings,Живая традиция ритуальных росписей Питхоро в Гуджарате: полевые данные 2012 г,fieldwork|visual_material_culture,,deepseek,0.95
PRES_c753d8108f,2012,Zograf Readings,"«Бенгальский стиль» в индийском танце: традиционное, креативное, политическое измерения В программе возможны изменения и дополнения Приглашаются все желающие",bengal,,deepseek_strict_scale_audit,0.9
PRES_d7d08bc77f,2012,Zograf Readings,Матрики вне буддийских текстов,buddhist_studies,,deepseek,0.9
PRES_d7ffc90dec,2012,Zograf Readings,Индия и индийцы в автобиографической книге  В. С. Найпола «The Writer's People»,modern_literature,,deepseek,0.9
PRES_dbced805b6,2012,Zograf Readings,Заметки о структуре расположения скульптурных изображений в храмовых комплексах согласно «Агни-пуране»,manuscripts_epigraphy,,deepseek,0.9
PRES_df7078b604,2012,Zograf Readings,Чудесный сосуд Манимехалей: попытка интерпретации,buddhist_studies,,deepseek,0.9
PRES_e5cc1bbb1d,2012,Zograf Readings,"Ян Потоцкий и тибетская рукопись, найденная в Калмыкии",tibetology_himalaya|expeditions,,deepseek,0.9
PRES_ea42f7e02c,2012,Zograf Readings,Загадки поэмы Джаяси «Падмават»,hindi_urdu_new_indo_aryan,,deepseek,0.9
PRES_fe7edab64d,2012,Zograf Readings,Об употреблении слова ātman в «Ригведе»,vedic_studies,,deepseek,0.9
PRES_05a25bcc84,2012,Roerich Readings,Непосредственное восприятие через слово. По «Веданта-парибхаше» Дхармараджи,philosophy_epistemology,,deepseek,0.9
PRES_1abd6d361e,2012,Roerich Readings,Рерихи в Пекине в 1934—1935 гг,roerich_studies|expeditions,,deepseek,0.9
PRES_1e1cbc95e7,2012,Roerich Readings,Бог и человек в поэзии Тагора. От «Иша-упанишады» до «Писем о России»,bengal|bengal_bhakti_modernity,,deepseek_strict_scale_audit,0.9
PRES_235b11e4e7,2012,Roerich Readings,Летописный текст и  феномен «изображение» в буддийской традиции Тибета,tibetology_himalaya,,deepseek_strict_scale_audit,0.9
PRES_2545b7a0c5,2012,Roerich Readings,Танцовщица и покровитель: начни и расик восточных областей Индии. Контексты взаимоотношений,bengal,,deepseek_strict_scale_audit,0.85
PRES_3c0208406b,2012,Roerich Readings,Актуализация информативной основы средневекового текста Центральной Азии в современном мире (на примере «Тарих-и Рашиди» Мирзы Хайдара Дуглата»),china_mongolia_inner_asia,,deepseek_strict_scale_audit,0.9
PRES_3ddacc6fb6,2012,Roerich Readings,Песенная техника проповеди Миры Баи: подступы к исследованию,bhakti_vaishnava,,deepseek,0.9
PRES_3fe0ca1850,2012,Roerich Readings,Сновидение в древнеиндийских философских текстах,,,deepseek,0.9
PRES_42588a671c,2012,Roerich Readings,Ю. Рерих о роли буддизма в культурном единстве Азии,roerich_studies|buddhist_studies,,deepseek_strict_scale_audit,0.9
PRES_517c404931,2012,Roerich Readings,Описание Индии в средневековых ирландских источниках,travel_history,,deepseek,0.9
PRES_56a96b450d,2012,Roerich Readings,Ю.Н. Рерих — выдающийся лингвист-тибетолог,roerich_studies|tibetology_himalaya,,deepseek,0.9
PRES_5d4f4cf4a8,2012,Roerich Readings,Смех в традиции древнеиндийского театра (по материалам Натьяшастры),ethnography_performance,,deepseek,0.9
PRES_5e071eae59,2012,Roerich Readings,Снатака в древнеиндийском ритуале и тексте,ritual_studies,,deepseek,0.9
PRES_60805ae896,2012,Roerich Readings,Дом-музей семьи Рерихов в Улан-Баторе,roerich_studies|museum_collections,,deepseek,0.9
PRES_6436980fe8,2012,Roerich Readings,Śradīḥ  púraḥ: ранневедийский текст и ритуал,vedic_studies|ritual_studies,,deepseek,0.9
PRES_65f28e41f2,2012,Roerich Readings,О значении пал. sutta (p.p. от supati «спать») в медитации осознанности (сатипаттхана),pali_early_buddhism,,deepseek,0.9
PRES_74936e5d59,2012,Roerich Readings,К этимологии ведийского sarámā,etymology,,deepseek,0.9
PRES_74d662c14f,2012,Roerich Readings,К проблеме возрастных категорий у древних тюрков VI—X вв,,,deepseek,0.85
PRES_7fbd6a22e3,2012,Roerich Readings,Теория преемственности Дхармы в доктрине «сангоку маппо» в японском буддизме,buddhist_studies,,deepseek,0.9
PRES_80c3a05563,2012,Roerich Readings,О формульности индийских дарственных надписей,manuscripts_epigraphy,,deepseek_strict_scale_audit,0.9
PRES_82dc5a4985,2012,Roerich Readings,Сакральная «геология» в системе знаний вастувидьи (науки о строительстве и зодчестве) в пуранах,cosmology,,deepseek,0.9
PRES_9294929f41,2012,Roerich Readings,Мотив caṅkrama в буддийском нарративе и изображении,buddhist_studies|visual_material_culture,,deepseek,0.9
PRES_a5c792ee0e,2012,Roerich Readings,Сакральная защита пространства долины Катманду,nepal_newar_kathmandu,,deepseek,0.9
PRES_a6e4236018,2012,Roerich Readings,Еще раз о субъекте: «Ишварапратьябхиджня-вимаршини» Абхинавагупты,philosophy_epistemology,,deepseek,0.9
PRES_c417664ebc,2012,Roerich Readings,Символизм десяти воплощений Вишну во внутренней Калачакра-тантре,buddhist_studies,,deepseek,0.9
PRES_ce1f190968,2012,Roerich Readings,Природопользование в тангутском государстве Си Ся,,,deepseek,0.85
PRES_cf863a87de,2012,Roerich Readings,Намтар  Будды Шакьямуни в тибетской и китайской (пекинской) традициях (танки из коллекций Одесского и Киевского музеев Украины),tibetology_himalaya|museum_collections,,deepseek,0.9
PRES_cf87ec3bf9,2012,Roerich Readings,Элементы игровой поэтики в махаянском описании ступеней бодхисаттвы в текстах «Большой Праджняпарамиты»,buddhist_studies,,deepseek,0.9
PRES_cf88b0bf9e,2012,Roerich Readings,К проблеме складывания сикхского двора и придворной культуры при последних шести гуру,colonial_encounters|sikh_studies,sikh_studies,deepseek_strict_scale_audit,0.9
PRES_d7d410a274,2012,Roerich Readings,У истоков Праджняпарамиты (стихотворное ядро традиции),buddhist_studies,,deepseek,0.9
PRES_e17d554abc,2012,Roerich Readings,Традиционный индийский комментарий как источник по изучению синтаксиса древнеиндийских языков,sanskrit_grammar_panini,,deepseek,0.85
PRES_ea5d4b869f,2012,Roerich Readings,О тамильском поэтическом жанре каламбахам,dravidology_south_india,,deepseek,0.9
PRES_f31283e9b4,2012,Roerich Readings,Рамаяна в драме Бхавабхути «Последние приключения Рамы»,epic_ramayana_mahabharata,,deepseek,0.9
PRES_fc155b3a33,2012,Roerich Readings,Представления об Арьяварте в санскритских источниках в исторической перспективе,,,deepseek_strict_scale_audit,0.9
PRES_fc5fc5500b,2012,Roerich Readings,12-летний животный цикл. К вопросу об истоках,cosmology,,deepseek_strict_scale_audit,0.85
PRES_01c8c172a9,2013,Zograf Readings,О символическом языке вещей,,,deepseek_strict_scale_audit,0.8
PRES_02fe7e79a6,2013,Zograf Readings,Cittamātra и проблема наблюдателя в Madhyānta-vibhāga,buddhist_studies|philosophy_epistemology,,deepseek,0.9
PRES_04dccf8d10,2013,Zograf Readings,Представление о Брахмане в ранней вишишта-адвайте,philosophy_epistemology,,deepseek,0.9
PRES_0dca1ac371,2013,Zograf Readings,Старинные португальские частушки в этнографическом контексте Южной Азии,ethnography_performance,,deepseek,0.85
PRES_ade026eba7,2013,Zograf Readings,Современное искусство адиваси: некоторые особенности музейной репрезентации в Индии и Европе,museum_collections,,deepseek,0.85
PRES_5505ef8f0c,2013,Zograf Readings,Работа Р. Х. Ленца в западноевропейских хранилищах восточных рукописей,history_of_indology,,deepseek,0.85
PRES_3195691394,2013,Zograf Readings,Элементы культурного синтеза в бенгальской поэзии XVII века,bengal,,deepseek,0.85
PRES_3666aae128,2013,Zograf Readings,«Открытие Индии» сквозь призму традиционного текста: опыт мыслителей Бенгальского Возрождения,bengal|colonial_encounters,,deepseek_strict_scale_audit,0.9
PRES_3aa6b03a07,2013,Zograf Readings,Герасим Лебедев и британская элита колониальной Калькутты: момент разрыва,colonial_encounters,,deepseek,0.85
PRES_57ae9add27,2013,Zograf Readings,Реальное и ирреальное в «„Новой поэзии“ хинди»,modern_literature,,deepseek,0.85
PRES_6a7d4db7b5,2013,Zograf Readings,Читта и бодхичитта. Раздумья о переводе некоторых буддийских терминов,buddhist_studies,,deepseek,0.85
PRES_6ef9ae63f8,2013,Zograf Readings,Айодхья через 20 лет после конфликта: о современных проявлениях индуистского фундаментализма (наблюдения и немного размышлений),modern_society_politics,,deepseek,0.85
PRES_7905a089ac,2013,Zograf Readings,История Агададатты в романе Сангхадасы «Странствия Васудевы»,jain_studies,,deepseek,0.9
PRES_85aa1ef84a,2013,Zograf Readings,Индологический миф: к вопросу о происхождении термина «индуизм»,history_of_indology,,deepseek_strict_scale_audit,0.9
PRES_85c4d90172,2013,Zograf Readings,Жемчужный остров в «Девибхагавата-пуране»,,,deepseek,0.9
PRES_8d5c85c734,2013,Zograf Readings,Образ Кришны в поэзии Миры Баи,bhakti_vaishnava,,deepseek,0.9
PRES_8f2b093d02,2013,Zograf Readings,Страсти и бесстрастие Бхартирихари,,,deepseek,0.9
PRES_9484337e22,2013,Zograf Readings,Концепт «майя» у Шанкары и Абхинавагупты: сходство и различие,philosophy_epistemology,,deepseek_strict_scale_audit,0.9
PRES_9f51b09a94,2013,Zograf Readings,Проблема языка в веданте и европейском романтизме,comparative_analysis,,deepseek_strict_scale_audit,0.9
PRES_aa8cf0310f,2013,Zograf Readings,Классификация наук в традиционной индийской культуре,,,deepseek_strict_scale_audit,0.9
PRES_ae5459f5c7,2013,Zograf Readings,Буддийские рукописи в Индийском фонде ИВР РАН,buddhist_studies|manuscripts_epigraphy,,deepseek,0.9
PRES_b2df564f10,2013,Zograf Readings,"Материальные атрибуты (лук, стрелы, топорик) как этнические символы автохтонов Шри Ланки",,,deepseek,0.85
PRES_b8b0e64461,2013,Zograf Readings,О формульности надписей на санскрите,manuscripts_epigraphy,,deepseek,0.9
PRES_ba46b7c452,2013,Zograf Readings,Современные баулы: от деревни до концертного зала,bengal,,deepseek,0.9
PRES_c247636d94,2013,Zograf Readings,Причастие-герундий в хинди и бенгальском языке,hindi_urdu_new_indo_aryan|bengal,,deepseek,0.9
PRES_ca34a85370,2013,Zograf Readings,Образ Махендры/Махинды в записках китайских паломников,buddhist_studies,,deepseek,0.9
PRES_cf01dc9625,2013,Zograf Readings,"Садханы Харихарихаривахана-Авалокитешвары (Авалокитешвары, восседающего на Вишну, гаруде и льве) из тибетского буддийского канона C",buddhist_studies|tibetology_himalaya,,deepseek,0.9
PRES_d01b9376c0,2013,Zograf Readings,"«Песни якшей», игры людей: о социальных, культурных и художественных особенностях якшаганы Карнатаки В программе возможны изменения и дополнения",ethnography_performance,,deepseek,0.9
PRES_d6fac606b5,2013,Zograf Readings,Эпитеты Будды в тексте «Аджатасена-вьякараны»,buddhist_studies,,deepseek,0.9
PRES_d9c413501e,2013,Zograf Readings,Восьмиугольные понятийные схемы в индийской рациональности,,,deepseek_strict_scale_audit,0.9
PRES_e9bb5a759b,2013,Zograf Readings,"Варна – это фонема, буква, звук или …?",sanskrit_grammar_panini,,deepseek,0.9
PRES_eaf0add041,2013,Zograf Readings,Образ Локешвара в календарном обряде непальцев,nepal_newar_kathmandu,,deepseek,0.9
PRES_f3223273ab,2013,Zograf Readings,Тамильские женские божества в средневековой литературе,dravidology_south_india,,deepseek,0.9
PRES_f978f939da,2013,Zograf Readings,О звуковом составе ведийского текста,vedic_studies,,deepseek,0.9
PRES_05159a33dc,2013,Roerich Readings,Символизм санскритского алфавита (али-кали) в Калачакра-тантре,buddhist_studies,,deepseek,0.9
PRES_efa60f7a38,2013,Roerich Readings,Две поэмы на тему разлуки из тамильского сборника Паттуппатту: Муллейппатту и Недунальвадей. Опыт сравнения,dravidology_south_india,,deepseek,0.9
PRES_5280e823e7,2013,Roerich Readings,Специфика восприятия и интерпретации моголами древнеиндийской эпической литературы,colonial_encounters,,deepseek,0.8
PRES_e1b411bb31,2013,Roerich Readings,Концепция maryādā в непальских надписях,nepal_newar_kathmandu|manuscripts_epigraphy,,deepseek,0.9
PRES_5e3a0ceae6,2013,Roerich Readings,"Варна – фон, фонема, звукотип",,,deepseek,0.8
PRES_03273267b3,2013,Roerich Readings,Миф о Нараде из пуран: проблема интерпретации понятия майя в древнеиндийской текстовой традиции,epic_ramayana_mahabharata,,deepseek,0.9
PRES_6b6b57012a,2013,Roerich Readings,Магическое воздействие на погоду в культуре кочевников Центральной Азии,china_mongolia_inner_asia,,deepseek,0.8
PRES_a318f43405,2013,Roerich Readings,Особенности соотношения «лексема – понятие» в санскритских и палийских источниках,sanskrit_grammar_panini,,deepseek,0.8
PRES_3a5af630ce,2013,Roerich Readings,Дворцовый парк в индийской литературе V – VI вв,,,deepseek,0.9
PRES_55eb4b8793,2013,Roerich Readings,Открытие буддийской надписи брахми (II в. до н. э.) в Центральной Индии: к истокам традиции именования ранних буддийских школ,buddhist_studies|manuscripts_epigraphy,,deepseek,0.9
PRES_264f66dc40,2013,Roerich Readings,"Индийская монета, найденная при раскопках Тилля-тепе",,,deepseek,0.9
PRES_96ea28da78,2013,Roerich Readings,Представления об уме в джайнской дигамбарской традиции (к прояснению терминов),jain_studies,,deepseek,0.9
PRES_6fe79ec053,2013,Roerich Readings,Спор Абхинавагупты и Утпаладевы с буддистами в первой части «Ишварапратьябхиджня-вимаршини»,philosophy_epistemology,,deepseek,0.9
PRES_9c14b8613f,2013,Roerich Readings,"Образ карлика в иконографической программе индийского храма (Аджанта, Эллора, Аурангабад) V – X вв",visual_material_culture,,deepseek,0.9
PRES_42786acde4,2013,Roerich Readings,Manas/mana и dhamma в понимании первого изречения «Дхаммапады»,pali_early_buddhism,,deepseek,0.9
PRES_5814e91ca6,2013,Roerich Readings,Множественность будд и сотериология махасангхиков,buddhist_studies,,deepseek,0.9
PRES_c1b63ebc67,2013,Roerich Readings,Символы в обозначении пространства и чисел и их истолкование (по текстам вастувидьи из пуран),cosmology,,deepseek,0.9
PRES_c7652ed58e,2013,Roerich Readings,Исторические исследования Ю.Н. Рериха в Ладакхе,tibetology_himalaya|expeditions,,deepseek,0.9
PRES_e9e215c9f0,2013,Roerich Readings,Буддийские сутры в переводах раннекитайской традиции,buddhist_studies|translation_reception,,deepseek,0.9
PRES_5cb1402aa1,2013,Roerich Readings,Вратьи в контексте ритуала приема почетного гостя (atithi),ritual_studies|vedic_studies,,deepseek,0.9
PRES_01484ae69f,2013,Roerich Readings,Концепция «пратитья-самутпада» в раннебуддийской литературе (по материалам палийского канона),buddhist_studies|pali_early_buddhism,,deepseek,0.9
PRES_09ea1d8846,2014,Zograf Readings,Абхидхармакоша: проблема авторства,buddhist_studies,,deepseek,0.9
PRES_149689b11e,2014,Zograf Readings,What is Ahi Budhnya: some remarks on the Serpent of the Deep as in the Rigveda and elsewhere,vedic_studies,,deepseek,0.9
PRES_1ec138c017,2014,Zograf Readings,Концепция аватар Вишну в поэме Магхи «Шишупалавадха»,epic_ramayana_mahabharata|vaishnava,,deepseek,0.9
PRES_222fd16a0c,2014,Zograf Readings,Хити/дхара — «неиссякаемый источник»: Иконография и функции (по материалам Непала),nepal_newar_kathmandu|visual_material_culture,,deepseek,0.9
PRES_25a34c0006,2014,Zograf Readings,Тангутские ксилографы письмом ‘сиддхам’ из собрания ИВР РАН,manuscripts_epigraphy|buddhist_studies,,deepseek,0.9
PRES_25c542e83e,2014,Zograf Readings,Религия как инструмент внутренней политики Индии,modern_society_politics,,deepseek_strict_scale_audit,0.9
PRES_28cd96d910,2014,Zograf Readings,Форма смыслового глагола в модальных конструкциях возможности/способности в хинди,hindi_urdu_new_indo_aryan,,deepseek,0.9
PRES_7f7a003e02,2014,Zograf Readings,Неварский «повествовательный свиток» на темы «Лалитавистары»: «одомашнивание» классической буддийской сутры,nepal_newar_kathmandu|buddhist_studies|visual_material_culture,,deepseek,0.9
PRES_2f9d65e45b,2014,Zograf Readings,"The ideal man in the Mahābhārata. The consciousness of the ""budhyamāna"" on one's way to salvation",epic_ramayana_mahabharata,,deepseek,0.9
PRES_38f0bf3fa1,2014,Zograf Readings,Южноиндийские божества: некоторые аспекты гендерных взаимоотношений,dravidology_south_india,,deepseek_strict_scale_audit,0.9
PRES_3eb2ccd62e,2014,Zograf Readings,"Мандала-классификация нечестных трансакций в ответ на упрек (Ангуттара-никая. Аттаканипата, Ассаколанкасутта)",buddhist_studies|pali_early_buddhism,,deepseek,0.9
PRES_446d1622e0,2014,Zograf Readings,Психология Бога в кашмирском шиваизме и у Якоба Беме,philosophy_epistemology,,deepseek_strict_scale_audit,0.9
PRES_51ca649214,2014,Zograf Readings,Брахманы намбудири: некоторые особенности традиции передачи ведийских текстов,vedic_studies|ethnography_performance,,deepseek,0.9
PRES_667fb09140,2014,Zograf Readings,Община парсов в мультикультурном Бомбее (по произведениям Рохинтона Мистри),colonial_encounters|modern_society_politics,,deepseek,0.9
PRES_67151ae69e,2014,Zograf Readings,Грамматика Панини и механизм кодирования ведийского текста,sanskrit_grammar_panini|vedic_studies,,deepseek,0.9
PRES_6fd8f32d77,2014,Zograf Readings,И. П. Минаев как собиратель рукописей,history_of_indology|manuscripts_epigraphy,,deepseek,0.9
PRES_71c7cc1a09,2014,Zograf Readings,"Спхота, джати, пашьянти и пратибха в «Вакьяпадии» — к проблеме разграничения терминов",philosophy_epistemology|sanskrit_grammar_panini,,deepseek,0.9
PRES_7393356a70,2014,Zograf Readings,Ранние китайские версии биографии Будды: сюжет подношения рисовой каши,buddhist_studies,,deepseek,0.9
PRES_7e6c76b7c4,2014,Zograf Readings,Древнеиндийская риторика и традиция санскритского театра (Тригата в «Натьяшастре»),sanskrit_grammar_panini,,deepseek,0.85
PRES_7eec57e19f,2014,Zograf Readings,Духи умерших в представлениях и обрядовой жизни веддов Шри Ланки,ethnography_performance,,deepseek,0.9
PRES_83fa564d73,2014,Zograf Readings,Традиционная классификация санскритских стихотворных размеров,prosody,,deepseek,0.9
PRES_8c55a738df,2014,Zograf Readings,О стереотипизации адиваси в популярной культуре Индии,modern_society_politics,,deepseek,0.85
PRES_9857501571,2014,Zograf Readings,«Лирическая героиня» Миры Баи,bhakti_vaishnava,,deepseek,0.9
PRES_9c47837d30,2014,Zograf Readings,Концепция «марьяда» в непальских надписях,nepal_newar_kathmandu|manuscripts_epigraphy,,deepseek,0.9
PRES_aa4df50cf0,2014,Zograf Readings,Древние южноазиатско-африканские связи (по данным фольклора и мифологии),comparative_analysis,,deepseek_strict_scale_audit,0.9
PRES_adefba4b15,2014,Zograf Readings,Феномен Рамакришны Парамахамсы и формирование неоиндуизма в Бенгалии XIX века,bengal|bengal_bhakti_modernity,,deepseek_strict_scale_audit,0.9
PRES_b0ead2dd43,2014,Zograf Readings,"Одержимость, служение и лицедейство. Традиции Bhoota-kolam и Theyyam Тулунаду",ethnography_performance,,deepseek,0.9
PRES_b6bc9faa10,2014,Zograf Readings,Значение творчества Тирумулара для формирования изобразительного канона Шивы Натараджи в Чидамбараме,visual_material_culture,,deepseek,0.85
PRES_b9b432befc,2014,Zograf Readings,Животный мир пословиц и поговорок хинди,hindi_urdu_new_indo_aryan,,deepseek,0.9
PRES_ba306768d9,2014,Zograf Readings,Гимн-падигам как основная форма поэзии тамильских шиваитов,dravidology_south_india,,deepseek,0.85
PRES_d1d4be71f7,2014,Zograf Readings,К реконструкции ритуальной семантики дравидского kāvaṭi,dravidology_south_india,,deepseek,0.85
PRES_d45862604d,2014,Zograf Readings,В деревне Ампития (Шри Ланка) через 100 лет после Людмилы Мерварт,expeditions,,deepseek,0.9
PRES_d53f641345,2014,Zograf Readings,"О гимне Авалокитешваре, приписываемом тибетскому царю Сонгцэн-гампо",tibetology_himalaya,,deepseek,0.9
PRES_db18841de6,2014,Zograf Readings,«Апофатический» подход в буддийской теории восприятия,buddhist_studies,,deepseek,0.85
PRES_dff8128e31,2014,Zograf Readings,«Стотра-ратна» Ямуны: философия vis-à-vis поэзия,vaishnava,,deepseek,0.85
